record_id,timestamp,plant_id,store_id,sku,qty_in,qty_out,balance_before,balance_after,movement_type,reason_code,expiry_date,qty out 
INV_503032,3/3/2025 13:18,,STORE_003,Whole Wheat,63,0,-230,-167,return_from_store,Manual Correction,3/9/2025,0
INV_517957,7/26/2025 14:23,Willowvale_Plant,,Seed Loaf,0,535,37379,36844,dispatch,Sale,8/1/2025,535
INV_503903,7/24/2025 19:39,,STORE_172,High Energy Brown,0,255,-233,-488,store_sale,Expired Waste,7/29/2025,255
INV_509724,7/2/2025 23:27,Willowvale_Plant,,High Energy White,0,54,29356,29302,waste,Production,7/7/2025,54
INV_507517,7/29/2025 18:19,Shepperton_Plant,,Family Loaf,16,0,32802,32818,stock_adjustment,Return from Store,8/5/2025,0
INV_506676,3/19/2025 8:50,Shepperton_Plant,,High Energy Brown,0,1283,21846,20563,dispatch,Sale,3/24/2025,1283
INV_510730,1/15/2025 9:52,Willowvale_Plant,,Whole Wheat,0,29,10499,10470,stock_adjustment,Sale,1/21/2025,29
INV_512620,7/15/2025 21:32,Willowvale_Plant,,High Energy Brown,0,49,66350,66301,stock_adjustment,Production,7/20/2025,49
INV_502086,7/9/2025 23:23,Shepperton_Plant,,Whole Wheat,0,1281,5430,4149,dispatch,Damaged,7/15/2025,1281
INV_517518,2/1/2025 21:38,Shepperton_Plant,,Family Loaf,799,0,105846,106645,production,Return from Store,2/8/2025,0
INV_500373,4/24/2025 9:30,Willowvale_Plant,,High Energy Brown,571,0,6404,6975,production,Production,4/29/2025,0
INV_502182,4/2/2025 23:49,,STORE_185,Wholegrain Brown,53,0,0,53,return_from_store,Return from Store,4/7/2025,0
INV_513030,1/27/2025 1:00,Shepperton_Plant,,Wholegrain Brown,0,1406,50836,49430,dispatch,Sale,2/1/2025,1406
INV_517631,3/25/2025 1:05,,STORE_165,Family Loaf,17,0,304,321,return_from_store,Dispatch to Store,4/1/2025,0
INV_513114,7/4/2025 16:43,,STORE_098,Soft White,42,0,-29,13,return_from_store,Return from Store,7/9/2025,0
INV_506113,1/18/2025 10:43,Shepperton_Plant,,High Energy White,0,37,20004,19967,stock_adjustment,Shrinkage,1/23/2025,37
INV_513174,6/15/2025 9:34,,STORE_064,High Energy White,0,135,-239,-374,store_sale,Production,6/20/2025,135
INV_511600,5/28/2025 8:20,,STORE_136,High Energy White,0,234,-14,-248,store_sale,Return from Store,6/2/2025,234
INV_515065,2/10/2025 1:19,Willowvale_Plant,,High Energy White,1150,0,49829,50979,production,Sale,2/15/2025,0
INV_516711,1/27/2025 4:11,Willowvale_Plant,,Seed Loaf,0,668,47330,46662,dispatch,Manual Correction,2/2/2025,668
INV_516074,2/8/2025 16:15,,STORE_052,High Energy White,0,112,225,113,store_sale,Expired Waste,2/13/2025,112
INV_514811,5/12/2025 9:59,,STORE_143,High Energy Brown,0,112,-163,-275,store_sale,Shrinkage,5/17/2025,112
INV_500586,2/21/2025 16:19,Willowvale_Plant,,Wholegrain Brown,0,1096,-2,-1098,dispatch,Sale,2/26/2025,1096
INV_517196,7/11/2025 10:38,Willowvale_Plant,,Family Loaf,767,0,45606,46373,production,Sale,7/18/2025,0
INV_511287,2/28/2025 18:30,Shepperton_Plant,,High Energy White,34,0,27274,27308,stock_adjustment,Shrinkage,3/5/2025,0
INV_511430,6/13/2025 7:39,,STORE_138,Family Loaf,54,0,-304,-250,return_from_store,Return from Store,6/20/2025,0
INV_512745,7/16/2025 13:08,Shepperton_Plant,,Family Loaf,0,316,93513,93197,dispatch,Production,7/23/2025,316
INV_507625,7/29/2025 8:40,,STORE_115,Seed Loaf,94,0,64,158,return_from_store,Dispatch to Store,8/4/2025,0
INV_514741,6/24/2025 9:30,Shepperton_Plant,,Family Loaf,0,153,92110,91957,waste,Expired Waste,7/1/2025,153
INV_517355,5/19/2025 8:11,Willowvale_Plant,,Whole Wheat,0,32,45354,45322,waste,Dispatch to Store,5/25/2025,32
INV_503165,3/6/2025 18:35,Shepperton_Plant,,Wholegrain Brown,0,25,14894,14869,stock_adjustment,Dispatch to Store,3/11/2025,25
INV_502245,5/29/2025 21:09,Shepperton_Plant,,Seed Loaf,0,18,-849,-867,stock_adjustment,Shrinkage,6/4/2025,18
INV_501484,7/26/2025 2:52,Shepperton_Plant,,Soft White,0,1351,-1451,-2802,dispatch,Sale,7/31/2025,1351
INV_507781,7/7/2025 3:36,Willowvale_Plant,,Whole Wheat,0,78,-1119,-1197,waste,Dispatch to Store,7/13/2025,78
INV_504156,4/30/2025 8:23,Shepperton_Plant,,Wholegrain Brown,0,1024,16001,14977,dispatch,Shrinkage,5/5/2025,1024
INV_504344,3/2/2025 12:05,,STORE_077,Wholegrain Brown,83,0,57,140,return_from_store,Return from Store,3/7/2025,0
INV_511024,4/23/2025 2:59,,STORE_149,High Energy White,43,0,201,244,return_from_store,Dispatch to Store,4/28/2025,0
INV_500449,6/5/2025 17:50,,STORE_122,Whole Wheat,71,0,-230,-159,return_from_store,Expired Waste,6/11/2025,0
INV_505528,3/4/2025 14:24,Shepperton_Plant,,Soft White,0,828,30751,29923,dispatch,Shrinkage,3/9/2025,828
INV_504874,4/8/2025 20:26,Shepperton_Plant,,High Energy White,1896,0,25398,27294,production,Shrinkage,4/13/2025,0
INV_509382,3/15/2025 8:24,,STORE_109,Wholegrain Brown,0,84,49,-35,store_sale,Shrinkage,3/20/2025,84
INV_503647,6/18/2025 23:45,Shepperton_Plant,,High Energy Brown,1565,0,1270,2835,production,Expired Waste,6/23/2025,0
INV_505940,2/23/2025 16:24,Shepperton_Plant,,Wholegrain Brown,0,45,22669,22624,stock_adjustment,Manual Correction,2/28/2025,45
INV_504856,6/25/2025 21:07,Willowvale_Plant,,Soft White,0,951,31670,30719,dispatch,Damaged,6/30/2025,951
INV_512864,3/4/2025 16:31,Willowvale_Plant,,High Energy White,32,0,42887,42919,stock_adjustment,Production,3/9/2025,0
INV_513352,6/26/2025 11:45,,STORE_128,Whole Wheat,15,0,-11,4,return_from_store,Production,7/2/2025,0
INV_503248,1/25/2025 13:40,Shepperton_Plant,,Wholegrain Brown,36,0,14406,14442,stock_adjustment,Dispatch to Store,1/30/2025,0
INV_509264,7/11/2025 20:42,Willowvale_Plant,,Soft White,0,887,55870,54983,dispatch,Manual Correction,7/16/2025,887
INV_515386,6/6/2025 18:24,Willowvale_Plant,,Family Loaf,1804,0,38876,40680,production,Expired Waste,6/13/2025,0
INV_516098,7/28/2025 19:49,,STORE_159,Wholegrain Brown,0,57,65,8,store_sale,Shrinkage,8/2/2025,57
INV_510189,7/21/2025 17:38,,STORE_116,Wholegrain Brown,0,264,-541,-805,store_sale,Return from Store,7/26/2025,264
INV_512610,3/8/2025 18:42,Shepperton_Plant,,High Energy White,0,85,21178,21093,waste,Manual Correction,3/13/2025,85
INV_505422,2/13/2025 17:48,,STORE_036,High Energy White,113,0,-119,-6,return_from_store,Manual Correction,2/18/2025,0
INV_510840,7/29/2025 17:36,Willowvale_Plant,,Family Loaf,0,130,8941,8811,waste,Sale,8/5/2025,130
INV_501489,7/30/2025 6:31,,STORE_129,High Energy Brown,0,249,25,-224,store_sale,Expired Waste,8/4/2025,249
INV_504693,7/1/2025 11:16,Willowvale_Plant,,High Energy Brown,0,595,14573,13978,dispatch,Dispatch to Store,7/6/2025,595
INV_506987,1/21/2025 5:16,Shepperton_Plant,,Whole Wheat,0,729,33727,32998,dispatch,Sale,1/27/2025,729
INV_514193,1/17/2025 13:19,,STORE_119,Soft White,0,217,125,-92,store_sale,Dispatch to Store,1/22/2025,217
INV_503682,1/12/2025 4:30,Willowvale_Plant,,Family Loaf,0,1470,7769,6299,dispatch,Shrinkage,1/19/2025,1470
INV_505806,6/9/2025 12:25,Willowvale_Plant,,Seed Loaf,0,45,14478,14433,waste,Dispatch to Store,6/15/2025,45
INV_512947,5/5/2025 21:38,Willowvale_Plant,,High Energy White,0,659,44819,44160,dispatch,Expired Waste,5/10/2025,659
INV_513836,6/8/2025 11:39,Shepperton_Plant,,High Energy Brown,42,0,37501,37543,stock_adjustment,Return from Store,6/13/2025,0
INV_516469,6/25/2025 8:00,Willowvale_Plant,,Seed Loaf,19,0,46387,46406,stock_adjustment,Production,7/1/2025,0
INV_502959,7/4/2025 1:24,,STORE_113,High Energy White,0,279,0,-279,store_sale,Shrinkage,7/9/2025,279
INV_513734,4/10/2025 7:48,Shepperton_Plant,,Family Loaf,0,10,87350,87340,stock_adjustment,Dispatch to Store,4/17/2025,10
INV_514012,7/23/2025 8:21,Shepperton_Plant,,High Energy White,0,342,18250,17908,dispatch,Manual Correction,7/28/2025,342
INV_506913,2/17/2025 3:56,Willowvale_Plant,,Soft White,0,10,47899,47889,waste,Dispatch to Store,2/22/2025,10
INV_500468,5/13/2025 6:09,Willowvale_Plant,,Wholegrain Brown,0,1151,1324,173,dispatch,Return from Store,5/18/2025,1151
INV_500027,1/29/2025 2:33,Willowvale_Plant,,Whole Wheat,0,16,-1110,-1126,stock_adjustment,Dispatch to Store,2/4/2025,16
INV_514304,4/23/2025 22:10,Willowvale_Plant,,Family Loaf,0,45,28008,27963,stock_adjustment,Damaged,4/30/2025,45
INV_506601,2/11/2025 21:17,,STORE_025,Wholegrain Brown,0,150,-383,-533,store_sale,Expired Waste,2/16/2025,150
INV_511245,4/28/2025 8:46,Shepperton_Plant,,Whole Wheat,0,55,49852,49797,waste,Damaged,5/4/2025,55
INV_515126,6/18/2025 11:08,,STORE_193,Seed Loaf,119,0,74,193,return_from_store,Damaged,6/24/2025,0
INV_500805,6/11/2025 14:04,Willowvale_Plant,,High Energy White,0,23,5726,5703,waste,Production,6/16/2025,23
INV_514420,5/17/2025 18:49,Willowvale_Plant,,High Energy White,739,0,40589,41328,production,Production,5/22/2025,0
INV_516287,4/26/2025 7:11,Willowvale_Plant,,Soft White,0,32,71867,71835,waste,Sale,5/1/2025,32
INV_511227,5/25/2025 13:22,,STORE_049,Whole Wheat,82,0,-150,-68,return_from_store,Production,5/31/2025,0
INV_512545,1/15/2025 8:35,,STORE_007,Whole Wheat,103,0,-27,76,return_from_store,Dispatch to Store,1/21/2025,0
INV_509841,6/7/2025 13:10,,STORE_137,Family Loaf,86,0,154,240,return_from_store,Sale,6/14/2025,0
INV_509965,5/28/2025 12:28,Willowvale_Plant,,Seed Loaf,0,1058,14149,13091,dispatch,Shrinkage,6/3/2025,1058
INV_501143,4/25/2025 17:50,Willowvale_Plant,,High Energy Brown,0,111,6645,6534,waste,Expired Waste,4/30/2025,111
INV_517419,4/24/2025 1:01,Shepperton_Plant,,Seed Loaf,1293,0,37971,39264,production,Sale,4/30/2025,0
INV_502737,1/11/2025 12:34,,STORE_172,Seed Loaf,0,61,0,-61,store_sale,Manual Correction,1/17/2025,61
INV_510709,7/26/2025 16:11,Shepperton_Plant,,Wholegrain Brown,1964,0,36199,38163,production,Sale,7/31/2025,0
INV_505391,6/11/2025 7:53,Shepperton_Plant,,High Energy Brown,24,0,12885,12909,stock_adjustment,Dispatch to Store,6/16/2025,0
INV_512513,5/12/2025 21:48,,STORE_102,Family Loaf,0,158,-239,-397,store_sale,Return from Store,5/19/2025,158
INV_514892,1/14/2025 7:15,Willowvale_Plant,,Seed Loaf,1966,0,38694,40660,production,Shrinkage,1/20/2025,0
INV_513542,3/26/2025 4:27,Willowvale_Plant,,Whole Wheat,552,0,30618,31170,production,Shrinkage,4/1/2025,0
INV_503742,6/21/2025 4:23,Willowvale_Plant,,Whole Wheat,687,0,-11661,-10974,production,Shrinkage,6/27/2025,0
INV_500083,3/24/2025 12:35,Willowvale_Plant,,Seed Loaf,0,378,1508,1130,dispatch,Dispatch to Store,3/30/2025,378
INV_500925,5/3/2025 0:41,Shepperton_Plant,,Family Loaf,37,0,-4503,-4466,stock_adjustment,Dispatch to Store,5/10/2025,0
INV_512496,7/13/2025 17:43,Shepperton_Plant,,Seed Loaf,0,50,31077,31027,stock_adjustment,Production,7/19/2025,50
INV_509998,7/29/2025 7:46,Willowvale_Plant,,High Energy White,0,27,34724,34697,waste,Return from Store,8/3/2025,27
INV_513117,2/23/2025 4:17,Willowvale_Plant,,High Energy White,1489,0,41490,42979,production,Sale,2/28/2025,0
INV_516525,4/26/2025 10:37,Shepperton_Plant,,High Energy Brown,0,38,41862,41824,stock_adjustment,Dispatch to Store,5/1/2025,38
INV_507963,7/28/2025 5:57,Willowvale_Plant,,Whole Wheat,0,1494,-2699,-4193,dispatch,Expired Waste,8/3/2025,1494
INV_502536,4/6/2025 4:01,Shepperton_Plant,,High Energy Brown,5,0,6297,6302,stock_adjustment,Shrinkage,4/11/2025,0
INV_513214,4/6/2025 15:36,,STORE_057,Family Loaf,0,136,-339,-475,store_sale,Sale,4/13/2025,136
INV_506149,1/26/2025 8:57,Shepperton_Plant,,Seed Loaf,0,74,21599,21525,waste,Return from Store,2/1/2025,74
INV_506086,5/3/2025 4:14,,STORE_180,Family Loaf,78,0,-42,36,return_from_store,Production,5/10/2025,0
INV_513083,6/6/2025 0:08,,STORE_083,Whole Wheat,11,0,-7,4,return_from_store,Return from Store,6/12/2025,0
INV_513470,1/5/2025 13:15,Willowvale_Plant,,Family Loaf,0,116,28178,28062,waste,Shrinkage,1/12/2025,116
INV_502798,3/14/2025 1:43,,STORE_164,Seed Loaf,11,0,104,115,return_from_store,Expired Waste,3/20/2025,0
INV_509529,3/11/2025 11:52,,STORE_032,Family Loaf,0,108,-467,-575,store_sale,Return from Store,3/18/2025,108
INV_506057,1/9/2025 0:37,,STORE_121,High Energy Brown,0,144,-142,-286,store_sale,Dispatch to Store,1/14/2025,144
INV_515173,3/29/2025 9:22,,STORE_122,Wholegrain Brown,0,297,-394,-691,store_sale,Production,4/3/2025,297
INV_504871,1/2/2025 15:55,Shepperton_Plant,,High Energy White,1907,0,23491,25398,production,Production,1/7/2025,0
INV_513267,2/22/2025 7:10,Shepperton_Plant,,Seed Loaf,1693,0,33770,35463,production,Damaged,2/28/2025,0
INV_509525,5/21/2025 1:52,,STORE_068,Soft White,0,119,-264,-383,store_sale,Damaged,5/26/2025,119
INV_507932,7/29/2025 3:53,,STORE_028,Wholegrain Brown,0,226,-412,-638,store_sale,Return from Store,8/3/2025,226
INV_509620,6/25/2025 22:27,,STORE_007,Soft White,0,249,-156,-405,store_sale,Damaged,6/30/2025,249
INV_509618,2/12/2025 17:05,Willowvale_Plant,,Seed Loaf,14,0,11633,11647,stock_adjustment,Shrinkage,2/18/2025,0
INV_515626,7/11/2025 19:22,Shepperton_Plant,,Whole Wheat,608,0,65836,66444,production,Expired Waste,7/17/2025,0
INV_513820,7/20/2025 15:01,Willowvale_Plant,,Soft White,0,12,65262,65250,stock_adjustment,Expired Waste,7/25/2025,12
INV_514810,4/22/2025 0:34,Shepperton_Plant,,Wholegrain Brown,26,0,53073,53099,stock_adjustment,Shrinkage,4/27/2025,0
INV_514797,2/26/2025 2:30,Willowvale_Plant,,High Energy Brown,762,0,65606,66368,production,Sale,3/3/2025,0
INV_509565,5/17/2025 9:48,Willowvale_Plant,,Family Loaf,0,1351,8509,7158,dispatch,Return from Store,5/24/2025,1351
INV_509128,3/24/2025 6:25,Willowvale_Plant,,High Energy White,48,0,29753,29801,stock_adjustment,Dispatch to Store,3/29/2025,0
INV_511226,7/1/2025 5:09,Willowvale_Plant,,Family Loaf,1873,0,14573,16446,production,Sale,7/8/2025,0
INV_516672,3/10/2025 21:36,Shepperton_Plant,,Family Loaf,0,54,105388,105334,waste,Production,3/17/2025,54
INV_506301,4/29/2025 7:11,Shepperton_Plant,,High Energy Brown,0,1398,21106,19708,dispatch,Shrinkage,5/4/2025,1398
INV_513071,4/4/2025 19:06,,STORE_127,High Energy Brown,98,0,-568,-470,return_from_store,Return from Store,4/9/2025,0
INV_510483,6/6/2025 13:31,Willowvale_Plant,,Seed Loaf,0,164,13627,13463,waste,Production,6/12/2025,164
INV_510797,3/25/2025 5:14,,STORE_177,Family Loaf,87,0,-315,-228,return_from_store,Production,4/1/2025,0
INV_513546,7/19/2025 4:51,Shepperton_Plant,,Seed Loaf,1936,0,36185,38121,production,Manual Correction,7/25/2025,0
INV_510247,5/25/2025 7:21,Willowvale_Plant,,High Energy Brown,1798,0,52070,53868,production,Expired Waste,5/30/2025,0
INV_503980,7/29/2025 7:40,Willowvale_Plant,,Seed Loaf,0,40,4102,4062,stock_adjustment,Return from Store,8/4/2025,40
INV_505225,2/20/2025 23:38,Shepperton_Plant,,Seed Loaf,898,0,19265,20163,production,Shrinkage,2/26/2025,0
INV_511327,3/22/2025 19:40,Willowvale_Plant,,Whole Wheat,0,163,7929,7766,waste,Sale,3/28/2025,163
INV_505719,7/10/2025 1:04,,STORE_125,Soft White,117,0,-78,39,return_from_store,Return from Store,7/15/2025,0
INV_505115,6/1/2025 1:56,,STORE_167,Whole Wheat,0,219,-505,-724,store_sale,Expired Waste,6/7/2025,219
INV_506438,3/25/2025 21:38,Willowvale_Plant,,Seed Loaf,0,485,7463,6978,dispatch,Production,3/31/2025,485
INV_516629,7/30/2025 20:13,Shepperton_Plant,,Seed Loaf,1674,0,36746,38420,production,Shrinkage,8/5/2025,0
INV_515296,3/22/2025 12:31,Shepperton_Plant,,Soft White,10,0,24812,24822,stock_adjustment,Shrinkage,3/27/2025,0
INV_507634,2/8/2025 19:22,Shepperton_Plant,,Whole Wheat,0,845,34303,33458,dispatch,Manual Correction,2/14/2025,845
INV_517280,6/4/2025 20:53,,STORE_138,High Energy Brown,0,258,-36,-294,store_sale,Return from Store,6/9/2025,258
INV_511243,4/17/2025 17:04,Shepperton_Plant,,High Energy Brown,0,1364,47345,45981,dispatch,Production,4/22/2025,1364
INV_509854,1/7/2025 0:48,Shepperton_Plant,,Family Loaf,0,935,60877,59942,dispatch,Damaged,1/14/2025,935
INV_500875,4/24/2025 18:06,,STORE_169,Wholegrain Brown,85,0,0,85,return_from_store,Production,4/29/2025,0
INV_512286,3/31/2025 14:28,Willowvale_Plant,,Whole Wheat,0,725,7496,6771,dispatch,Shrinkage,4/6/2025,725
INV_512215,1/8/2025 18:29,Shepperton_Plant,,High Energy White,0,43,26584,26541,waste,Dispatch to Store,1/13/2025,43
INV_511721,5/18/2025 4:38,Willowvale_Plant,,High Energy White,921,0,34877,35798,production,Manual Correction,5/23/2025,0
INV_510760,1/5/2025 14:15,Shepperton_Plant,,High Energy White,0,6,21758,21752,stock_adjustment,Return from Store,1/10/2025,6
INV_503021,7/10/2025 6:35,Shepperton_Plant,,Soft White,24,0,6994,7018,stock_adjustment,Manual Correction,7/15/2025,0
INV_515789,7/26/2025 9:17,,STORE_006,Wholegrain Brown,0,172,-193,-365,store_sale,Manual Correction,7/31/2025,172
INV_501047,1/4/2025 17:41,Shepperton_Plant,,High Energy White,0,942,-4054,-4996,dispatch,Shrinkage,1/9/2025,942
INV_504664,4/19/2025 21:04,Willowvale_Plant,,Whole Wheat,1912,0,-10757,-8845,production,Damaged,4/25/2025,0
INV_510960,5/28/2025 6:20,Willowvale_Plant,,Family Loaf,18,0,15218,15236,stock_adjustment,Shrinkage,6/4/2025,0
INV_505749,4/19/2025 19:56,Shepperton_Plant,,Family Loaf,517,0,10926,11443,production,Return from Store,4/26/2025,0
INV_517542,2/20/2025 17:35,,STORE_109,Seed Loaf,98,0,-359,-261,return_from_store,Return from Store,2/26/2025,0
INV_517813,3/10/2025 19:09,Shepperton_Plant,,Seed Loaf,915,0,41627,42542,production,Shrinkage,3/16/2025,0
INV_500794,4/12/2025 11:25,Shepperton_Plant,,High Energy Brown,0,23,2464,2441,stock_adjustment,Damaged,4/17/2025,23
INV_503745,3/25/2025 0:44,,STORE_020,Family Loaf,88,0,-131,-43,return_from_store,Dispatch to Store,4/1/2025,0
INV_517526,5/18/2025 12:24,Shepperton_Plant,,Wholegrain Brown,13,0,40861,40874,stock_adjustment,Expired Waste,5/23/2025,0
INV_502802,4/29/2025 2:06,Shepperton_Plant,,High Energy Brown,50,0,7375,7425,stock_adjustment,Return from Store,5/4/2025,0
INV_508973,7/1/2025 4:58,,STORE_077,High Energy White,0,182,0,-182,store_sale,Sale,7/6/2025,182
INV_513616,4/9/2025 19:39,Willowvale_Plant,,Soft White,0,525,60561,60036,dispatch,Shrinkage,4/14/2025,525
INV_509610,4/24/2025 2:01,Willowvale_Plant,,Wholegrain Brown,0,699,58582,57883,dispatch,Dispatch to Store,4/29/2025,699
INV_514970,2/25/2025 10:20,Shepperton_Plant,,Whole Wheat,0,1382,66213,64831,dispatch,Production,3/3/2025,1382
INV_502194,3/10/2025 10:35,,STORE_139,High Energy Brown,0,77,-79,-156,store_sale,Dispatch to Store,3/15/2025,77
INV_505715,1/15/2025 21:10,Shepperton_Plant,,Whole Wheat,0,80,16232,16152,waste,Expired Waste,1/21/2025,80
INV_503042,5/15/2025 11:30,Shepperton_Plant,,High Energy Brown,1294,0,7727,9021,production,Production,5/20/2025,0
INV_508581,6/24/2025 18:21,Shepperton_Plant,,Wholegrain Brown,1563,0,30507,32070,production,Shrinkage,6/29/2025,0
INV_501043,5/8/2025 20:10,,STORE_084,High Energy White,0,222,0,-222,store_sale,Return from Store,5/13/2025,222
INV_506329,2/3/2025 0:28,Willowvale_Plant,,Soft White,888,0,40497,41385,production,Sale,2/8/2025,0
INV_514157,3/20/2025 17:13,Shepperton_Plant,,Soft White,0,739,26268,25529,dispatch,Manual Correction,3/25/2025,739
INV_506405,5/25/2025 15:44,Shepperton_Plant,,Soft White,0,762,29964,29202,dispatch,Production,5/30/2025,762
INV_512077,2/15/2025 22:12,Willowvale_Plant,,Family Loaf,0,1184,22389,21205,dispatch,Return from Store,2/22/2025,1184
INV_513764,1/1/2025 18:06,Shepperton_Plant,,Wholegrain Brown,0,157,53316,53159,waste,Return from Store,1/6/2025,157
INV_514813,1/25/2025 20:50,Willowvale_Plant,,Seed Loaf,978,0,36203,37181,production,Sale,1/31/2025,0
INV_501880,4/19/2025 5:59,Willowvale_Plant,,Soft White,0,34,6641,6607,stock_adjustment,Shrinkage,4/24/2025,34
INV_504691,3/20/2025 7:29,,STORE_079,High Energy White,41,0,-194,-153,return_from_store,Manual Correction,3/25/2025,0
INV_515443,5/12/2025 2:21,,STORE_156,High Energy Brown,0,259,-385,-644,store_sale,Return from Store,5/17/2025,259
INV_510707,2/24/2025 4:50,,STORE_154,High Energy Brown,0,289,-10,-299,store_sale,Production,3/1/2025,289
INV_501775,6/18/2025 17:32,Willowvale_Plant,,Soft White,0,752,8494,7742,dispatch,Expired Waste,6/23/2025,752
INV_514395,6/6/2025 3:52,Willowvale_Plant,,Soft White,1815,0,64022,65837,production,Manual Correction,6/11/2025,0
INV_514942,6/5/2025 20:14,Shepperton_Plant,,Wholegrain Brown,0,1231,52451,51220,dispatch,Expired Waste,6/10/2025,1231
INV_516584,2/25/2025 21:08,Willowvale_Plant,,High Energy White,19,0,55864,55883,stock_adjustment,Return from Store,3/2/2025,0
INV_509185,1/18/2025 16:32,Willowvale_Plant,,Soft White,0,152,54152,54000,waste,Production,1/23/2025,152
INV_512301,4/6/2025 21:11,Shepperton_Plant,,High Energy Brown,1100,0,49669,50769,production,Dispatch to Store,4/11/2025,0
INV_511527,7/12/2025 19:49,Willowvale_Plant,,Soft White,0,956,58453,57497,dispatch,Damaged,7/17/2025,956
INV_512422,6/6/2025 16:01,Shepperton_Plant,,Wholegrain Brown,0,1400,46683,45283,dispatch,Damaged,6/11/2025,1400
INV_510203,4/30/2025 2:32,Shepperton_Plant,,Whole Wheat,0,29,39658,39629,waste,Production,5/6/2025,29
INV_514946,4/14/2025 17:06,,STORE_081,Seed Loaf,19,0,-831,-812,return_from_store,Damaged,4/20/2025,0
INV_515031,4/14/2025 4:16,Willowvale_Plant,,High Energy White,1598,0,48332,49930,production,Sale,4/19/2025,0
INV_500199,4/27/2025 6:57,Willowvale_Plant,,Wholegrain Brown,0,92,-40,-132,waste,Expired Waste,5/2/2025,92
INV_513488,4/23/2025 2:40,Shepperton_Plant,,High Energy Brown,0,78,39883,39805,waste,Manual Correction,4/28/2025,78
INV_500554,4/17/2025 5:57,,STORE_020,Wholegrain Brown,0,142,0,-142,store_sale,Damaged,4/22/2025,142
INV_504949,6/11/2025 20:27,Shepperton_Plant,,Family Loaf,0,33,4201,4168,stock_adjustment,Return from Store,6/18/2025,33
INV_500345,3/28/2025 12:14,,STORE_039,High Energy Brown,0,190,0,-190,store_sale,Manual Correction,4/2/2025,190
INV_515426,5/9/2025 7:56,Shepperton_Plant,,Seed Loaf,0,43,40044,40001,stock_adjustment,Shrinkage,5/15/2025,43
INV_514117,3/24/2025 23:25,Willowvale_Plant,,High Energy Brown,798,0,65957,66755,production,Shrinkage,3/29/2025,0
INV_504176,7/16/2025 6:03,,STORE_034,High Energy White,0,280,-4,-284,store_sale,Manual Correction,7/21/2025,280
INV_502236,5/29/2025 13:04,,STORE_051,High Energy Brown,0,139,0,-139,store_sale,Manual Correction,6/3/2025,139
INV_504981,5/18/2025 2:19,Willowvale_Plant,,High Energy White,0,491,13950,13459,dispatch,Dispatch to Store,5/23/2025,491
INV_515868,6/17/2025 16:05,Willowvale_Plant,,High Energy White,0,151,54629,54478,waste,Production,6/22/2025,151
INV_502154,5/13/2025 9:00,,STORE_074,Whole Wheat,0,107,0,-107,store_sale,Manual Correction,5/19/2025,107
INV_514007,1/12/2025 23:20,Shepperton_Plant,,High Energy Brown,1376,0,41244,42620,production,Expired Waste,1/17/2025,0
INV_513789,5/13/2025 15:11,Willowvale_Plant,,Family Loaf,0,168,29288,29120,waste,Production,5/20/2025,168
INV_503692,3/2/2025 2:36,Shepperton_Plant,,Seed Loaf,0,25,8708,8683,stock_adjustment,Sale,3/8/2025,25
INV_505970,7/23/2025 3:00,,STORE_007,Wholegrain Brown,0,265,87,-178,store_sale,Damaged,7/28/2025,265
INV_500831,4/7/2025 15:47,Shepperton_Plant,,Whole Wheat,0,82,-2128,-2210,waste,Dispatch to Store,4/13/2025,82
INV_517387,3/20/2025 0:32,Shepperton_Plant,,Whole Wheat,0,93,66345,66252,waste,Manual Correction,3/26/2025,93
INV_512370,4/2/2025 2:16,Willowvale_Plant,,High Energy Brown,0,88,63837,63749,waste,Production,4/7/2025,88
INV_510376,4/27/2025 5:38,Willowvale_Plant,,High Energy Brown,1392,0,54830,56222,production,Sale,5/2/2025,0
INV_512311,2/17/2025 18:07,Willowvale_Plant,,Whole Wheat,0,40,6771,6731,stock_adjustment,Return from Store,2/23/2025,40
INV_514587,5/18/2025 10:20,Shepperton_Plant,,High Energy Brown,0,11,41656,41645,stock_adjustment,Expired Waste,5/23/2025,11
INV_502453,2/19/2025 23:50,Willowvale_Plant,,Family Loaf,0,179,7872,7693,waste,Sale,2/26/2025,179
INV_507278,7/12/2025 7:14,Shepperton_Plant,,High Energy White,0,138,20856,20718,waste,Sale,7/17/2025,138
INV_515734,1/6/2025 19:04,,STORE_194,Seed Loaf,102,0,-201,-99,return_from_store,Sale,1/12/2025,0
INV_500360,1/27/2025 11:43,,STORE_010,High Energy White,106,0,0,106,return_from_store,Expired Waste,2/1/2025,0
INV_504828,6/24/2025 1:31,Shepperton_Plant,,Whole Wheat,8,0,16353,16361,stock_adjustment,Dispatch to Store,6/30/2025,0
INV_516516,7/10/2025 6:00,Willowvale_Plant,,Family Loaf,0,1289,47176,45887,dispatch,Shrinkage,7/17/2025,1289
INV_507388,1/23/2025 8:30,Shepperton_Plant,,Wholegrain Brown,1633,0,34395,36028,production,Sale,1/28/2025,0
INV_512730,3/13/2025 10:17,Shepperton_Plant,,High Energy Brown,0,1221,47084,45863,dispatch,Dispatch to Store,3/18/2025,1221
INV_512262,1/9/2025 2:27,,STORE_195,Wholegrain Brown,0,284,-261,-545,store_sale,Shrinkage,1/14/2025,284
