dispatch_id,departure_time,expected_arrival,actual_arrival,plant_id,depot_id,vehicle_id,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf,total_quantity,dispatch_delay_minutes,hour,dayofweek
DSP_900035,2025-01-01 04:00:00,2025-01-01 06:30:00,2025-01-01 06:34:00,Shepperton_Plant,Chinhoyi,TRUCK_027,1544,400,432,331,2707,4.0,4,Wednesday
DSP_905917,2025-05-18 04:00:00,2025-05-18 05:50:00,2025-05-18 06:00:00,Shepperton_Plant,Murehwa,TRUCK_119,1364,324,329,337,2354,10.0,4,Sunday
DSP_900351,2025-01-08 05:00:00,2025-01-08 10:00:00,2025-01-08 10:03:00,Shepperton_Plant,Mutare,TRUCK_045,1566,351,489,437,2843,3.0,5,Wednesday
DSP_908627,2025-07-20 02:00:00,2025-07-20 03:50:00,2025-07-20 03:47:00,Shepperton_Plant,Murehwa,TRUCK_092,1499,382,397,478,2756,-3.0,2,Sunday
DSP_902099,2025-02-17 05:00:00,2025-02-17 06:00:00,2025-02-17 06:22:00,Shepperton_Plant,Harare,TRUCK_114,2009,551,493,616,3669,22.0,5,Monday
DSP_909126,2025-07-31 06:00:00,2025-07-31 08:20:00,2025-07-31 08:34:00,Shepperton_Plant,Bindura,TRUCK_104,1500,467,475,458,2900,14.0,6,Thursday
DSP_903224,2025-03-15 06:00:00,2025-03-15 07:50:00,2025-03-15 07:54:00,Shepperton_Plant,Murehwa,TRUCK_111,2015,661,498,528,3702,4.0,6,Saturday
DSP_901215,2025-01-29 04:00:00,2025-01-29 05:50:00,2025-01-29 06:17:00,Shepperton_Plant,Murehwa,TRUCK_122,1514,324,509,357,2704,27.0,4,Wednesday
DSP_900167,2025-01-04 04:00:00,2025-01-04 04:50:00,2025-01-04 04:47:00,Shepperton_Plant,Hatcliff,TRUCK_132,1719,337,442,540,3038,-3.0,4,Saturday
DSP_908262,2025-07-12 05:00:00,2025-07-12 07:30:00,2025-07-12 07:45:00,Shepperton_Plant,Chinhoyi,TRUCK_110,2088,495,615,708,3906,15.0,5,Saturday
DSP_903931,2025-04-02 03:00:00,2025-04-02 05:20:00,2025-04-02 05:24:00,Shepperton_Plant,Bindura,TRUCK_004,1786,332,512,405,3035,4.0,3,Wednesday
DSP_900516,2025-01-11 06:00:00,2025-01-11 07:50:00,2025-01-11 07:51:00,Shepperton_Plant,Murehwa,TRUCK_077,1434,311,380,312,2437,1.0,6,Saturday
DSP_901947,2025-02-13 03:00:00,2025-02-13 04:50:00,2025-02-13 05:02:00,Shepperton_Plant,Murehwa,TRUCK_124,1845,380,564,411,3200,12.0,3,Thursday
DSP_907951,2025-07-03 04:00:00,2025-07-03 05:50:00,2025-07-03 05:50:00,Shepperton_Plant,Murehwa,TRUCK_054,1474,376,356,479,2685,0.0,4,Thursday
DSP_901397,2025-02-01 06:00:00,2025-02-01 11:00:00,2025-02-01 11:25:00,Shepperton_Plant,Mutare,TRUCK_082,1211,344,496,481,2532,25.0,6,Saturday
DSP_908646,2025-07-20 02:00:00,2025-07-20 03:00:00,2025-07-20 03:06:00,Shepperton_Plant,Harare,TRUCK_085,1479,510,394,398,2781,6.0,2,Sunday
DSP_900804,2025-01-19 03:00:00,2025-01-19 04:50:00,2025-01-19 05:05:00,Shepperton_Plant,Murehwa,TRUCK_078,1891,426,685,536,3538,15.0,3,Sunday
DSP_908054,2025-07-06 05:00:00,2025-07-06 10:00:00,2025-07-06 10:12:00,Shepperton_Plant,Mutare,TRUCK_147,1101,326,239,297,1963,12.0,5,Sunday
DSP_900795,2025-01-18 02:00:00,2025-01-18 04:00:00,2025-01-18 04:12:00,Shepperton_Plant,Chegutu,TRUCK_008,1610,404,596,416,3026,12.0,2,Saturday
DSP_904723,2025-04-20 03:00:00,2025-04-20 08:00:00,2025-04-20 08:03:00,Shepperton_Plant,Mutare,TRUCK_072,1571,501,500,632,3204,3.0,3,Sunday
DSP_901461,2025-02-03 05:00:00,2025-02-03 06:50:00,2025-02-03 07:28:00,Shepperton_Plant,Murehwa,TRUCK_135,1070,278,198,284,1830,38.0,5,Monday
DSP_901674,2025-02-07 06:00:00,2025-02-07 08:30:00,2025-02-07 08:29:00,Shepperton_Plant,Chinhoyi,TRUCK_135,1532,524,585,737,3378,-1.0,6,Friday
DSP_907698,2025-06-28 04:00:00,2025-06-28 05:50:00,2025-06-28 05:53:00,Shepperton_Plant,Murehwa,TRUCK_066,1646,567,392,485,3090,3.0,4,Saturday
DSP_901230,2025-01-29 06:00:00,2025-01-29 08:00:00,2025-01-29 08:03:00,Shepperton_Plant,Chegutu,TRUCK_150,1568,683,469,693,3413,3.0,6,Wednesday
DSP_908089,2025-07-07 03:00:00,2025-07-07 08:00:00,2025-07-07 07:53:00,Shepperton_Plant,Mutare,TRUCK_135,2027,567,530,538,3662,-7.0,3,Monday
DSP_905799,2025-05-14 04:00:00,2025-05-14 05:00:00,2025-05-14 05:04:00,Shepperton_Plant,Harare,TRUCK_046,1889,431,532,638,3490,4.0,4,Wednesday
DSP_904460,2025-04-14 06:00:00,2025-04-14 08:20:00,2025-04-14 08:15:00,Shepperton_Plant,Bindura,TRUCK_125,1555,420,664,536,3175,-5.0,6,Monday
DSP_900536,2025-01-12 03:00:00,2025-01-12 03:50:00,2025-01-12 04:16:00,Shepperton_Plant,Hatcliff,TRUCK_088,1115,325,441,531,2412,26.0,3,Sunday
DSP_905401,2025-05-06 05:00:00,2025-05-06 07:00:00,2025-05-06 07:11:00,Shepperton_Plant,Chegutu,TRUCK_059,1465,290,418,372,2545,11.0,5,Tuesday
DSP_902250,2025-02-21 03:00:00,2025-02-21 05:30:00,2025-02-21 05:32:00,Shepperton_Plant,Chinhoyi,TRUCK_118,2165,465,460,665,3755,2.0,3,Friday
DSP_908451,2025-07-16 04:00:00,2025-07-16 09:00:00,2025-07-16 09:25:00,Shepperton_Plant,Mutare,TRUCK_022,1811,542,549,501,3403,25.0,4,Wednesday
DSP_900267,2025-01-06 06:00:00,2025-01-06 06:50:00,2025-01-06 07:27:00,Shepperton_Plant,Hatcliff,TRUCK_013,1700,812,506,721,3739,37.0,6,Monday
DSP_908604,2025-07-20 04:00:00,2025-07-20 06:30:00,2025-07-20 06:30:00,Shepperton_Plant,Chinhoyi,TRUCK_049,1384,288,328,386,2386,0.0,4,Sunday
DSP_908046,2025-07-06 03:00:00,2025-07-06 05:20:00,2025-07-06 06:02:00,Shepperton_Plant,Bindura,TRUCK_122,1949,822,638,759,4168,42.0,3,Sunday
DSP_902689,2025-03-02 04:00:00,2025-03-02 06:20:00,2025-03-02 06:39:00,Shepperton_Plant,Bindura,TRUCK_054,1061,201,333,250,1845,19.0,4,Sunday
DSP_907203,2025-06-16 05:00:00,2025-06-16 07:20:00,2025-06-16 07:21:00,Shepperton_Plant,Bindura,TRUCK_065,1057,258,321,262,1898,1.0,5,Monday
DSP_901384,2025-02-01 05:00:00,2025-02-01 07:00:00,2025-02-01 06:55:00,Shepperton_Plant,Chegutu,TRUCK_135,1521,485,633,424,3063,-5.0,5,Saturday
DSP_903257,2025-03-15 03:00:00,2025-03-15 04:50:00,2025-03-15 04:47:00,Shepperton_Plant,Murehwa,TRUCK_030,2147,391,456,679,3673,-3.0,3,Saturday
DSP_901236,2025-01-29 03:00:00,2025-01-29 05:20:00,2025-01-29 05:43:00,Shepperton_Plant,Bindura,TRUCK_072,1837,365,415,539,3156,23.0,3,Wednesday
DSP_908009,2025-07-05 05:00:00,2025-07-05 07:20:00,2025-07-05 07:27:00,Shepperton_Plant,Bindura,TRUCK_085,1990,477,398,580,3445,7.0,5,Saturday
DSP_904879,2025-04-24 04:00:00,2025-04-24 06:20:00,2025-04-24 06:22:00,Shepperton_Plant,Bindura,TRUCK_076,1195,224,300,336,2055,2.0,4,Thursday
DSP_903077,2025-03-12 02:00:00,2025-03-12 02:50:00,2025-03-12 02:54:00,Shepperton_Plant,Hatcliff,TRUCK_133,1215,333,321,245,2114,4.0,2,Wednesday
DSP_906786,2025-06-06 02:00:00,2025-06-06 02:50:00,2025-06-06 02:44:00,Shepperton_Plant,Hatcliff,TRUCK_047,1825,604,529,600,3558,-6.0,2,Friday
DSP_907076,2025-06-13 04:00:00,2025-06-13 06:20:00,2025-06-13 06:10:00,Shepperton_Plant,Bindura,TRUCK_036,1758,576,827,569,3730,-10.0,4,Friday
DSP_901580,2025-02-05 06:00:00,2025-02-05 08:20:00,2025-02-05 08:24:00,Shepperton_Plant,Bindura,TRUCK_002,2075,454,796,544,3869,4.0,6,Wednesday
DSP_906717,2025-06-04 04:00:00,2025-06-04 06:30:00,2025-06-04 06:25:00,Shepperton_Plant,Chinhoyi,TRUCK_130,1819,876,714,612,4021,-5.0,4,Wednesday
DSP_900650,2025-01-14 04:00:00,2025-01-14 05:50:00,2025-01-14 06:06:00,Shepperton_Plant,Murehwa,TRUCK_050,1163,504,433,347,2447,16.0,4,Tuesday
DSP_905010,2025-04-27 05:00:00,2025-04-27 05:50:00,2025-04-27 05:51:00,Shepperton_Plant,Hatcliff,TRUCK_093,1176,479,345,429,2429,1.0,5,Sunday
DSP_903644,2025-03-26 04:00:00,2025-03-26 05:50:00,2025-03-26 05:55:00,Shepperton_Plant,Murehwa,TRUCK_097,1934,605,689,536,3764,5.0,4,Wednesday
DSP_904184,2025-04-08 02:00:00,2025-04-08 03:50:00,2025-04-08 04:07:00,Shepperton_Plant,Murehwa,TRUCK_108,1153,299,334,354,2140,17.0,2,Tuesday
DSP_906727,2025-06-04 04:00:00,2025-06-04 05:50:00,2025-06-04 05:50:00,Shepperton_Plant,Murehwa,TRUCK_035,1258,438,482,336,2514,0.0,4,Wednesday
DSP_900421,2025-01-09 03:00:00,2025-01-09 05:20:00,2025-01-09 05:29:00,Shepperton_Plant,Bindura,TRUCK_020,1426,397,513,595,2931,9.0,3,Thursday
DSP_905094,2025-04-29 04:00:00,2025-04-29 06:00:00,2025-04-29 06:36:00,Shepperton_Plant,Chegutu,TRUCK_056,1103,419,414,475,2411,36.0,4,Tuesday
DSP_905512,2025-05-08 03:00:00,2025-05-08 03:50:00,2025-05-08 03:54:00,Shepperton_Plant,Hatcliff,TRUCK_037,1593,459,544,584,3180,4.0,3,Thursday
DSP_901466,2025-02-03 02:00:00,2025-02-03 03:00:00,2025-02-03 03:37:00,Shepperton_Plant,Harare,TRUCK_119,1509,483,513,696,3201,37.0,2,Monday
DSP_904392,2025-04-12 02:00:00,2025-04-12 04:30:00,2025-04-12 04:43:00,Shepperton_Plant,Chinhoyi,TRUCK_133,1338,401,440,605,2784,13.0,2,Saturday
DSP_904324,2025-04-11 02:00:00,2025-04-11 04:00:00,2025-04-11 04:03:00,Shepperton_Plant,Chegutu,TRUCK_007,1670,378,491,367,2906,3.0,2,Friday
DSP_908862,2025-07-25 02:00:00,2025-07-25 03:00:00,2025-07-25 03:35:00,Shepperton_Plant,Harare,TRUCK_074,1260,536,506,338,2640,35.0,2,Friday
DSP_902133,2025-02-18 04:00:00,2025-02-18 06:30:00,2025-02-18 06:21:00,Shepperton_Plant,Chinhoyi,TRUCK_137,2035,415,457,555,3462,-9.0,4,Tuesday
DSP_908571,2025-07-19 05:00:00,2025-07-19 07:00:00,2025-07-19 07:01:00,Shepperton_Plant,Chegutu,TRUCK_099,1951,699,730,575,3955,1.0,5,Saturday
DSP_901342,2025-01-31 02:00:00,2025-01-31 04:00:00,2025-01-31 04:14:00,Shepperton_Plant,Chegutu,TRUCK_015,1352,375,585,447,2759,14.0,2,Friday
DSP_902949,2025-03-08 04:00:00,2025-03-08 04:50:00,2025-03-08 05:14:00,Shepperton_Plant,Hatcliff,TRUCK_075,1825,511,592,456,3384,24.0,4,Saturday
DSP_905873,2025-05-17 02:00:00,2025-05-17 03:50:00,2025-05-17 03:48:00,Shepperton_Plant,Murehwa,TRUCK_016,961,230,391,285,1867,-2.0,2,Saturday
DSP_903163,2025-03-14 05:00:00,2025-03-14 07:30:00,2025-03-14 07:31:00,Shepperton_Plant,Chinhoyi,TRUCK_088,1163,319,424,460,2366,1.0,5,Friday
DSP_904001,2025-04-03 05:00:00,2025-04-03 10:00:00,2025-04-03 10:43:00,Shepperton_Plant,Mutare,TRUCK_031,1175,295,381,415,2266,43.0,5,Thursday
DSP_908221,2025-07-11 06:00:00,2025-07-11 11:00:00,2025-07-11 11:37:00,Shepperton_Plant,Mutare,TRUCK_138,1972,555,720,854,4101,37.0,6,Friday
DSP_902764,2025-03-04 06:00:00,2025-03-04 08:30:00,2025-03-04 09:00:00,Shepperton_Plant,Chinhoyi,TRUCK_136,1143,416,494,355,2408,30.0,6,Tuesday
DSP_908633,2025-07-20 02:00:00,2025-07-20 03:00:00,2025-07-20 03:23:00,Shepperton_Plant,Harare,TRUCK_040,1438,328,332,361,2459,23.0,2,Sunday
DSP_906664,2025-06-03 04:00:00,2025-06-03 05:50:00,2025-06-03 05:48:00,Shepperton_Plant,Murehwa,TRUCK_147,1500,324,408,466,2698,-2.0,4,Tuesday
DSP_908044,2025-07-06 02:00:00,2025-07-06 03:00:00,2025-07-06 03:24:00,Shepperton_Plant,Harare,TRUCK_110,1226,337,464,410,2437,24.0,2,Sunday
DSP_901408,2025-02-01 03:00:00,2025-02-01 05:00:00,2025-02-01 05:11:00,Shepperton_Plant,Chegutu,TRUCK_105,2012,496,541,801,3850,11.0,3,Saturday
DSP_901166,2025-01-28 06:00:00,2025-01-28 08:20:00,2025-01-28 08:16:00,Shepperton_Plant,Bindura,TRUCK_058,1313,330,411,321,2375,-4.0,6,Tuesday
DSP_902878,2025-03-06 02:00:00,2025-03-06 03:50:00,2025-03-06 03:41:00,Shepperton_Plant,Murehwa,TRUCK_049,1346,269,309,395,2319,-9.0,2,Thursday
DSP_907191,2025-06-16 04:00:00,2025-06-16 06:00:00,2025-06-16 05:55:00,Shepperton_Plant,Chegutu,TRUCK_055,1566,345,362,363,2636,-5.0,4,Monday
DSP_908494,2025-07-17 05:00:00,2025-07-17 05:50:00,2025-07-17 05:40:00,Shepperton_Plant,Hatcliff,TRUCK_012,1559,654,486,550,3249,-10.0,5,Thursday
DSP_904286,2025-04-10 05:00:00,2025-04-10 10:00:00,2025-04-10 10:04:00,Shepperton_Plant,Mutare,TRUCK_104,1674,561,416,529,3180,4.0,5,Thursday
DSP_907168,2025-06-15 03:00:00,2025-06-15 05:00:00,2025-06-15 04:50:00,Shepperton_Plant,Chegutu,TRUCK_058,1823,496,307,447,3073,-10.0,3,Sunday
DSP_902478,2025-02-26 02:00:00,2025-02-26 02:50:00,2025-02-26 02:43:00,Shepperton_Plant,Hatcliff,TRUCK_124,1491,457,602,649,3199,-7.0,2,Wednesday
DSP_905337,2025-05-04 03:00:00,2025-05-04 05:20:00,2025-05-04 05:20:00,Shepperton_Plant,Bindura,TRUCK_148,1950,585,747,650,3932,0.0,3,Sunday
DSP_908767,2025-07-23 03:00:00,2025-07-23 05:30:00,2025-07-23 05:56:00,Shepperton_Plant,Chinhoyi,TRUCK_075,1085,458,389,343,2275,26.0,3,Wednesday
DSP_903120,2025-03-13 06:00:00,2025-03-13 08:20:00,2025-03-13 08:35:00,Shepperton_Plant,Bindura,TRUCK_017,1908,494,457,506,3365,15.0,6,Thursday
DSP_902111,2025-02-17 06:00:00,2025-02-17 06:50:00,2025-02-17 07:29:00,Shepperton_Plant,Hatcliff,TRUCK_036,1736,465,438,296,2935,39.0,6,Monday
DSP_906584,2025-06-01 03:00:00,2025-06-01 04:00:00,2025-06-01 04:00:00,Shepperton_Plant,Harare,TRUCK_150,1310,345,371,348,2374,0.0,3,Sunday
DSP_909142,2025-07-31 05:00:00,2025-07-31 06:50:00,2025-07-31 07:34:00,Shepperton_Plant,Murehwa,TRUCK_016,1805,617,527,427,3376,44.0,5,Thursday
DSP_903618,2025-03-25 06:00:00,2025-03-25 08:30:00,2025-03-25 08:27:00,Shepperton_Plant,Chinhoyi,TRUCK_044,1710,557,416,476,3159,-3.0,6,Tuesday
DSP_901873,2025-02-12 04:00:00,2025-02-12 06:00:00,2025-02-12 06:03:00,Shepperton_Plant,Chegutu,TRUCK_124,2136,516,653,440,3745,3.0,4,Wednesday
DSP_907313,2025-06-18 06:00:00,2025-06-18 06:50:00,2025-06-18 06:54:00,Shepperton_Plant,Hatcliff,TRUCK_140,1080,283,251,192,1806,4.0,6,Wednesday
DSP_903394,2025-03-19 04:00:00,2025-03-19 06:00:00,2025-03-19 06:00:00,Shepperton_Plant,Chegutu,TRUCK_049,1557,341,413,362,2673,0.0,4,Wednesday
DSP_908913,2025-07-26 02:00:00,2025-07-26 03:50:00,2025-07-26 03:42:00,Shepperton_Plant,Murehwa,TRUCK_089,1108,276,237,285,1906,-8.0,2,Saturday
DSP_901151,2025-01-27 02:00:00,2025-01-27 07:00:00,2025-01-27 07:11:00,Shepperton_Plant,Mutare,TRUCK_131,1378,463,424,425,2690,11.0,2,Monday
DSP_904470,2025-04-14 06:00:00,2025-04-14 08:20:00,2025-04-14 08:21:00,Shepperton_Plant,Bindura,TRUCK_005,1587,645,546,746,3524,1.0,6,Monday
DSP_901805,2025-02-10 06:00:00,2025-02-10 07:00:00,2025-02-10 06:56:00,Shepperton_Plant,Harare,TRUCK_006,1705,447,352,397,2901,-4.0,6,Monday
DSP_901770,2025-02-09 02:00:00,2025-02-09 04:00:00,2025-02-09 03:57:00,Shepperton_Plant,Chegutu,TRUCK_147,2484,628,528,503,4143,-3.0,2,Sunday
DSP_908735,2025-07-22 02:00:00,2025-07-22 04:00:00,2025-07-22 04:26:00,Shepperton_Plant,Chegutu,TRUCK_101,885,263,395,367,1910,26.0,2,Tuesday
DSP_907338,2025-06-19 05:00:00,2025-06-19 07:00:00,2025-06-19 07:08:00,Shepperton_Plant,Chegutu,TRUCK_030,1130,343,360,336,2169,8.0,5,Thursday
DSP_907742,2025-06-29 05:00:00,2025-06-29 07:00:00,2025-06-29 07:21:00,Shepperton_Plant,Chegutu,TRUCK_025,1576,640,506,578,3300,21.0,5,Sunday
DSP_906508,2025-05-31 02:00:00,2025-05-31 02:50:00,2025-05-31 03:09:00,Shepperton_Plant,Hatcliff,TRUCK_024,1006,269,441,359,2075,19.0,2,Saturday
DSP_902675,2025-03-02 04:00:00,2025-03-02 06:30:00,2025-03-02 06:31:00,Shepperton_Plant,Chinhoyi,TRUCK_115,1390,365,294,394,2443,1.0,4,Sunday
DSP_900843,2025-01-19 04:00:00,2025-01-19 09:00:00,2025-01-19 09:06:00,Shepperton_Plant,Mutare,TRUCK_139,1106,242,283,235,1866,6.0,4,Sunday
DSP_905375,2025-05-05 04:00:00,2025-05-05 04:50:00,2025-05-05 04:59:00,Shepperton_Plant,Hatcliff,TRUCK_090,1619,484,517,770,3390,9.0,4,Monday
DSP_907578,2025-06-25 06:00:00,2025-06-25 08:00:00,2025-06-25 08:34:00,Shepperton_Plant,Chegutu,TRUCK_037,1018,277,267,356,1918,34.0,6,Wednesday
DSP_907252,2025-06-17 02:00:00,2025-06-17 04:20:00,2025-06-17 04:25:00,Shepperton_Plant,Bindura,TRUCK_078,1438,388,477,346,2649,5.0,2,Tuesday
DSP_902481,2025-02-26 06:00:00,2025-02-26 07:00:00,2025-02-26 07:42:00,Shepperton_Plant,Harare,TRUCK_011,2263,461,746,603,4073,42.0,6,Wednesday
DSP_908977,2025-07-27 06:00:00,2025-07-27 08:30:00,2025-07-27 08:34:00,Shepperton_Plant,Chinhoyi,TRUCK_054,1496,708,553,530,3287,4.0,6,Sunday
DSP_902158,2025-02-18 05:00:00,2025-02-18 07:20:00,2025-02-18 07:26:00,Shepperton_Plant,Bindura,TRUCK_058,1934,511,608,450,3503,6.0,5,Tuesday
DSP_905102,2025-04-29 04:00:00,2025-04-29 06:20:00,2025-04-29 06:29:00,Shepperton_Plant,Bindura,TRUCK_031,1991,465,770,586,3812,9.0,4,Tuesday
DSP_901375,2025-02-01 04:00:00,2025-02-01 09:00:00,2025-02-01 09:39:00,Shepperton_Plant,Mutare,TRUCK_096,1154,419,468,348,2389,39.0,4,Saturday
DSP_905307,2025-05-03 05:00:00,2025-05-03 06:00:00,2025-05-03 06:16:00,Shepperton_Plant,Harare,TRUCK_122,1634,340,347,463,2784,16.0,5,Saturday
DSP_901495,2025-02-04 03:00:00,2025-02-04 08:00:00,2025-02-04 08:04:00,Shepperton_Plant,Mutare,TRUCK_035,1898,697,579,707,3881,4.0,3,Tuesday
DSP_906289,2025-05-26 05:00:00,2025-05-26 05:50:00,2025-05-26 06:06:00,Shepperton_Plant,Hatcliff,TRUCK_145,1850,535,718,557,3660,16.0,5,Monday
DSP_901933,2025-02-13 06:00:00,2025-02-13 06:50:00,2025-02-13 06:56:00,Shepperton_Plant,Hatcliff,TRUCK_001,1420,300,318,347,2385,6.0,6,Thursday
DSP_906297,2025-05-26 06:00:00,2025-05-26 08:00:00,2025-05-26 08:11:00,Shepperton_Plant,Chegutu,TRUCK_111,1112,207,316,247,1882,11.0,6,Monday
DSP_906567,2025-06-01 04:00:00,2025-06-01 05:00:00,2025-06-01 05:18:00,Shepperton_Plant,Harare,TRUCK_060,1199,314,280,225,2018,18.0,4,Sunday
DSP_905932,2025-05-18 06:00:00,2025-05-18 08:20:00,2025-05-18 08:35:00,Shepperton_Plant,Bindura,TRUCK_060,1967,746,687,594,3994,15.0,6,Sunday
DSP_901182,2025-01-28 03:00:00,2025-01-28 03:50:00,2025-01-28 04:07:00,Shepperton_Plant,Hatcliff,TRUCK_083,1209,340,363,388,2300,17.0,3,Tuesday
DSP_900545,2025-01-12 05:00:00,2025-01-12 07:20:00,2025-01-12 07:26:00,Shepperton_Plant,Bindura,TRUCK_008,878,285,382,271,1816,6.0,5,Sunday
DSP_906632,2025-06-02 05:00:00,2025-06-02 07:30:00,2025-06-02 07:28:00,Shepperton_Plant,Chinhoyi,TRUCK_018,2109,418,674,450,3651,-2.0,5,Monday
DSP_905227,2025-05-01 05:00:00,2025-05-01 06:50:00,2025-05-01 06:50:00,Shepperton_Plant,Murehwa,TRUCK_027,1734,565,491,657,3447,0.0,5,Thursday
DSP_907391,2025-06-20 05:00:00,2025-06-20 06:50:00,2025-06-20 06:48:00,Shepperton_Plant,Murehwa,TRUCK_013,1026,246,241,362,1875,-2.0,5,Friday
DSP_901339,2025-01-31 04:00:00,2025-01-31 06:00:00,2025-01-31 06:27:00,Shepperton_Plant,Chegutu,TRUCK_034,2052,459,744,609,3864,27.0,4,Friday
DSP_901780,2025-02-09 06:00:00,2025-02-09 08:20:00,2025-02-09 09:02:00,Shepperton_Plant,Bindura,TRUCK_015,1910,677,600,496,3683,42.0,6,Sunday
DSP_901743,2025-02-09 05:00:00,2025-02-09 07:20:00,2025-02-09 07:10:00,Shepperton_Plant,Bindura,TRUCK_103,1319,334,375,279,2307,-10.0,5,Sunday
DSP_905952,2025-05-19 06:00:00,2025-05-19 07:00:00,2025-05-19 06:55:00,Shepperton_Plant,Harare,TRUCK_106,1573,495,500,670,3238,-5.0,6,Monday
DSP_900012,2025-01-01 04:00:00,2025-01-01 09:00:00,2025-01-01 09:36:00,Shepperton_Plant,Mutare,TRUCK_147,1724,639,695,746,3804,36.0,4,Wednesday
DSP_905957,2025-05-19 05:00:00,2025-05-19 07:30:00,2025-05-19 07:35:00,Shepperton_Plant,Chinhoyi,TRUCK_118,1130,349,245,281,2005,5.0,5,Monday
DSP_907138,2025-06-14 06:00:00,2025-06-14 07:50:00,2025-06-14 08:14:00,Shepperton_Plant,Murehwa,TRUCK_061,1145,371,454,538,2508,24.0,6,Saturday
DSP_900149,2025-01-03 06:00:00,2025-01-03 08:00:00,2025-01-03 07:50:00,Shepperton_Plant,Chegutu,TRUCK_062,1009,312,343,320,1984,-10.0,6,Friday
DSP_903754,2025-03-28 03:00:00,2025-03-28 03:50:00,2025-03-28 04:01:00,Shepperton_Plant,Hatcliff,TRUCK_125,1222,456,406,408,2492,11.0,3,Friday
DSP_905385,2025-05-05 03:00:00,2025-05-05 04:00:00,2025-05-05 03:54:00,Shepperton_Plant,Harare,TRUCK_020,2029,565,439,540,3573,-6.0,3,Monday
DSP_908917,2025-07-26 05:00:00,2025-07-26 07:00:00,2025-07-26 07:29:00,Shepperton_Plant,Chegutu,TRUCK_019,1728,472,486,623,3309,29.0,5,Saturday
DSP_906607,2025-06-02 04:00:00,2025-06-02 09:00:00,2025-06-02 09:13:00,Shepperton_Plant,Mutare,TRUCK_130,2298,449,501,726,3974,13.0,4,Monday
DSP_902838,2025-03-05 02:00:00,2025-03-05 02:50:00,2025-03-05 03:01:00,Shepperton_Plant,Hatcliff,TRUCK_124,1690,417,434,642,3183,11.0,2,Wednesday
DSP_907116,2025-06-14 03:00:00,2025-06-14 08:00:00,2025-06-14 08:11:00,Shepperton_Plant,Mutare,TRUCK_131,2267,422,563,615,3867,11.0,3,Saturday
DSP_905810,2025-05-15 05:00:00,2025-05-15 06:00:00,2025-05-15 06:11:00,Shepperton_Plant,Harare,TRUCK_020,2109,467,669,553,3798,11.0,5,Thursday
DSP_902663,2025-03-02 06:00:00,2025-03-02 06:50:00,2025-03-02 06:43:00,Shepperton_Plant,Hatcliff,TRUCK_141,1977,441,724,498,3640,-7.0,6,Sunday
DSP_906164,2025-05-23 06:00:00,2025-05-23 08:20:00,2025-05-23 08:26:00,Shepperton_Plant,Bindura,TRUCK_089,1893,535,624,849,3901,6.0,6,Friday
DSP_900649,2025-01-14 06:00:00,2025-01-14 07:00:00,2025-01-14 07:05:00,Shepperton_Plant,Harare,TRUCK_075,1145,392,458,318,2313,5.0,6,Tuesday
DSP_907852,2025-07-01 06:00:00,2025-07-01 07:50:00,2025-07-01 08:07:00,Shepperton_Plant,Murehwa,TRUCK_149,1182,311,299,327,2119,17.0,6,Tuesday
DSP_907489,2025-06-23 03:00:00,2025-06-23 05:20:00,2025-06-23 05:56:00,Shepperton_Plant,Bindura,TRUCK_030,1863,687,497,658,3705,36.0,3,Monday
DSP_908954,2025-07-27 06:00:00,2025-07-27 08:30:00,2025-07-27 08:31:00,Shepperton_Plant,Chinhoyi,TRUCK_138,1611,534,519,531,3195,1.0,6,Sunday
DSP_906067,2025-05-21 05:00:00,2025-05-21 05:50:00,2025-05-21 06:24:00,Shepperton_Plant,Hatcliff,TRUCK_047,1708,423,688,502,3321,34.0,5,Wednesday
DSP_906102,2025-05-22 05:00:00,2025-05-22 05:50:00,2025-05-22 05:50:00,Shepperton_Plant,Hatcliff,TRUCK_072,1649,711,581,660,3601,0.0,5,Thursday
DSP_904359,2025-04-12 03:00:00,2025-04-12 05:30:00,2025-04-12 05:33:00,Shepperton_Plant,Chinhoyi,TRUCK_130,1668,450,298,432,2848,3.0,3,Saturday
DSP_904703,2025-04-20 04:00:00,2025-04-20 04:50:00,2025-04-20 04:58:00,Shepperton_Plant,Hatcliff,TRUCK_121,1580,389,279,403,2651,8.0,4,Sunday
DSP_908838,2025-07-24 04:00:00,2025-07-24 05:00:00,2025-07-24 05:02:00,Shepperton_Plant,Harare,TRUCK_041,1252,306,477,360,2395,2.0,4,Thursday
DSP_906039,2025-05-21 03:00:00,2025-05-21 05:30:00,2025-05-21 06:07:00,Shepperton_Plant,Chinhoyi,TRUCK_041,2148,478,633,727,3986,37.0,3,Wednesday
DSP_900511,2025-01-11 03:00:00,2025-01-11 04:00:00,2025-01-11 04:05:00,Shepperton_Plant,Harare,TRUCK_110,1566,376,386,526,2854,5.0,3,Saturday
DSP_906503,2025-05-30 03:00:00,2025-05-30 04:50:00,2025-05-30 04:50:00,Shepperton_Plant,Murehwa,TRUCK_006,1481,497,348,470,2796,0.0,3,Friday
DSP_902858,2025-03-06 06:00:00,2025-03-06 06:50:00,2025-03-06 06:55:00,Shepperton_Plant,Hatcliff,TRUCK_125,1632,549,684,699,3564,5.0,6,Thursday
