record_id,timestamp,plant_id,depot_id,route_id,store_id,sku,balance_before,balance_after,quantity_moved,movement_type,reason_code,expiry_date
INV_2001167,2025-02-03 21:00:00,Shepperton_Plant,Chegutu,,STORE_039,Whole grain loaf,2624,2555,-69,waste,Expired Waste,2025-06-09
INV_2001168,2025-01-23 08:00:00,Shepperton_Plant,Harare,,STORE_054,Whole grain loaf,3058,3035,-23,sale,Sale,2025-04-05
INV_2001169,2025-05-12 22:00:00,Shepperton_Plant,Bindura,,STORE_088,High Energy Brown,896,864,-32,sale,Sale,2025-03-04
INV_2001170,2025-03-20 13:00:00,Shepperton_Plant,Mutare,RT_CHI_02,STORE_181,High Energy Brown,2711,1443,-1268,dispatch,Dispatch to store,2025-06-16
INV_2001171,2025-05-15 00:00:00,Shepperton_Plant,Chegutu,,STORE_200,High Energy Brown,867,3358,2491,production,Baked Output,2025-04-26
INV_2001172,2025-01-18 10:00:00,Shepperton_Plant,Mutare,RT_CHE_01,STORE_003,Whole grain loaf,1048,-81,-1129,dispatch,Dispatch to store,2025-06-12
INV_2001173,2025-05-03 18:00:00,Shepperton_Plant,Chegutu,,STORE_054,High Energy Brown,2969,2928,-41,sale,Sale,2025-07-23
INV_2001174,2025-02-26 05:00:00,Shepperton_Plant,Hatcliff,RT_HAR_01,STORE_053,Low GI Seed loaf,2279,1217,-1062,dispatch,Dispatch to store,2025-02-27
INV_2001175,2025-05-04 22:00:00,Shepperton_Plant,Harare,,STORE_136,Soft white,3895,3851,-44,sale,Sale,2025-01-14
INV_2001176,2025-07-20 11:00:00,Shepperton_Plant,Harare,,STORE_176,Low GI Seed loaf,2909,2872,-37,sale,Sale,2025-04-18
INV_2001177,2025-01-12 15:00:00,Shepperton_Plant,Mutare,,STORE_118,Whole grain loaf,2365,2320,-45,sale,Sale,2025-03-21
INV_2001178,2025-06-20 09:00:00,Shepperton_Plant,Chegutu,,STORE_125,Whole grain loaf,3511,3487,-24,sale,Sale,2025-04-08
INV_2001179,2025-02-14 16:00:00,Shepperton_Plant,Chinhoyi,,STORE_044,High Energy Brown,1367,1326,-41,sale,Sale,2025-03-09
INV_2001180,2025-04-19 19:00:00,Shepperton_Plant,Bindura,,STORE_097,Low GI Seed loaf,3878,5461,1583,production,Baked Output,2025-06-26
INV_2001181,2025-07-17 23:00:00,Shepperton_Plant,Bindura,,STORE_176,High Energy Brown,898,869,-29,sale,Sale,2025-07-11
INV_2001182,2025-03-02 01:00:00,Shepperton_Plant,Chinhoyi,,STORE_013,High Energy Brown,3871,3834,-37,sale,Sale,2025-06-21
INV_2001183,2025-04-15 06:00:00,Shepperton_Plant,Hatcliff,,STORE_007,Low GI Seed loaf,2226,2171,-55,sale,Sale,2025-02-25
INV_2001184,2025-07-21 23:00:00,Shepperton_Plant,Bindura,,STORE_064,Low GI Seed loaf,1915,4740,2825,production,Baked Output,2025-02-26
INV_2001185,2025-01-02 20:00:00,Shepperton_Plant,Chegutu,,STORE_050,Soft white,872,837,-35,sale,Sale,2025-04-24
INV_2001186,2025-05-24 09:00:00,Shepperton_Plant,Hatcliff,RT_HAR_02,STORE_101,High Energy Brown,2235,467,-1768,dispatch,Dispatch to store,2025-02-21
INV_2001187,2025-05-08 13:00:00,Shepperton_Plant,Bindura,RT_CHI_01,STORE_104,Soft white,815,-252,-1067,dispatch,Dispatch to store,2025-02-17
INV_2001188,2025-04-18 17:00:00,Shepperton_Plant,Harare,,STORE_147,High Energy Brown,2494,4547,2053,production,Baked Output,2025-04-12
INV_2001189,2025-06-21 17:00:00,Shepperton_Plant,Harare,RT_HAR_01,STORE_114,Soft white,3831,3033,-798,dispatch,Dispatch to store,2025-06-23
INV_2001190,2025-06-23 07:00:00,Shepperton_Plant,Chinhoyi,,STORE_092,Soft white,3624,3601,-23,sale,Sale,2025-02-27
INV_2001191,2025-01-01 09:00:00,Shepperton_Plant,Mutare,,STORE_138,Soft white,2307,2118,-189,waste,Expired Waste,2025-02-25
INV_2001192,2025-02-27 07:00:00,Shepperton_Plant,Murehwa,,STORE_052,Whole grain loaf,3901,3842,-59,sale,Sale,2025-02-23
INV_2001193,2025-07-22 20:00:00,Shepperton_Plant,Chegutu,,STORE_089,High Energy Brown,2650,2599,-51,sale,Sale,2025-03-20
INV_2001194,2025-06-03 15:00:00,Shepperton_Plant,Murehwa,,STORE_091,High Energy Brown,3370,3208,-162,waste,Expired Waste,2025-07-26
INV_2001195,2025-05-25 07:00:00,Shepperton_Plant,Harare,,STORE_169,Whole grain loaf,2863,2850,-13,sale,Sale,2025-01-12
INV_2001196,2025-03-01 17:00:00,Shepperton_Plant,Harare,,STORE_090,Soft white,1586,1682,96,stock_adjustment,Manual Correction,2025-03-27
INV_2001197,2025-03-25 02:00:00,Shepperton_Plant,Mutare,RT_MUT_02,STORE_117,High Energy Brown,1866,991,-875,dispatch,Dispatch to depot,2025-01-19
INV_2001198,2025-01-14 08:00:00,Shepperton_Plant,Mutare,,STORE_030,High Energy Brown,3278,3173,-105,waste,Damaged,2025-01-29
INV_2001199,2025-05-06 21:00:00,Shepperton_Plant,Murehwa,,STORE_121,High Energy Brown,1772,1752,-20,sale,Sale,2025-03-28
INV_2001200,2025-01-08 05:00:00,Shepperton_Plant,Chinhoyi,RT_MUT_01,STORE_151,High Energy Brown,3711,3824,113,return_from_store,Return from store,2025-07-03
INV_2001201,2025-07-28 23:00:00,Shepperton_Plant,Hatcliff,,STORE_031,Whole grain loaf,3366,3315,-51,sale,Sale,2025-07-21
INV_2001202,2025-02-26 14:00:00,Shepperton_Plant,Harare,,STORE_182,Whole grain loaf,1316,2717,1401,production,Baked Output,2025-03-13
INV_2001203,2025-05-19 14:00:00,Shepperton_Plant,Chinhoyi,RT_BIN_01,STORE_048,High Energy Brown,1909,1549,-360,dispatch,Dispatch to store,2025-02-24
INV_2001204,2025-01-23 13:00:00,Shepperton_Plant,Chinhoyi,,STORE_042,Soft white,2932,5585,2653,production,Baked Output,2025-05-18
INV_2001205,2025-04-28 06:00:00,Shepperton_Plant,Mutare,RT_MUT_01,STORE_162,Whole grain loaf,1497,608,-889,dispatch,Dispatch to store,2025-03-05
INV_2001206,2025-07-27 09:00:00,Shepperton_Plant,Bindura,,STORE_178,Low GI Seed loaf,3323,3270,-53,sale,Sale,2025-05-15
INV_2001207,2025-04-10 16:00:00,Shepperton_Plant,Murehwa,,STORE_024,High Energy Brown,3592,3543,-49,sale,Sale,2025-06-08
INV_2001208,2025-07-10 13:00:00,Shepperton_Plant,Murehwa,,STORE_075,Soft white,3244,3226,-18,sale,Sale,2025-07-12
INV_2001209,2025-06-06 01:00:00,Shepperton_Plant,Bindura,,STORE_129,Whole grain loaf,1712,1653,-59,sale,Sale,2025-02-15
INV_2001210,2025-04-05 20:00:00,Shepperton_Plant,Chegutu,,STORE_060,High Energy Brown,1868,1817,-51,sale,Sale,2025-05-22
INV_2001211,2025-03-05 18:00:00,Shepperton_Plant,Chegutu,,STORE_086,Soft white,1364,3674,2310,production,Baked Output,2025-06-24
INV_2001212,2025-04-17 15:00:00,Shepperton_Plant,Bindura,,STORE_175,Low GI Seed loaf,833,819,-14,sale,Sale,2025-02-12
INV_2001213,2025-04-11 18:00:00,Shepperton_Plant,Chinhoyi,,STORE_003,Soft white,3482,3456,-26,sale,Sale,2025-02-07
INV_2001214,2025-06-25 03:00:00,Shepperton_Plant,Murehwa,RT_HAR_01,STORE_006,Whole grain loaf,1271,-448,-1719,dispatch,Dispatch to depot,2025-01-21
INV_2001215,2025-02-25 19:00:00,Shepperton_Plant,Murehwa,,STORE_053,Low GI Seed loaf,1119,2851,1732,production,Baked Output,2025-07-27
INV_2001216,2025-04-18 05:00:00,Shepperton_Plant,Mutare,RT_CHE_02,STORE_033,Low GI Seed loaf,1932,1499,-433,dispatch,Dispatch to depot,2025-03-02
INV_2001217,2025-01-15 20:00:00,Shepperton_Plant,Hatcliff,,STORE_180,High Energy Brown,-345,-368,-23,sale,Sale,2025-02-08
INV_2001218,2025-01-16 03:00:00,Shepperton_Plant,Mutare,,STORE_010,High Energy Brown,3626,5298,1672,production,Baked Output,2025-08-01
INV_2001219,2025-06-27 18:00:00,Shepperton_Plant,Chegutu,,STORE_062,Whole grain loaf,2086,2060,-26,sale,Sale,2025-03-29
INV_2001220,2025-01-16 10:00:00,Shepperton_Plant,Mutare,,STORE_005,Whole grain loaf,3722,3673,-49,sale,Sale,2025-04-12
INV_2001221,2025-04-07 09:00:00,Shepperton_Plant,Murehwa,RT_CHI_01,STORE_007,Whole grain loaf,195,-192,-387,dispatch,Dispatch to depot,2025-04-15
INV_2001222,2025-06-15 17:00:00,Shepperton_Plant,Bindura,,STORE_084,Soft white,1713,1705,-8,sale,Sale,2025-07-12
INV_2001223,2025-01-24 13:00:00,Shepperton_Plant,Harare,,STORE_164,High Energy Brown,2684,3669,985,production,Baked Output,2025-05-18
INV_2001224,2025-01-06 20:00:00,Shepperton_Plant,Hatcliff,RT_CHE_01,STORE_036,Low GI Seed loaf,2570,2679,109,return_from_store,Return from store,2025-03-26
INV_2001225,2025-01-10 00:00:00,Shepperton_Plant,Murehwa,,STORE_119,Soft white,3252,3239,-13,sale,Sale,2025-05-17
INV_2001226,2025-06-15 16:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_02,STORE_026,Low GI Seed loaf,3781,2928,-853,dispatch,Dispatch to depot,2025-02-13
INV_2001227,2025-05-04 13:00:00,Shepperton_Plant,Harare,,STORE_077,High Energy Brown,2683,2656,-27,sale,Sale,2025-07-17
INV_2001228,2025-04-12 03:00:00,Shepperton_Plant,Murehwa,,STORE_114,Soft white,2571,2518,-53,sale,Sale,2025-03-31
INV_2001229,2025-01-18 15:00:00,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_098,Whole grain loaf,1141,508,-633,dispatch,Dispatch to depot,2025-07-26
INV_2001230,2025-06-17 16:00:00,Shepperton_Plant,Chinhoyi,RT_MUR_01,STORE_045,High Energy Brown,3087,2142,-945,dispatch,Dispatch to depot,2025-03-08
INV_2001231,2025-04-17 19:00:00,Shepperton_Plant,Hatcliff,,STORE_047,Soft white,3893,3866,-27,sale,Sale,2025-08-01
INV_2001232,2025-01-02 01:00:00,Shepperton_Plant,Chegutu,,STORE_039,Whole grain loaf,2555,2513,-42,sale,Sale,2025-07-10
INV_2001233,2025-06-24 15:00:00,Shepperton_Plant,Mutare,RT_BIN_01,STORE_138,Low GI Seed loaf,3714,3726,12,return_from_store,Return from store,2025-06-21
INV_2001234,2025-07-25 02:00:00,Shepperton_Plant,Chegutu,,STORE_065,High Energy Brown,3731,3720,-11,sale,Sale,2025-05-21
INV_2001235,2025-06-08 08:00:00,Shepperton_Plant,Mutare,,STORE_113,High Energy Brown,3151,3119,-32,sale,Sale,2025-05-22
INV_2001236,2025-06-28 10:00:00,Shepperton_Plant,Chinhoyi,,STORE_079,Low GI Seed loaf,3499,3471,-28,sale,Sale,2025-03-22
INV_2001237,2025-06-04 12:00:00,Shepperton_Plant,Chinhoyi,,STORE_071,Soft white,3852,3807,-45,sale,Sale,2025-04-29
INV_2001238,2025-07-06 22:00:00,Shepperton_Plant,Murehwa,,STORE_049,High Energy Brown,1561,1509,-52,sale,Sale,2025-06-02
INV_2001239,2025-05-22 18:00:00,Shepperton_Plant,Bindura,RT_HAR_01,STORE_040,Whole grain loaf,1635,1122,-513,dispatch,Dispatch to depot,2025-02-27
INV_2001240,2025-03-24 05:00:00,Shepperton_Plant,Murehwa,,STORE_021,Low GI Seed loaf,2962,2949,-13,sale,Sale,2025-04-16
INV_2001241,2025-02-25 23:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_041,Low GI Seed loaf,2925,2473,-452,dispatch,Dispatch to store,2025-07-30
INV_2001242,2025-05-09 02:00:00,Shepperton_Plant,Murehwa,RT_MUT_02,STORE_189,Soft white,1890,1419,-471,dispatch,Dispatch to depot,2025-01-09
INV_2001243,2025-02-11 14:00:00,Shepperton_Plant,Harare,,STORE_184,Soft white,633,594,-39,sale,Sale,2025-04-14
INV_2001244,2025-04-13 23:00:00,Shepperton_Plant,Mutare,,STORE_161,Soft white,1954,4540,2586,production,Baked Output,2025-07-08
INV_2001245,2025-02-11 06:00:00,Shepperton_Plant,Bindura,RT_MUT_02,STORE_026,Low GI Seed loaf,3085,3148,63,return_from_store,Return from store,2025-06-22
INV_2001246,2025-04-24 16:00:00,Shepperton_Plant,Murehwa,RT_MUT_01,STORE_053,Low GI Seed loaf,2851,1269,-1582,dispatch,Dispatch to store,2025-05-05
INV_2001247,2025-01-24 17:00:00,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_118,High Energy Brown,3550,2886,-664,dispatch,Dispatch to depot,2025-03-30
INV_2001248,2025-06-26 09:00:00,Shepperton_Plant,Chinhoyi,RT_HAT_02,STORE_179,Soft white,2989,1732,-1257,dispatch,Dispatch to store,2025-06-06
INV_2001249,2025-04-01 05:00:00,Shepperton_Plant,Hatcliff,,STORE_067,Soft white,2274,2336,62,stock_adjustment,Manual Correction,2025-06-21
INV_2001250,2025-06-22 20:00:00,Shepperton_Plant,Hatcliff,,STORE_104,Whole grain loaf,3701,3684,-17,sale,Sale,2025-05-25
INV_2001251,2025-04-16 04:00:00,Shepperton_Plant,Harare,RT_CHE_01,STORE_035,High Energy Brown,1664,-121,-1785,dispatch,Dispatch to store,2025-07-28
INV_2001252,2025-07-17 09:00:00,Shepperton_Plant,Murehwa,,STORE_146,Whole grain loaf,3646,3624,-22,sale,Sale,2025-02-05
INV_2001253,2025-03-08 04:00:00,Shepperton_Plant,Bindura,,STORE_082,Low GI Seed loaf,2432,4775,2343,production,Baked Output,2025-07-24
INV_2001254,2025-04-27 19:00:00,Shepperton_Plant,Bindura,RT_CHI_02,STORE_067,Low GI Seed loaf,3195,2246,-949,dispatch,Dispatch to depot,2025-01-25
INV_2001255,2025-03-10 00:00:00,Shepperton_Plant,Bindura,,STORE_181,Low GI Seed loaf,1617,1606,-11,sale,Sale,2025-03-09
INV_2001256,2025-06-12 23:00:00,Shepperton_Plant,Harare,,STORE_096,Low GI Seed loaf,3994,3937,-57,sale,Sale,2025-02-21
INV_2001257,2025-05-06 19:00:00,Shepperton_Plant,Harare,,STORE_192,Whole grain loaf,1280,3391,2111,production,Baked Output,2025-06-21
INV_2001258,2025-06-04 15:00:00,Shepperton_Plant,Hatcliff,,STORE_189,Soft white,3464,3422,-42,sale,Sale,2025-03-04
INV_2001259,2025-04-06 08:00:00,Shepperton_Plant,Bindura,,STORE_198,Low GI Seed loaf,3296,3277,-19,sale,Sale,2025-02-17
INV_2001260,2025-04-15 23:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_114,High Energy Brown,1885,1151,-734,dispatch,Dispatch to store,2025-05-20
INV_2001261,2025-04-20 22:00:00,Shepperton_Plant,Harare,,STORE_166,Whole grain loaf,3581,3564,-17,sale,Sale,2025-05-07
INV_2001262,2025-06-19 10:00:00,Shepperton_Plant,Harare,,STORE_169,High Energy Brown,1050,1042,-8,sale,Sale,2025-03-12
INV_2001263,2025-02-12 10:00:00,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_175,Soft white,2383,895,-1488,dispatch,Dispatch to store,2025-03-03
INV_2001264,2025-07-16 06:00:00,Shepperton_Plant,Hatcliff,,STORE_154,High Energy Brown,3013,3000,-13,sale,Sale,2025-05-06
INV_2001265,2025-05-12 06:00:00,Shepperton_Plant,Chinhoyi,,STORE_037,Low GI Seed loaf,1937,1908,-29,sale,Sale,2025-05-06
INV_2001266,2025-07-04 13:00:00,Shepperton_Plant,Harare,,STORE_122,Whole grain loaf,1754,3961,2207,production,Baked Output,2025-02-13
INV_2001267,2025-01-08 19:00:00,Shepperton_Plant,Murehwa,,STORE_012,Low GI Seed loaf,3723,5065,1342,production,Baked Output,2025-07-19
INV_2001268,2025-07-24 23:00:00,Shepperton_Plant,Bindura,,STORE_003,Soft white,3928,3872,-56,sale,Sale,2025-02-02
INV_2001269,2025-02-12 05:00:00,Shepperton_Plant,Hatcliff,,STORE_180,High Energy Brown,-368,-374,-6,sale,Sale,2025-01-17
INV_2001270,2025-02-10 18:00:00,Shepperton_Plant,Mutare,,STORE_059,High Energy Brown,930,897,-33,sale,Sale,2025-03-27
INV_2001271,2025-05-23 16:00:00,Shepperton_Plant,Hatcliff,,STORE_066,Whole grain loaf,4118,4111,-7,sale,Sale,2025-02-18
INV_2001272,2025-04-01 11:00:00,Shepperton_Plant,Harare,RT_MUT_02,STORE_048,Soft white,2933,2458,-475,dispatch,Dispatch to depot,2025-05-20
INV_2001273,2025-03-01 18:00:00,Shepperton_Plant,Bindura,,STORE_077,Low GI Seed loaf,974,918,-56,sale,Sale,2025-04-25
INV_2001274,2025-05-21 07:00:00,Shepperton_Plant,Harare,RT_BIN_01,STORE_154,Soft white,3850,2917,-933,dispatch,Dispatch to depot,2025-02-28
INV_2001275,2025-03-16 03:00:00,Shepperton_Plant,Murehwa,,STORE_196,Low GI Seed loaf,2367,2319,-48,sale,Sale,2025-02-20
INV_2001276,2025-01-26 12:00:00,Shepperton_Plant,Chegutu,RT_CHI_02,STORE_101,Whole grain loaf,1190,487,-703,dispatch,Dispatch to depot,2025-05-06
INV_2001277,2025-05-20 16:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_141,Low GI Seed loaf,2644,2233,-411,dispatch,Dispatch to depot,2025-03-22
INV_2001278,2025-03-28 16:00:00,Shepperton_Plant,Chegutu,,STORE_023,Low GI Seed loaf,3553,3510,-43,sale,Sale,2025-04-21
INV_2001279,2025-06-19 16:00:00,Shepperton_Plant,Mutare,,STORE_104,Whole grain loaf,1765,1758,-7,sale,Sale,2025-06-16
INV_2001280,2025-03-27 03:00:00,Shepperton_Plant,Chinhoyi,,STORE_153,Low GI Seed loaf,2192,2161,-31,sale,Sale,2025-02-24
INV_2001281,2025-07-07 20:00:00,Shepperton_Plant,Bindura,RT_BIN_01,STORE_061,Low GI Seed loaf,1993,2107,114,return_from_store,Return from store,2025-07-24
INV_2001282,2025-02-04 10:00:00,Shepperton_Plant,Mutare,,STORE_058,Low GI Seed loaf,801,787,-14,stock_adjustment,Manual Correction,2025-01-26
INV_2001283,2025-05-21 01:00:00,Shepperton_Plant,Hatcliff,RT_MUR_01,STORE_067,Soft white,2336,2451,115,return_from_store,Return from store,2025-07-10
INV_2001284,2025-02-10 10:00:00,Shepperton_Plant,Bindura,,STORE_072,Low GI Seed loaf,1660,1615,-45,sale,Sale,2025-04-28
INV_2001285,2025-03-10 01:00:00,Shepperton_Plant,Murehwa,,STORE_174,Whole grain loaf,980,923,-57,sale,Sale,2025-05-02
INV_2001286,2025-03-01 11:00:00,Shepperton_Plant,Bindura,,STORE_099,Whole grain loaf,1355,1334,-21,sale,Sale,2025-04-04
INV_2001287,2025-03-15 04:00:00,Shepperton_Plant,Hatcliff,,STORE_158,Soft white,3158,3114,-44,sale,Sale,2025-03-21
INV_2001288,2025-03-04 05:00:00,Shepperton_Plant,Bindura,,STORE_162,Whole grain loaf,3509,3489,-20,sale,Sale,2025-05-10
INV_2001289,2025-02-24 09:00:00,Shepperton_Plant,Chegutu,,STORE_058,Low GI Seed loaf,1927,1901,-26,sale,Sale,2025-03-11
INV_2001290,2025-03-24 15:00:00,Shepperton_Plant,Harare,,STORE_091,Low GI Seed loaf,3326,3278,-48,sale,Sale,2025-02-13
INV_2001291,2025-01-12 07:00:00,Shepperton_Plant,Chegutu,,STORE_186,Low GI Seed loaf,3348,3305,-43,sale,Sale,2025-07-16
INV_2001292,2025-02-13 06:00:00,Shepperton_Plant,Hatcliff,,STORE_005,Whole grain loaf,2242,2233,-9,sale,Sale,2025-06-20
INV_2001293,2025-05-15 20:00:00,Shepperton_Plant,Mutare,,STORE_171,High Energy Brown,3984,3949,-35,sale,Sale,2025-01-16
INV_2001294,2025-05-01 17:00:00,Shepperton_Plant,Chegutu,RT_MUT_02,STORE_134,Whole grain loaf,1113,-320,-1433,dispatch,Dispatch to depot,2025-07-10
INV_2001295,2025-05-04 17:00:00,Shepperton_Plant,Mutare,,STORE_064,Whole grain loaf,2559,2513,-46,sale,Sale,2025-06-04
INV_2001296,2025-07-27 03:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_038,Soft white,-201,-1953,-1752,dispatch,Dispatch to store,2025-06-06
INV_2001297,2025-01-06 12:00:00,Shepperton_Plant,Murehwa,,STORE_172,Soft white,1170,1157,-13,sale,Sale,2025-03-07
INV_2001298,2025-07-05 02:00:00,Shepperton_Plant,Chinhoyi,,STORE_063,Whole grain loaf,3049,3024,-25,sale,Sale,2025-04-08
INV_2001299,2025-02-22 00:00:00,Shepperton_Plant,Murehwa,,STORE_043,High Energy Brown,1617,1603,-14,sale,Sale,2025-06-28
INV_2001300,2025-04-01 18:00:00,Shepperton_Plant,Chegutu,,STORE_028,Whole grain loaf,1199,1167,-32,sale,Sale,2025-01-28
INV_2001301,2025-02-10 08:00:00,Shepperton_Plant,Bindura,,STORE_181,High Energy Brown,3622,3603,-19,sale,Sale,2025-03-29
INV_2001302,2025-04-16 05:00:00,Shepperton_Plant,Harare,RT_BIN_01,STORE_070,High Energy Brown,2691,2705,14,return_from_store,Return from store,2025-03-09
INV_2001303,2025-04-22 05:00:00,Shepperton_Plant,Bindura,,STORE_118,High Energy Brown,2079,1999,-80,waste,Expired Waste,2025-04-17
INV_2001304,2025-01-25 05:00:00,Shepperton_Plant,Hatcliff,,STORE_140,Low GI Seed loaf,3717,3681,-36,sale,Sale,2025-06-02
INV_2001305,2025-07-03 15:00:00,Shepperton_Plant,Bindura,,STORE_164,Whole grain loaf,1710,1670,-40,sale,Sale,2025-06-24
INV_2001306,2025-05-28 19:00:00,Shepperton_Plant,Chegutu,RT_HAT_01,STORE_139,Soft white,3170,2630,-540,dispatch,Dispatch to store,2025-05-25
INV_2001307,2025-04-15 01:00:00,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_038,Whole grain loaf,1219,776,-443,dispatch,Dispatch to depot,2025-06-06
INV_2001308,2025-02-26 10:00:00,Shepperton_Plant,Chegutu,,STORE_101,Soft white,3243,3233,-10,sale,Sale,2025-04-17
INV_2001309,2025-02-08 20:00:00,Shepperton_Plant,Chinhoyi,,STORE_012,Low GI Seed loaf,3051,3034,-17,sale,Sale,2025-01-30
INV_2001310,2025-01-10 11:00:00,Shepperton_Plant,Chinhoyi,RT_CHE_02,STORE_001,Whole grain loaf,1161,1183,22,return_from_store,Return from store,2025-02-16
INV_2001311,2025-03-02 13:00:00,Shepperton_Plant,Mutare,,STORE_140,High Energy Brown,2163,2086,-77,waste,Damaged,2025-06-10
INV_2001312,2025-01-28 21:00:00,Shepperton_Plant,Murehwa,,STORE_130,High Energy Brown,3608,3548,-60,sale,Sale,2025-06-23
INV_2001313,2025-02-24 05:00:00,Shepperton_Plant,Murehwa,,STORE_129,High Energy Brown,3778,3751,-27,sale,Sale,2025-05-22
INV_2001314,2025-02-07 17:00:00,Shepperton_Plant,Murehwa,,STORE_141,Whole grain loaf,1910,1903,-7,sale,Sale,2025-01-24
INV_2001315,2025-03-06 16:00:00,Shepperton_Plant,Murehwa,,STORE_150,Low GI Seed loaf,2147,2122,-25,sale,Sale,2025-08-02
INV_2001316,2025-03-03 18:00:00,Shepperton_Plant,Murehwa,,STORE_072,Whole grain loaf,2072,2024,-48,sale,Sale,2025-04-07
INV_2001317,2025-04-04 07:00:00,Shepperton_Plant,Chinhoyi,,STORE_191,Whole grain loaf,1145,1123,-22,sale,Sale,2025-04-11
INV_2001318,2025-02-13 03:00:00,Shepperton_Plant,Bindura,RT_CHE_01,STORE_106,Low GI Seed loaf,2736,2802,66,return_from_store,Return from store,2025-05-04
INV_2001319,2025-07-02 18:00:00,Shepperton_Plant,Bindura,,STORE_066,High Energy Brown,3217,3198,-19,sale,Sale,2025-03-16
INV_2001320,2025-03-06 22:00:00,Shepperton_Plant,Chegutu,,STORE_039,Soft white,998,981,-17,sale,Sale,2025-05-18
INV_2001321,2025-03-19 16:00:00,Shepperton_Plant,Mutare,,STORE_141,High Energy Brown,2277,4908,2631,production,Baked Output,2025-03-18
INV_2001322,2025-06-09 17:00:00,Shepperton_Plant,Harare,,STORE_118,Soft white,2916,2880,-36,waste,Damaged,2025-05-11
INV_2001323,2025-05-03 06:00:00,Shepperton_Plant,Chegutu,,STORE_031,Low GI Seed loaf,1230,1215,-15,sale,Sale,2025-07-29
INV_2001324,2025-04-28 01:00:00,Shepperton_Plant,Mutare,,STORE_065,Whole grain loaf,1402,1389,-13,sale,Sale,2025-06-01
INV_2001325,2025-04-12 04:00:00,Shepperton_Plant,Mutare,,STORE_069,Low GI Seed loaf,3163,3144,-19,sale,Sale,2025-02-02
INV_2001326,2025-05-17 23:00:00,Shepperton_Plant,Harare,,STORE_132,High Energy Brown,3180,3142,-38,stock_adjustment,Manual Correction,2025-05-20
INV_2001327,2025-04-23 05:00:00,Shepperton_Plant,Mutare,,STORE_030,Soft white,2667,2640,-27,sale,Sale,2025-03-14
INV_2001328,2025-07-15 08:00:00,Shepperton_Plant,Harare,,STORE_031,High Energy Brown,1829,1773,-56,sale,Sale,2025-04-18
INV_2001329,2025-03-23 20:00:00,Shepperton_Plant,Hatcliff,,STORE_012,Soft white,2215,2175,-40,sale,Sale,2025-05-29
INV_2001330,2025-01-03 11:00:00,Shepperton_Plant,Chegutu,,STORE_075,Low GI Seed loaf,2952,2904,-48,sale,Sale,2025-01-24
INV_2001331,2025-03-08 08:00:00,Shepperton_Plant,Hatcliff,,STORE_020,Soft white,3869,3810,-59,sale,Sale,2025-03-10
INV_2001332,2025-01-12 20:00:00,Shepperton_Plant,Harare,,STORE_174,Whole grain loaf,4715,5923,1208,production,Baked Output,2025-05-09
INV_2001333,2025-05-24 04:00:00,Shepperton_Plant,Chegutu,,STORE_094,High Energy Brown,964,911,-53,sale,Sale,2025-05-26
INV_2001334,2025-02-26 03:00:00,Shepperton_Plant,Hatcliff,,STORE_123,Whole grain loaf,3703,3685,-18,sale,Sale,2025-01-04
INV_2001335,2025-01-27 02:00:00,Shepperton_Plant,Hatcliff,RT_MUT_02,STORE_059,Soft white,1038,1088,50,return_from_store,Return from store,2025-01-23
INV_2001336,2025-01-19 17:00:00,Shepperton_Plant,Chinhoyi,,STORE_075,High Energy Brown,1876,1781,-95,waste,Expired Waste,2025-05-16
INV_2001337,2025-05-05 01:00:00,Shepperton_Plant,Chegutu,,STORE_015,Whole grain loaf,1398,2624,1226,production,Baked Output,2025-02-22
INV_2001338,2025-03-21 01:00:00,Shepperton_Plant,Harare,,STORE_098,Low GI Seed loaf,3363,6060,2697,production,Baked Output,2025-05-18
INV_2001339,2025-05-11 22:00:00,Shepperton_Plant,Mutare,,STORE_144,Low GI Seed loaf,2654,2594,-60,sale,Sale,2025-02-16
INV_2001340,2025-06-02 04:00:00,Shepperton_Plant,Harare,,STORE_076,Whole grain loaf,1250,1200,-50,sale,Sale,2025-03-10
INV_2001341,2025-07-08 13:00:00,Shepperton_Plant,Hatcliff,,STORE_106,Low GI Seed loaf,825,786,-39,sale,Sale,2025-04-18
INV_2001342,2025-01-22 13:00:00,Shepperton_Plant,Bindura,,STORE_111,Soft white,2392,2347,-45,sale,Sale,2025-05-01
INV_2001343,2025-05-12 07:00:00,Shepperton_Plant,Mutare,,STORE_059,Whole grain loaf,3752,5445,1693,production,Baked Output,2025-07-13
INV_2001344,2025-07-22 02:00:00,Shepperton_Plant,Mutare,RT_HAR_03,STORE_003,Low GI Seed loaf,3161,2328,-833,dispatch,Dispatch to depot,2025-02-24
INV_2001345,2025-06-15 03:00:00,Shepperton_Plant,Harare,,STORE_122,Low GI Seed loaf,2139,2108,-31,sale,Sale,2025-01-06
