sale_id,date,plant_id,depot_id,region,sku,quantity_sold,bakers_inn_price
SAL_300842,2025-05-24,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,445,0.93
SAL_300843,2025-01-10,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,2007,0.93
SAL_300844,2025-04-20,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1270,0.93
SAL_300845,2025-05-05,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,611,0.93
SAL_300846,2025-07-01,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1738,0.93
SAL_300847,2025-03-13,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,553,0.93
SAL_300848,2025-04-06,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,390,0.93
SAL_300849,2025-07-16,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1585,0.93
SAL_300850,2025-03-12,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1114,0.93
SAL_300851,2025-07-08,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1908,0.93
SAL_300852,2025-01-04,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1014,0.93
SAL_300853,2025-07-11,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,2027,0.93
SAL_300854,2025-02-19,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,2146,0.93
SAL_300855,2025-05-23,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1837,0.93
SAL_300856,2025-06-22,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1438,0.93
SAL_300857,2025-05-08,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,998,0.93
SAL_300858,2025-04-23,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1244,0.93
SAL_300859,2025-06-20,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1065,0.93
SAL_300860,2025-02-16,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1522,0.93
SAL_300861,2025-04-26,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1912,0.93
SAL_300862,2025-01-11,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,344,0.93
SAL_300863,2025-07-28,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,2125,0.93
SAL_300864,2025-06-28,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1587,0.93
SAL_300865,2025-05-13,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,2152,0.93
SAL_300866,2025-04-06,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1130,0.93
SAL_300867,2025-03-16,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,365,0.93
SAL_300868,2025-06-05,Shepperton_Plant,Harare,Harare Urban,Soft white,1992,0.93
SAL_300869,2025-02-25,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1883,0.93
SAL_300870,2025-05-21,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1196,0.93
SAL_300871,2025-04-13,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,1658,0.93
SAL_300872,2025-07-24,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,984,0.93
SAL_300873,2025-06-05,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1960,0.93
SAL_300874,2025-06-22,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,2008,0.93
SAL_300875,2025-02-02,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,2161,0.93
SAL_300876,2025-02-05,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,2082,0.93
SAL_300877,2025-06-23,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1383,0.93
SAL_300878,2025-05-11,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,492,0.93
SAL_300879,2025-01-10,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,790,0.93
SAL_300880,2025-06-08,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,944,0.93
SAL_300881,2025-03-27,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1269,0.93
SAL_300882,2025-06-23,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1289,0.93
SAL_300883,2025-01-17,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1707,0.93
SAL_300884,2025-04-21,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,2199,0.93
SAL_300885,2025-01-20,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1565,0.93
SAL_300886,2025-07-25,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,677,0.93
SAL_300887,2025-02-06,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,1820,0.93
SAL_300888,2025-05-01,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,883,0.93
SAL_300889,2025-01-18,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,506,0.93
SAL_300890,2025-06-13,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,2103,0.93
SAL_300891,2025-06-26,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1292,0.93
SAL_300892,2025-04-06,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,2191,0.93
SAL_300893,2025-01-12,Shepperton_Plant,Mutare,Manicaland,Soft white,1858,0.93
SAL_300894,2025-02-20,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,536,0.93
SAL_300895,2025-05-02,Shepperton_Plant,Mutare,Manicaland,Soft white,1779,0.93
SAL_300896,2025-04-08,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,879,0.93
SAL_300897,2025-02-20,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,897,0.93
SAL_300898,2025-06-13,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1770,0.93
SAL_300899,2025-05-15,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1161,0.93
SAL_300900,2025-01-22,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1213,0.93
SAL_300901,2025-04-09,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1831,0.93
SAL_300902,2025-06-27,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,573,0.93
SAL_300903,2025-05-08,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,506,0.93
SAL_300904,2025-04-17,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,1190,0.93
SAL_300905,2025-05-19,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1385,0.93
SAL_300906,2025-03-27,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,916,0.93
SAL_300907,2025-01-06,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,612,0.93
SAL_300908,2025-04-12,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1841,0.93
SAL_300909,2025-02-18,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,877,0.93
SAL_300910,2025-02-10,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1850,0.93
SAL_300911,2025-02-25,Shepperton_Plant,Mutare,Manicaland,Soft white,835,0.93
SAL_300912,2025-05-27,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1472,0.93
SAL_300913,2025-05-12,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,474,0.93
SAL_300914,2025-06-10,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,457,0.93
SAL_300915,2025-01-20,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,2134,0.93
SAL_300916,2025-01-19,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,718,0.93
SAL_300917,2025-06-10,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1886,0.93
SAL_300918,2025-04-22,Shepperton_Plant,Mutare,Manicaland,Soft white,1363,0.93
SAL_300919,2025-02-11,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,2059,0.93
SAL_300920,2025-03-13,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,325,0.93
SAL_300921,2025-01-06,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,406,0.93
SAL_300922,2025-07-19,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1411,0.93
SAL_300923,2025-03-15,Shepperton_Plant,Harare,Harare Urban,Soft white,940,0.93
SAL_300924,2025-03-02,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,380,0.93
SAL_300925,2025-01-10,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,1782,0.93
SAL_300926,2025-06-25,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,530,0.93
SAL_300927,2025-04-09,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1415,0.93
SAL_300928,2025-06-21,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,406,0.93
SAL_300929,2025-01-06,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,993,0.93
SAL_300930,2025-06-01,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,812,0.93
SAL_300931,2025-02-28,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,722,0.93
SAL_300932,2025-03-13,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,1712,0.93
SAL_300933,2025-06-21,Shepperton_Plant,Harare,Harare Urban,Soft white,658,0.93
SAL_300934,2025-06-22,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,805,0.93
SAL_300935,2025-03-22,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,760,0.93
SAL_300936,2025-06-07,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,2112,0.93
SAL_300937,2025-06-01,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,412,0.93
SAL_300938,2025-05-03,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1535,0.93
SAL_300939,2025-02-05,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1203,0.93
SAL_300940,2025-04-22,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,756,0.93
SAL_300941,2025-07-05,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1897,0.93
SAL_300942,2025-01-14,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1693,0.93
SAL_300943,2025-04-24,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1364,0.93
SAL_300944,2025-03-26,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,487,0.93
SAL_300945,2025-02-01,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,2031,0.93
SAL_300946,2025-04-11,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1108,0.93
SAL_300947,2025-01-17,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,664,0.93
SAL_300948,2025-03-27,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,669,0.93
SAL_300949,2025-03-20,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1219,0.93
SAL_300950,2025-02-14,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1573,0.93
SAL_300951,2025-04-14,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1540,0.93
SAL_300952,2025-03-12,Shepperton_Plant,Harare,Harare Urban,Soft white,817,0.93
SAL_300953,2025-03-20,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,401,0.93
SAL_300954,2025-03-10,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,2182,0.93
SAL_300955,2025-02-17,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,1712,0.93
SAL_300956,2025-04-26,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1155,0.93
SAL_300957,2025-07-04,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1542,0.93
SAL_300958,2025-07-14,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,644,0.93
SAL_300959,2025-03-04,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,533,0.93
SAL_300960,2025-03-14,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,2100,0.93
SAL_300961,2025-05-09,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,598,0.93
SAL_300962,2025-03-02,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1139,0.93
SAL_300963,2025-07-13,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,766,0.93
SAL_300964,2025-05-23,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,814,0.93
SAL_300965,2025-07-02,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,650,0.93
SAL_300966,2025-05-16,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,2173,0.93
SAL_300967,2025-03-20,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,717,0.93
SAL_300968,2025-02-12,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1497,0.93
SAL_300969,2025-04-21,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,580,0.93
SAL_300970,2025-04-13,Shepperton_Plant,Mutare,Manicaland,Soft white,1045,0.93
SAL_300971,2025-04-16,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,381,0.93
SAL_300972,2025-05-28,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,454,0.93
SAL_300973,2025-07-08,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,1934,0.93
SAL_300974,2025-01-28,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1725,0.93
SAL_300975,2025-03-17,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,2034,0.93
SAL_300976,2025-03-04,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,718,0.93
SAL_300977,2025-02-08,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,2039,0.93
SAL_300978,2025-06-06,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1513,0.93
SAL_300979,2025-06-03,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,2055,0.93
SAL_300980,2025-07-15,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1458,0.93
SAL_300981,2025-06-18,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,693,0.93
SAL_300982,2025-07-06,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,2143,0.93
SAL_300983,2025-06-11,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1984,0.93
SAL_300984,2025-03-28,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,950,0.93
SAL_300985,2025-03-22,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,526,0.93
SAL_300986,2025-04-23,Shepperton_Plant,Mutare,Manicaland,Soft white,1470,0.93
SAL_300987,2025-02-03,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1641,0.93
SAL_300988,2025-01-07,Shepperton_Plant,Mutare,Manicaland,Soft white,1679,0.93
SAL_300989,2025-01-25,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,721,0.93
SAL_300990,2025-02-06,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1807,0.93
SAL_300991,2025-03-27,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,516,0.93
SAL_300992,2025-02-02,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1965,0.93
SAL_300993,2025-05-10,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,1674,0.93
SAL_300994,2025-02-25,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,474,0.93
SAL_300995,2025-07-23,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1060,0.93
SAL_300996,2025-02-01,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1468,0.93
SAL_300997,2025-03-04,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1956,0.93
SAL_300998,2025-05-26,Shepperton_Plant,Harare,Harare Urban,Soft white,1837,0.93
SAL_300999,2025-04-22,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,960,0.93
SAL_301000,2025-06-10,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1305,0.93
SAL_301001,2025-05-06,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1241,0.93
SAL_301002,2025-06-25,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1264,0.93
SAL_301003,2025-03-23,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1006,0.93
SAL_301004,2025-05-15,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,380,0.93
SAL_301005,2025-03-07,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,994,0.93
SAL_301006,2025-01-14,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,2054,0.93
SAL_301007,2025-06-28,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,800,0.93
SAL_301008,2025-03-27,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,1511,0.93
SAL_301009,2025-03-08,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,639,0.93
SAL_301010,2025-07-25,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,811,0.93
SAL_301011,2025-07-15,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1654,0.93
SAL_301012,2025-07-23,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1686,0.93
SAL_301013,2025-04-20,Shepperton_Plant,Mutare,Manicaland,Soft white,1191,0.93
SAL_301014,2025-06-25,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1718,0.93
SAL_301015,2025-01-02,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,481,0.93
SAL_301016,2025-02-03,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,499,0.93
SAL_301017,2025-02-24,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,338,0.93
SAL_301018,2025-02-07,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1332,0.93
SAL_301019,2025-05-10,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1058,0.93
SAL_301020,2025-02-12,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,2091,0.93
SAL_301021,2025-01-06,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,712,0.93
SAL_301022,2025-07-17,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,530,0.93
SAL_301023,2025-05-14,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1917,0.93
SAL_301024,2025-01-01,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1367,0.93
SAL_301025,2025-03-04,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1042,0.93
SAL_301026,2025-03-13,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,677,0.93
SAL_301027,2025-05-14,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,500,0.93
SAL_301028,2025-06-12,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,334,0.93
SAL_301029,2025-06-14,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1976,0.93
SAL_301030,2025-07-22,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,626,0.93
SAL_301031,2025-05-07,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,941,0.93
SAL_301032,2025-02-07,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,617,0.93
SAL_301033,2025-01-22,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,749,0.93
SAL_301034,2025-05-12,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1677,0.93
SAL_301035,2025-03-09,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1498,0.93
SAL_301036,2025-07-18,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1205,0.93
SAL_301037,2025-07-12,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1555,0.93
SAL_301038,2025-07-11,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,497,0.93
SAL_301039,2025-01-06,Shepperton_Plant,Mutare,Manicaland,Soft white,1986,0.93
SAL_301040,2025-02-20,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,2200,0.93
SAL_301041,2025-02-19,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,2017,0.93
SAL_301042,2025-04-27,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1712,0.93
SAL_301043,2025-02-08,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1737,0.93
SAL_301044,2025-05-12,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1657,0.93
SAL_301045,2025-07-19,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1168,0.93
SAL_301046,2025-04-27,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,500,0.93
SAL_301047,2025-01-11,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1884,0.93
SAL_301048,2025-02-03,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,384,0.93
SAL_301049,2025-06-16,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,1787,0.93
SAL_301050,2025-02-23,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,719,0.93
SAL_301051,2025-02-25,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1983,0.93
SAL_301052,2025-02-19,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1259,0.93
SAL_301053,2025-04-21,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1504,0.93
SAL_301054,2025-02-06,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,2061,0.93
SAL_301055,2025-06-01,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,2037,0.93
SAL_301056,2025-05-12,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1203,0.93
SAL_301057,2025-05-24,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1791,0.93
SAL_301058,2025-01-23,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,959,0.93
SAL_301059,2025-03-14,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1365,0.93
SAL_301060,2025-01-06,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,318,0.93
SAL_301061,2025-05-28,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,2162,0.93
SAL_301062,2025-07-17,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1280,0.93
SAL_301063,2025-06-22,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,774,0.93
SAL_301064,2025-02-12,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,602,0.93
SAL_301065,2025-05-26,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1956,0.93
SAL_301066,2025-06-01,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,334,0.93
SAL_301067,2025-06-20,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,811,0.93
SAL_301068,2025-04-02,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1322,0.93
SAL_301069,2025-06-27,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,515,0.93
SAL_301070,2025-04-24,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1833,0.93
SAL_301071,2025-03-28,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,1000,0.93
SAL_301072,2025-03-12,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1187,0.93
SAL_301073,2025-06-05,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,503,0.93
SAL_301074,2025-05-27,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,637,0.93
SAL_301075,2025-02-11,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1144,0.93
SAL_301076,2025-03-02,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,545,0.93
SAL_301077,2025-01-12,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1569,0.93
SAL_301078,2025-01-14,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,683,0.93
SAL_301079,2025-03-19,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,695,0.93
SAL_301080,2025-04-19,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,2094,0.93
SAL_301081,2025-04-12,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1000,0.93
SAL_301082,2025-03-11,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1134,0.93
SAL_301083,2025-01-28,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1294,0.93
SAL_301084,2025-06-07,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,661,0.93
SAL_301085,2025-02-22,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,744,0.93
SAL_301086,2025-04-08,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,756,0.93
SAL_301087,2025-07-01,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1977,0.93
SAL_301088,2025-01-04,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,2103,0.93
SAL_301089,2025-07-08,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,601,0.93
SAL_301090,2025-03-14,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1942,0.93
SAL_301091,2025-03-15,Shepperton_Plant,Harare,Harare Urban,Soft white,709,0.93
SAL_301092,2025-02-14,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,981,0.93
SAL_301093,2025-03-10,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,969,0.93
SAL_301094,2025-03-28,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,2061,0.93
SAL_301095,2025-07-24,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1756,0.93
SAL_301096,2025-06-12,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,524,0.93
SAL_301097,2025-06-01,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,643,0.93
SAL_301098,2025-03-10,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,1735,0.93
SAL_301099,2025-02-12,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,777,0.93
SAL_301100,2025-06-27,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,970,0.93
SAL_301101,2025-02-09,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,1426,0.93
SAL_301102,2025-01-06,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1496,0.93
SAL_301103,2025-01-06,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,561,0.93
SAL_301104,2025-05-13,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1012,0.93
SAL_301105,2025-02-18,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,788,0.93
SAL_301106,2025-06-22,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1580,0.93
SAL_301107,2025-03-05,Shepperton_Plant,Harare,Harare Urban,Soft white,1428,0.93
