record_id,timestamp,plant_id,sku,qty_in,qty_out,balance
INV_801012,2025-03-12,Shepperton_Plant,High Energy Brown,917,596,55233
INV_801013,2025-02-25,Shepperton_Plant,High Energy Brown,1655,1347,55541
INV_801014,2025-03-15,Shepperton_Plant,Soft white,591,782,35399
INV_801015,2025-02-14,Shepperton_Plant,High Energy Brown,445,1456,54530
INV_801016,2025-03-20,Shepperton_Plant,Whole grain loaf,1655,1445,39173
INV_801017,2025-06-12,Shepperton_Plant,Low GI Seed loaf,729,1584,38855
INV_801018,2025-02-10,Shepperton_Plant,Whole grain loaf,1143,1468,38848
INV_801019,2025-05-23,Shepperton_Plant,Soft white,1207,683,35923
INV_801020,2025-05-01,Shepperton_Plant,Soft white,814,1650,35087
INV_801021,2025-04-21,Shepperton_Plant,Whole grain loaf,340,669,38519
INV_801022,2025-01-16,Shepperton_Plant,Low GI Seed loaf,699,1603,37951
INV_801023,2025-03-06,Shepperton_Plant,Whole grain loaf,542,753,38308
INV_801024,2025-07-14,Shepperton_Plant,High Energy Brown,1934,474,55990
INV_801025,2025-05-21,Shepperton_Plant,High Energy Brown,1416,1029,56377
INV_801026,2025-04-28,Shepperton_Plant,Soft white,423,1171,34339
INV_801027,2025-04-20,Shepperton_Plant,Whole grain loaf,1544,822,39030
INV_801028,2025-06-27,Shepperton_Plant,High Energy Brown,1933,1360,56950
INV_801029,2025-07-18,Shepperton_Plant,Whole grain loaf,1099,569,39560
INV_801030,2025-05-17,Shepperton_Plant,High Energy Brown,1441,1047,57344
INV_801031,2025-05-08,Shepperton_Plant,Soft white,761,483,34617
INV_801032,2025-04-07,Shepperton_Plant,Soft white,441,1153,33905
INV_801033,2025-02-22,Shepperton_Plant,Low GI Seed loaf,1668,1399,38220
INV_801034,2025-04-08,Shepperton_Plant,Low GI Seed loaf,1504,461,39263
INV_801035,2025-02-19,Shepperton_Plant,Soft white,436,1606,32735
INV_801036,2025-01-10,Shepperton_Plant,Low GI Seed loaf,320,598,38985
INV_801037,2025-01-11,Shepperton_Plant,High Energy Brown,917,1618,56643
INV_801038,2025-01-03,Shepperton_Plant,Soft white,1515,985,33265
INV_801039,2025-01-24,Shepperton_Plant,Whole grain loaf,1414,610,40364
INV_801040,2025-07-23,Shepperton_Plant,Low GI Seed loaf,1645,1253,39377
INV_801041,2025-04-20,Shepperton_Plant,High Energy Brown,1034,962,56715
INV_801042,2025-04-23,Shepperton_Plant,Soft white,933,1480,32718
INV_801043,2025-04-02,Shepperton_Plant,High Energy Brown,569,1092,56192
INV_801044,2025-03-16,Shepperton_Plant,Soft white,1461,1036,33143
INV_801045,2025-04-26,Shepperton_Plant,High Energy Brown,1647,1431,56408
INV_801046,2025-06-07,Shepperton_Plant,Soft white,646,1253,32536
INV_801047,2025-03-11,Shepperton_Plant,High Energy Brown,1619,1066,56961
INV_801048,2025-04-04,Shepperton_Plant,Whole grain loaf,1953,1268,41049
INV_801049,2025-06-21,Shepperton_Plant,Whole grain loaf,336,1019,40366
INV_801050,2025-02-27,Shepperton_Plant,Soft white,504,1520,31520
INV_801051,2025-03-19,Shepperton_Plant,Low GI Seed loaf,1330,265,40442
INV_801052,2025-03-02,Shepperton_Plant,Soft white,1906,548,32878
INV_801053,2025-02-19,Shepperton_Plant,Low GI Seed loaf,739,1173,40008
INV_801054,2025-03-07,Shepperton_Plant,Low GI Seed loaf,1193,201,41000
INV_801055,2025-01-13,Shepperton_Plant,Soft white,515,1346,32047
INV_801056,2025-01-05,Shepperton_Plant,Low GI Seed loaf,421,553,40868
INV_801057,2025-04-27,Shepperton_Plant,Low GI Seed loaf,1825,571,42122
INV_801058,2025-05-01,Shepperton_Plant,High Energy Brown,1754,603,58112
INV_801059,2025-01-07,Shepperton_Plant,Whole grain loaf,519,1764,39121
INV_801060,2025-01-28,Shepperton_Plant,Whole grain loaf,579,436,39264
INV_801061,2025-03-20,Shepperton_Plant,High Energy Brown,452,1373,57191
INV_801062,2025-07-24,Shepperton_Plant,High Energy Brown,625,1102,56714
INV_801063,2025-02-14,Shepperton_Plant,Soft white,1213,1148,32112
INV_801064,2025-06-13,Shepperton_Plant,High Energy Brown,1272,1176,56810
INV_801065,2025-03-04,Shepperton_Plant,Soft white,384,1279,31217
INV_801066,2025-07-28,Shepperton_Plant,Low GI Seed loaf,735,1217,41640
INV_801067,2025-03-13,Shepperton_Plant,High Energy Brown,1391,605,57596
INV_801068,2025-02-27,Shepperton_Plant,High Energy Brown,1596,852,58340
INV_801069,2025-05-14,Shepperton_Plant,Low GI Seed loaf,721,1545,40816
INV_801070,2025-05-26,Shepperton_Plant,High Energy Brown,1572,1080,58832
INV_801071,2025-01-09,Shepperton_Plant,Soft white,606,1435,30388
INV_801072,2025-07-08,Shepperton_Plant,Low GI Seed loaf,542,748,40610
INV_801073,2025-02-06,Shepperton_Plant,Whole grain loaf,1386,1174,39476
INV_801074,2025-02-04,Shepperton_Plant,Whole grain loaf,850,1352,38974
INV_801075,2025-03-14,Shepperton_Plant,Whole grain loaf,554,238,39290
INV_801076,2025-02-28,Shepperton_Plant,Low GI Seed loaf,1585,1127,41068
INV_801077,2025-07-04,Shepperton_Plant,Low GI Seed loaf,1811,382,42497
INV_801078,2025-01-17,Shepperton_Plant,Whole grain loaf,1440,841,39889
INV_801079,2025-07-01,Shepperton_Plant,High Energy Brown,1202,977,59057
INV_801080,2025-06-01,Shepperton_Plant,Soft white,1339,266,31461
INV_801081,2025-05-02,Shepperton_Plant,Whole grain loaf,1336,756,40469
INV_801082,2025-04-20,Shepperton_Plant,Soft white,1336,281,32516
INV_801083,2025-06-14,Shepperton_Plant,Low GI Seed loaf,1692,1338,42851
INV_801084,2025-06-20,Shepperton_Plant,Low GI Seed loaf,840,663,43028
INV_801085,2025-04-04,Shepperton_Plant,Soft white,994,697,32813
INV_801086,2025-03-24,Shepperton_Plant,High Energy Brown,1737,246,60548
INV_801087,2025-02-21,Shepperton_Plant,High Energy Brown,1528,1211,60865
INV_801088,2025-01-10,Shepperton_Plant,Low GI Seed loaf,1902,413,44517
INV_801089,2025-03-10,Shepperton_Plant,Soft white,812,1092,32533
INV_801090,2025-02-16,Shepperton_Plant,Low GI Seed loaf,1161,1169,44509
INV_801091,2025-03-05,Shepperton_Plant,High Energy Brown,1335,956,61244
INV_801092,2025-05-20,Shepperton_Plant,Low GI Seed loaf,1254,784,44979
INV_801093,2025-07-22,Shepperton_Plant,High Energy Brown,1799,1790,61253
INV_801094,2025-07-22,Shepperton_Plant,High Energy Brown,303,1218,60338
INV_801095,2025-07-21,Shepperton_Plant,Low GI Seed loaf,540,777,44742
INV_801096,2025-04-28,Shepperton_Plant,Low GI Seed loaf,850,1035,44557
INV_801097,2025-02-10,Shepperton_Plant,High Energy Brown,1326,1556,60108
INV_801098,2025-02-10,Shepperton_Plant,Whole grain loaf,1374,1315,40528
INV_801099,2025-02-19,Shepperton_Plant,Soft white,1557,1618,32472
INV_801100,2025-02-21,Shepperton_Plant,Soft white,883,443,32912
INV_801101,2025-04-08,Shepperton_Plant,High Energy Brown,818,1139,59787
INV_801102,2025-01-12,Shepperton_Plant,Whole grain loaf,456,1587,39397
INV_801103,2025-06-12,Shepperton_Plant,Whole grain loaf,1752,1457,39692
INV_801104,2025-01-24,Shepperton_Plant,High Energy Brown,430,1161,59056
INV_801105,2025-07-06,Shepperton_Plant,Whole grain loaf,996,826,39862
INV_801106,2025-06-19,Shepperton_Plant,High Energy Brown,1902,1468,59490
INV_801107,2025-06-24,Shepperton_Plant,Whole grain loaf,511,544,39829
INV_801108,2025-01-12,Shepperton_Plant,Soft white,917,916,32913
INV_801109,2025-06-04,Shepperton_Plant,High Energy Brown,1658,1153,59995
INV_801110,2025-04-09,Shepperton_Plant,Soft white,1294,991,33216
INV_801111,2025-01-01,Shepperton_Plant,High Energy Brown,1178,269,60904
INV_801112,2025-01-01,Shepperton_Plant,Low GI Seed loaf,1241,235,45563
INV_801113,2025-06-20,Shepperton_Plant,High Energy Brown,1924,1058,61770
INV_801114,2025-07-01,Shepperton_Plant,Soft white,1902,329,34789
INV_801115,2025-07-27,Shepperton_Plant,Whole grain loaf,1556,804,40581
INV_801116,2025-01-14,Shepperton_Plant,Whole grain loaf,1145,507,41219
INV_801117,2025-04-20,Shepperton_Plant,Soft white,1013,638,35164
INV_801118,2025-07-25,Shepperton_Plant,Whole grain loaf,1796,1668,41347
INV_801119,2025-07-22,Shepperton_Plant,Low GI Seed loaf,1121,1051,45633
INV_801120,2025-03-24,Shepperton_Plant,High Energy Brown,1538,1176,62132
INV_801121,2025-07-18,Shepperton_Plant,Low GI Seed loaf,1211,1664,45180
INV_801122,2025-04-08,Shepperton_Plant,Whole grain loaf,541,259,41629
INV_801123,2025-05-01,Shepperton_Plant,Whole grain loaf,1888,892,42625
INV_801124,2025-07-27,Shepperton_Plant,Whole grain loaf,1066,609,43082
INV_801125,2025-05-09,Shepperton_Plant,Low GI Seed loaf,908,807,45281
INV_801126,2025-01-23,Shepperton_Plant,Whole grain loaf,1713,358,44437
INV_801127,2025-03-10,Shepperton_Plant,Whole grain loaf,1526,1178,44785
INV_801128,2025-04-04,Shepperton_Plant,Low GI Seed loaf,602,586,45297
INV_801129,2025-05-13,Shepperton_Plant,Whole grain loaf,954,1217,44522
INV_801130,2025-07-09,Shepperton_Plant,Soft white,332,909,34587
INV_801131,2025-02-09,Shepperton_Plant,High Energy Brown,1165,1692,61605
INV_801132,2025-07-02,Shepperton_Plant,Whole grain loaf,617,519,44620
INV_801133,2025-03-13,Shepperton_Plant,Whole grain loaf,468,1509,43579
INV_801134,2025-03-18,Shepperton_Plant,High Energy Brown,550,457,61698
INV_801135,2025-06-03,Shepperton_Plant,Soft white,1292,1557,34322
INV_801136,2025-02-14,Shepperton_Plant,Soft white,1278,1353,34247
INV_801137,2025-05-13,Shepperton_Plant,Whole grain loaf,440,321,43698
INV_801138,2025-04-25,Shepperton_Plant,Soft white,1738,1482,34503
INV_801139,2025-04-14,Shepperton_Plant,Low GI Seed loaf,1060,381,45976
INV_801140,2025-03-11,Shepperton_Plant,High Energy Brown,1668,1454,61912
INV_801141,2025-07-04,Shepperton_Plant,Soft white,1178,790,34891
INV_801142,2025-02-25,Shepperton_Plant,Whole grain loaf,723,1478,42943
INV_801143,2025-01-12,Shepperton_Plant,Whole grain loaf,592,625,42910
INV_801144,2025-01-17,Shepperton_Plant,Whole grain loaf,1204,1794,42320
INV_801145,2025-03-05,Shepperton_Plant,Whole grain loaf,613,996,41937
INV_801146,2025-07-03,Shepperton_Plant,Low GI Seed loaf,733,663,46046
INV_801147,2025-01-12,Shepperton_Plant,Whole grain loaf,1431,704,42664
INV_801148,2025-04-13,Shepperton_Plant,Soft white,1672,652,35911
INV_801149,2025-03-28,Shepperton_Plant,High Energy Brown,994,1127,61779
INV_801150,2025-02-11,Shepperton_Plant,Low GI Seed loaf,349,1082,45313
INV_801151,2025-02-28,Shepperton_Plant,Whole grain loaf,1892,674,43882
INV_801152,2025-02-26,Shepperton_Plant,Low GI Seed loaf,393,304,45402
INV_801153,2025-02-18,Shepperton_Plant,Low GI Seed loaf,1076,315,46163
INV_801154,2025-02-20,Shepperton_Plant,Low GI Seed loaf,1507,381,47289
INV_801155,2025-07-22,Shepperton_Plant,Whole grain loaf,838,1309,43411
INV_801156,2025-04-07,Shepperton_Plant,Low GI Seed loaf,1163,549,47903
INV_801157,2025-07-15,Shepperton_Plant,High Energy Brown,1287,1519,61547
INV_801158,2025-03-15,Shepperton_Plant,Low GI Seed loaf,1384,1643,47644
INV_801159,2025-06-13,Shepperton_Plant,Soft white,1295,950,36256
INV_801160,2025-01-11,Shepperton_Plant,Whole grain loaf,1576,987,44000
INV_801161,2025-06-07,Shepperton_Plant,Low GI Seed loaf,1253,238,48659
INV_801162,2025-06-01,Shepperton_Plant,High Energy Brown,1528,561,62514
INV_801163,2025-04-17,Shepperton_Plant,Whole grain loaf,352,1709,42643
INV_801164,2025-02-13,Shepperton_Plant,High Energy Brown,1068,756,62826
INV_801165,2025-06-19,Shepperton_Plant,Soft white,1904,1411,36749
INV_801166,2025-07-04,Shepperton_Plant,Low GI Seed loaf,1814,1443,49030
INV_801167,2025-06-11,Shepperton_Plant,Soft white,1483,1748,36484
INV_801168,2025-07-04,Shepperton_Plant,Soft white,1053,1346,36191
INV_801169,2025-04-19,Shepperton_Plant,High Energy Brown,1883,874,63835
INV_801170,2025-03-19,Shepperton_Plant,High Energy Brown,1172,1654,63353
INV_801171,2025-04-14,Shepperton_Plant,Low GI Seed loaf,1276,1037,49269
INV_801172,2025-05-26,Shepperton_Plant,Low GI Seed loaf,1015,1218,49066
INV_801173,2025-06-08,Shepperton_Plant,Low GI Seed loaf,1993,226,50833
INV_801174,2025-01-23,Shepperton_Plant,High Energy Brown,403,965,62791
INV_801175,2025-07-26,Shepperton_Plant,Whole grain loaf,1761,288,44116
INV_801176,2025-05-05,Shepperton_Plant,Whole grain loaf,1207,839,44484
INV_801177,2025-05-21,Shepperton_Plant,Whole grain loaf,1840,1559,44765
INV_801178,2025-04-08,Shepperton_Plant,Soft white,1259,783,36667
INV_801179,2025-03-07,Shepperton_Plant,Low GI Seed loaf,1324,855,51302
INV_801180,2025-04-19,Shepperton_Plant,Low GI Seed loaf,909,790,51421
INV_801181,2025-06-17,Shepperton_Plant,Whole grain loaf,1642,1628,44779
INV_801182,2025-02-17,Shepperton_Plant,High Energy Brown,1623,1352,63062
INV_801183,2025-04-15,Shepperton_Plant,Soft white,689,1117,36239
INV_801184,2025-01-11,Shepperton_Plant,Whole grain loaf,1952,1709,45022
INV_801185,2025-04-02,Shepperton_Plant,Soft white,1209,1392,36056
INV_801186,2025-07-20,Shepperton_Plant,High Energy Brown,1813,1318,63557
INV_801187,2025-05-28,Shepperton_Plant,High Energy Brown,450,310,63697
INV_801188,2025-03-06,Shepperton_Plant,Soft white,458,1797,34717
INV_801189,2025-01-13,Shepperton_Plant,High Energy Brown,615,1439,62873
INV_801190,2025-05-21,Shepperton_Plant,Low GI Seed loaf,1345,310,52456
INV_801191,2025-01-14,Shepperton_Plant,Low GI Seed loaf,1450,1529,52377
INV_801192,2025-07-18,Shepperton_Plant,High Energy Brown,1995,1045,63823
INV_801193,2025-06-20,Shepperton_Plant,Soft white,751,265,35203
INV_801194,2025-03-04,Shepperton_Plant,High Energy Brown,737,640,63920
INV_801195,2025-02-26,Shepperton_Plant,Soft white,602,1604,34201
INV_801196,2025-05-12,Shepperton_Plant,Soft white,1228,966,34463
INV_801197,2025-02-21,Shepperton_Plant,Low GI Seed loaf,398,1604,51171
INV_801198,2025-03-14,Shepperton_Plant,Low GI Seed loaf,1757,1256,51672
INV_801199,2025-06-25,Shepperton_Plant,High Energy Brown,347,1367,62900
INV_801200,2025-06-04,Shepperton_Plant,High Energy Brown,1220,1092,63028
INV_801201,2025-02-19,Shepperton_Plant,High Energy Brown,1054,397,63685
INV_801202,2025-04-13,Shepperton_Plant,Soft white,1492,1023,34932
INV_801203,2025-05-07,Shepperton_Plant,Low GI Seed loaf,568,775,51465
INV_801204,2025-02-11,Shepperton_Plant,Soft white,478,1129,34281
INV_801205,2025-06-07,Shepperton_Plant,Low GI Seed loaf,1462,1704,51223
INV_801206,2025-07-16,Shepperton_Plant,High Energy Brown,350,1525,62510
INV_801207,2025-04-11,Shepperton_Plant,High Energy Brown,1298,1212,62596
INV_801208,2025-02-23,Shepperton_Plant,Whole grain loaf,1829,1369,45482
INV_801209,2025-02-22,Shepperton_Plant,Soft white,680,610,34351
INV_801210,2025-07-19,Shepperton_Plant,Low GI Seed loaf,682,1475,50430
INV_801211,2025-01-22,Shepperton_Plant,Low GI Seed loaf,1977,882,51525
INV_801212,2025-01-11,Shepperton_Plant,Low GI Seed loaf,1754,1624,51655
INV_801213,2025-03-21,Shepperton_Plant,Whole grain loaf,374,248,45608
INV_801214,2025-04-21,Shepperton_Plant,Low GI Seed loaf,1225,595,52285
INV_801215,2025-06-17,Shepperton_Plant,Low GI Seed loaf,814,1069,52030
INV_801216,2025-03-13,Shepperton_Plant,High Energy Brown,1582,969,63209
INV_801217,2025-01-10,Shepperton_Plant,Whole grain loaf,806,1022,45392
INV_801218,2025-07-12,Shepperton_Plant,Whole grain loaf,1395,515,46272
INV_801219,2025-01-21,Shepperton_Plant,Soft white,633,797,34187
INV_801220,2025-06-20,Shepperton_Plant,Low GI Seed loaf,351,1369,51012
INV_801221,2025-07-14,Shepperton_Plant,Low GI Seed loaf,1340,287,52065
INV_801222,2025-02-25,Shepperton_Plant,Soft white,1849,1598,34438
INV_801223,2025-05-20,Shepperton_Plant,Low GI Seed loaf,494,830,51729
INV_801224,2025-06-15,Shepperton_Plant,High Energy Brown,806,856,63159
INV_801225,2025-03-18,Shepperton_Plant,High Energy Brown,573,1540,62192
INV_801226,2025-05-13,Shepperton_Plant,Whole grain loaf,1595,1386,46481
INV_801227,2025-01-22,Shepperton_Plant,Whole grain loaf,453,471,46463
INV_801228,2025-03-10,Shepperton_Plant,Whole grain loaf,1841,1270,47034
INV_801229,2025-02-09,Shepperton_Plant,High Energy Brown,1055,570,62677
INV_801230,2025-03-02,Shepperton_Plant,Whole grain loaf,329,656,46707
INV_801231,2025-06-26,Shepperton_Plant,Soft white,1598,646,35390
INV_801232,2025-02-10,Shepperton_Plant,Whole grain loaf,1119,296,47530
INV_801233,2025-07-06,Shepperton_Plant,Low GI Seed loaf,1425,1114,52040
INV_801234,2025-03-12,Shepperton_Plant,Soft white,614,1138,34866
INV_801235,2025-03-06,Shepperton_Plant,Whole grain loaf,559,592,47497
INV_801236,2025-01-17,Shepperton_Plant,Whole grain loaf,539,904,47132
INV_801237,2025-04-09,Shepperton_Plant,Whole grain loaf,355,795,46692
INV_801238,2025-07-24,Shepperton_Plant,Whole grain loaf,1819,710,47801
INV_801239,2025-03-20,Shepperton_Plant,Soft white,992,1470,34388
INV_801240,2025-07-13,Shepperton_Plant,Whole grain loaf,1232,315,48718
INV_801241,2025-07-11,Shepperton_Plant,High Energy Brown,543,824,62396
INV_801242,2025-06-20,Shepperton_Plant,Whole grain loaf,1361,991,49088
INV_801243,2025-06-27,Shepperton_Plant,High Energy Brown,379,601,62174
INV_801244,2025-04-12,Shepperton_Plant,High Energy Brown,1516,1774,61916
INV_801245,2025-06-08,Shepperton_Plant,Whole grain loaf,874,1669,48293
INV_801246,2025-04-05,Shepperton_Plant,Whole grain loaf,1487,571,49209
INV_801247,2025-02-19,Shepperton_Plant,Whole grain loaf,317,780,48746
INV_801248,2025-07-13,Shepperton_Plant,High Energy Brown,527,377,62066
INV_801249,2025-03-28,Shepperton_Plant,Whole grain loaf,822,1649,47919
INV_801250,2025-02-20,Shepperton_Plant,Soft white,1948,1118,35218
INV_801251,2025-04-07,Shepperton_Plant,Low GI Seed loaf,1976,1663,52353
INV_801252,2025-01-14,Shepperton_Plant,Soft white,1982,432,36768
INV_801253,2025-05-24,Shepperton_Plant,Soft white,841,993,36616
INV_801254,2025-03-18,Shepperton_Plant,Low GI Seed loaf,673,833,52193
INV_801255,2025-05-07,Shepperton_Plant,Soft white,1631,1223,37024
INV_801256,2025-02-02,Shepperton_Plant,Whole grain loaf,348,1785,46482
INV_801257,2025-02-05,Shepperton_Plant,Low GI Seed loaf,638,688,52143
INV_801258,2025-06-16,Shepperton_Plant,Whole grain loaf,755,911,46326
INV_801259,2025-06-08,Shepperton_Plant,Soft white,603,1598,36029
INV_801260,2025-01-05,Shepperton_Plant,Low GI Seed loaf,1132,1156,52119
INV_801261,2025-05-14,Shepperton_Plant,Soft white,1477,533,36973
INV_801262,2025-01-06,Shepperton_Plant,Low GI Seed loaf,1586,385,53320
INV_801263,2025-03-22,Shepperton_Plant,Whole grain loaf,503,1687,45142
INV_801264,2025-04-04,Shepperton_Plant,Soft white,1531,763,37741
INV_801265,2025-05-21,Shepperton_Plant,Soft white,565,1188,37118
INV_801266,2025-06-28,Shepperton_Plant,Whole grain loaf,498,523,45117
INV_801267,2025-06-09,Shepperton_Plant,Low GI Seed loaf,1214,1550,52984
INV_801268,2025-06-27,Shepperton_Plant,High Energy Brown,775,1510,61331
INV_801269,2025-07-01,Shepperton_Plant,Whole grain loaf,1643,543,46217
INV_801270,2025-01-18,Shepperton_Plant,Whole grain loaf,1856,475,47598
INV_801271,2025-03-13,Shepperton_Plant,Soft white,676,529,37265
INV_801272,2025-05-07,Shepperton_Plant,Whole grain loaf,784,648,47734
INV_801273,2025-02-14,Shepperton_Plant,Soft white,560,1493,36332
INV_801274,2025-02-24,Shepperton_Plant,Whole grain loaf,1934,314,49354
INV_801275,2025-04-21,Shepperton_Plant,Whole grain loaf,1481,1462,49373
INV_801276,2025-02-07,Shepperton_Plant,Whole grain loaf,655,1665,48363
INV_801277,2025-05-20,Shepperton_Plant,High Energy Brown,727,1576,60482
INV_801278,2025-01-05,Shepperton_Plant,Low GI Seed loaf,1382,1712,52654
INV_801279,2025-04-14,Shepperton_Plant,Whole grain loaf,658,1238,47783
INV_801280,2025-02-28,Shepperton_Plant,Soft white,1617,1087,36862
INV_801281,2025-06-28,Shepperton_Plant,Low GI Seed loaf,628,649,52633
INV_801282,2025-01-22,Shepperton_Plant,Whole grain loaf,1031,1039,47775
INV_801283,2025-05-01,Shepperton_Plant,Soft white,1773,1472,37163
INV_801284,2025-01-19,Shepperton_Plant,Low GI Seed loaf,1499,1053,53079
INV_801285,2025-04-23,Shepperton_Plant,Soft white,426,902,36687
INV_801286,2025-05-08,Shepperton_Plant,Soft white,315,858,36144
INV_801287,2025-06-09,Shepperton_Plant,High Energy Brown,1282,1568,60196
INV_801288,2025-03-24,Shepperton_Plant,High Energy Brown,1492,1068,60620
INV_801289,2025-06-18,Shepperton_Plant,High Energy Brown,361,1259,59722
INV_801290,2025-02-15,Shepperton_Plant,High Energy Brown,590,500,59812
INV_801291,2025-04-24,Shepperton_Plant,Whole grain loaf,1597,934,48438
INV_801292,2025-04-03,Shepperton_Plant,Low GI Seed loaf,819,1771,52127
INV_801293,2025-02-16,Shepperton_Plant,High Energy Brown,563,1247,59128
INV_801294,2025-05-24,Shepperton_Plant,Low GI Seed loaf,994,1124,51997
INV_801295,2025-04-16,Shepperton_Plant,Soft white,1212,891,36465
INV_801296,2025-02-26,Shepperton_Plant,Low GI Seed loaf,1784,253,53528
INV_801297,2025-01-20,Shepperton_Plant,Whole grain loaf,1741,632,49547
INV_801298,2025-03-26,Shepperton_Plant,Whole grain loaf,1142,610,50079
INV_801299,2025-03-26,Shepperton_Plant,High Energy Brown,991,1121,58998
INV_801300,2025-06-25,Shepperton_Plant,Low GI Seed loaf,1294,1014,53808
INV_801301,2025-03-05,Shepperton_Plant,Whole grain loaf,1201,1211,50069
INV_801302,2025-01-02,Shepperton_Plant,Soft white,1815,758,37522
INV_801303,2025-06-15,Shepperton_Plant,Whole grain loaf,569,1371,49267
INV_801304,2025-07-10,Shepperton_Plant,Low GI Seed loaf,531,1730,52609
INV_801305,2025-07-26,Shepperton_Plant,Soft white,474,895,37101
INV_801306,2025-07-01,Shepperton_Plant,Low GI Seed loaf,1566,1216,52959
INV_801307,2025-02-26,Shepperton_Plant,Soft white,684,1508,36277
INV_801308,2025-02-08,Shepperton_Plant,High Energy Brown,761,914,58845
INV_801309,2025-03-28,Shepperton_Plant,Soft white,1900,1572,36605
INV_801310,2025-07-19,Shepperton_Plant,Whole grain loaf,1713,1366,49614
INV_801311,2025-04-23,Shepperton_Plant,Soft white,1849,261,38193
INV_801312,2025-06-08,Shepperton_Plant,Whole grain loaf,964,1557,49021
INV_801313,2025-01-06,Shepperton_Plant,Soft white,796,1771,37218
INV_801314,2025-03-01,Shepperton_Plant,Soft white,1532,701,38049
INV_801315,2025-07-05,Shepperton_Plant,Whole grain loaf,1824,810,50035
INV_801316,2025-01-28,Shepperton_Plant,Low GI Seed loaf,1485,1627,52817
INV_801317,2025-07-13,Shepperton_Plant,Low GI Seed loaf,716,1494,52039
INV_801318,2025-07-14,Shepperton_Plant,Whole grain loaf,382,1267,49150
INV_801319,2025-03-26,Shepperton_Plant,Soft white,937,1400,37586
INV_801320,2025-03-10,Shepperton_Plant,Low GI Seed loaf,389,854,51574
INV_801321,2025-01-07,Shepperton_Plant,High Energy Brown,982,1425,58402
INV_801322,2025-06-19,Shepperton_Plant,Whole grain loaf,1934,850,50234
INV_801323,2025-06-12,Shepperton_Plant,Soft white,824,763,37647
INV_801324,2025-06-02,Shepperton_Plant,Low GI Seed loaf,1750,824,52500
INV_801325,2025-06-25,Shepperton_Plant,Low GI Seed loaf,928,653,52775
INV_801326,2025-04-23,Shepperton_Plant,Soft white,1204,566,38285
INV_801327,2025-02-12,Shepperton_Plant,High Energy Brown,328,1586,57144
INV_801328,2025-04-23,Shepperton_Plant,Soft white,1831,836,39280
INV_801329,2025-04-10,Shepperton_Plant,Whole grain loaf,404,622,50016
INV_801330,2025-03-27,Shepperton_Plant,Soft white,1870,1729,39421
INV_801331,2025-04-24,Shepperton_Plant,Low GI Seed loaf,1217,984,53008
INV_801332,2025-05-08,Shepperton_Plant,High Energy Brown,1568,1060,57652
INV_801333,2025-01-01,Shepperton_Plant,Low GI Seed loaf,1615,1603,53020
INV_801334,2025-03-02,Shepperton_Plant,Whole grain loaf,1640,563,51093
INV_801335,2025-07-28,Shepperton_Plant,Whole grain loaf,1733,247,52579
INV_801336,2025-07-12,Shepperton_Plant,Whole grain loaf,1276,1237,52618
INV_801337,2025-06-24,Shepperton_Plant,Whole grain loaf,1792,363,54047
INV_801338,2025-05-02,Shepperton_Plant,Low GI Seed loaf,1354,1720,52654
INV_801339,2025-06-06,Shepperton_Plant,Whole grain loaf,1291,380,54958
INV_801340,2025-05-26,Shepperton_Plant,Whole grain loaf,649,742,54865
INV_801341,2025-02-06,Shepperton_Plant,Low GI Seed loaf,1232,789,53097
INV_801342,2025-06-11,Shepperton_Plant,Whole grain loaf,1581,337,56109
INV_801343,2025-04-10,Shepperton_Plant,Soft white,688,1005,39104
INV_801344,2025-05-16,Shepperton_Plant,Whole grain loaf,1148,1558,55699
INV_801345,2025-02-01,Shepperton_Plant,Whole grain loaf,1285,1443,55541
INV_801346,2025-02-15,Shepperton_Plant,Whole grain loaf,1943,1501,55983
INV_801347,2025-07-18,Shepperton_Plant,Low GI Seed loaf,1202,326,53973
INV_801348,2025-01-02,Shepperton_Plant,Whole grain loaf,1877,1574,56286
INV_801349,2025-02-15,Shepperton_Plant,Soft white,774,427,39451
INV_801350,2025-06-01,Shepperton_Plant,Whole grain loaf,892,321,56857
INV_801351,2025-01-28,Shepperton_Plant,Whole grain loaf,884,214,57527
INV_801352,2025-07-19,Shepperton_Plant,Low GI Seed loaf,734,1192,53515
INV_801353,2025-06-08,Shepperton_Plant,Soft white,754,991,39214
INV_801354,2025-01-24,Shepperton_Plant,Low GI Seed loaf,1498,1587,53426
INV_801355,2025-05-14,Shepperton_Plant,Whole grain loaf,1415,575,58367
INV_801356,2025-03-10,Shepperton_Plant,Low GI Seed loaf,600,306,53720
INV_801357,2025-03-04,Shepperton_Plant,Soft white,1932,557,40589
INV_801358,2025-06-18,Shepperton_Plant,Soft white,437,447,40579
INV_801359,2025-04-13,Shepperton_Plant,High Energy Brown,756,223,58185
INV_801360,2025-06-17,Shepperton_Plant,Soft white,648,419,40808
INV_801361,2025-01-04,Shepperton_Plant,Whole grain loaf,1837,1364,58840
INV_801362,2025-02-01,Shepperton_Plant,Low GI Seed loaf,944,315,54349
INV_801363,2025-05-03,Shepperton_Plant,Whole grain loaf,318,1119,58039
INV_801364,2025-06-02,Shepperton_Plant,Soft white,715,275,41248
INV_801365,2025-01-07,Shepperton_Plant,Soft white,519,1423,40344
INV_801366,2025-07-26,Shepperton_Plant,Soft white,361,1236,39469
