timestamp,plant,depot_id,batch_id,sku,quantity_produced,line_id,operator_id,stacked_before_robot,squashed,torn,undersized_small,valleys,loose_packs,pale_underbaked
2025-01-31 00:14:19,Shepperton,Murehwa,BATCH_18936,High Energy Brown,201,Line5,OP_ANNE,13,31,13,5,19,5,2
2025-06-02 12:39:18,Shepperton,Harare,BATCH_19527,High Energy Brown,1097,Line2,OP_EFFIE,5,11,1,1,5,5,3
2025-02-25 02:49:12,Shepperton,Mutare,BATCH_24058,High Energy Brown,1868,Line3,OP_MUNYA,9,4,3,2,3,4,2
2025-05-01 17:35:57,Shepperton,Murehwa,BATCH_16802,Whole grain loaf,1356,Line3,OP_EFFIE,7,2,4,3,5,3,5
2025-06-26 19:19:47,Shepperton,Murehwa,BATCH_11562,Soft white,1195,Line4,OP_CHIPO,0,1,6,0,9,8,2
2025-05-19 00:01:14,Shepperton,Mutare,BATCH_19566,Soft white,823,Line1,OP_MUNYA,9,10,8,3,21,12,8
2025-03-15 03:10:53,Shepperton,Bindura,BATCH_16872,Whole grain loaf,971,Line5,OP_MUNYA,6,0,0,6,2,19,8
2025-01-11 08:05:50,Shepperton,Murehwa,BATCH_16883,High Energy Brown,868,Line3,OP_EFFIE,1,0,2,2,11,4,1
2025-05-19 21:28:08,Shepperton,Mutare,BATCH_18034,Low GI Seed loaf,1241,Line1,OP_EFFIE,6,2,14,3,22,0,3
2025-05-11 07:59:44,Shepperton,Hatcliff,BATCH_12531,Low GI Seed loaf,433,Line1,OP_TAFADZWA,24,21,6,8,4,6,14
2025-04-28 22:47:46,Shepperton,Chegutu,BATCH_23913,Soft white,414,Line4,OP_MUNYA,9,11,6,6,10,3,1
2025-02-14 00:24:34,Shepperton,Chegutu,BATCH_16013,Whole grain loaf,1343,Line2,OP_MUNYA,5,3,0,4,8,1,3
2025-07-25 15:36:49,Shepperton,Hatcliff,BATCH_18193,High Energy Brown,1274,Line2,OP_ANNE,8,6,1,0,6,8,3
2025-06-06 03:18:15,Shepperton,Chegutu,BATCH_13909,Whole grain loaf,520,Line1,OP_ANNE,4,4,9,0,10,16,4
2025-01-27 00:45:19,Shepperton,Chinhoyi,BATCH_18645,Whole grain loaf,811,Line3,OP_CHIPO,3,4,1,1,0,4,1
2025-03-20 00:45:35,Shepperton,Mutare,BATCH_21436,Soft white,712,Line4,OP_TAFADZWA,20,3,16,0,7,17,1
2025-06-18 01:50:16,Shepperton,Chegutu,BATCH_11659,Soft white,623,Line1,OP_CHIPO,18,22,0,2,10,9,0
2025-04-25 12:10:27,Shepperton,Chegutu,BATCH_18063,High Energy Brown,351,Line4,OP_RUDO,6,1,12,6,2,10,0
2025-07-17 05:10:15,Shepperton,Chegutu,BATCH_17231,Soft white,1722,Line5,OP_MUNYA,19,6,6,3,19,2,3
2025-07-01 10:02:09,Shepperton,Murehwa,BATCH_11370,Low GI Seed loaf,1959,Line1,OP_RUDO,10,14,3,2,0,2,8
2025-01-02 17:50:53,Shepperton,Harare,BATCH_14978,High Energy Brown,1653,Line4,OP_CHIPO,3,10,9,8,20,7,2
2025-07-20 07:42:49,Shepperton,Chinhoyi,BATCH_22146,Soft white,1392,Line5,OP_EFFIE,0,15,3,19,21,8,0
2025-03-05 17:32:16,Shepperton,Chegutu,BATCH_17507,Whole grain loaf,1561,Line1,OP_MUNYA,24,14,0,9,22,15,8
2025-06-30 07:35:37,Shepperton,Chinhoyi,BATCH_23908,Low GI Seed loaf,572,Line2,OP_ANNE,10,5,9,1,2,8,5
2025-06-29 18:48:04,Shepperton,Murehwa,BATCH_13898,Soft white,1967,Line4,OP_RUDO,3,10,9,5,20,7,0
2025-06-08 18:11:20,Shepperton,Chinhoyi,BATCH_17391,High Energy Brown,827,Line5,OP_EFFIE,10,23,13,5,10,3,11
2025-05-28 07:36:58,Shepperton,Chinhoyi,BATCH_24450,Whole grain loaf,461,Line1,OP_ANNE,0,15,4,9,21,9,9
2025-01-13 17:48:31,Shepperton,Hatcliff,BATCH_22749,High Energy Brown,204,Line5,OP_ANNE,28,31,6,10,19,15,8
2025-01-23 02:45:05,Shepperton,Murehwa,BATCH_10657,Low GI Seed loaf,265,Line2,OP_RUDO,5,6,2,4,6,12,3
2025-06-25 20:28:28,Shepperton,Chegutu,BATCH_19571,Whole grain loaf,695,Line3,OP_RUDO,4,2,3,1,5,0,1
2025-05-13 08:15:23,Shepperton,Harare,BATCH_12501,High Energy Brown,1707,Line4,OP_ANNE,10,2,9,2,6,1,1
2025-05-11 17:51:06,Shepperton,Harare,BATCH_16473,Low GI Seed loaf,1895,Line5,OP_ANNE,26,0,6,2,45,3,8
2025-07-30 01:28:06,Shepperton,Mutare,BATCH_12582,Soft white,1699,Line4,OP_CHIPO,3,5,2,6,1,9,0
2025-07-27 21:39:36,Shepperton,Harare,BATCH_17593,Whole grain loaf,1541,Line3,OP_RUDO,4,7,0,5,10,5,1
2025-07-26 01:19:02,Shepperton,Harare,BATCH_23017,Soft white,298,Line1,OP_RUDO,18,30,0,3,14,16,8
2025-05-15 03:56:26,Shepperton,Chegutu,BATCH_17717,High Energy Brown,903,Line2,OP_CHIPO,1,3,1,2,5,1,3
2025-02-04 23:05:45,Shepperton,Harare,BATCH_14676,Soft white,506,Line4,OP_ANNE,21,10,8,5,15,7,10
2025-01-16 14:13:23,Shepperton,Murehwa,BATCH_14649,Whole grain loaf,1814,Line5,OP_MUNYA,15,0,6,8,5,13,5
2025-01-29 22:02:24,Shepperton,Murehwa,BATCH_19613,Whole grain loaf,353,Line1,OP_MUNYA,21,24,9,10,20,14,14
2025-04-11 17:50:25,Shepperton,Chinhoyi,BATCH_14738,Whole grain loaf,1469,Line3,OP_TAFADZWA,8,2,1,3,6,3,4
2025-07-02 05:06:48,Shepperton,Mutare,BATCH_21034,High Energy Brown,457,Line3,OP_TAFADZWA,10,2,0,3,1,4,4
2025-03-19 03:17:57,Shepperton,Hatcliff,BATCH_18289,High Energy Brown,1957,Line4,OP_RUDO,3,6,12,6,27,5,5
2025-01-31 03:25:25,Shepperton,Bindura,BATCH_15477,High Energy Brown,1794,Line4,OP_EFFIE,10,9,0,6,18,2,6
2025-03-15 08:05:56,Shepperton,Harare,BATCH_12477,Soft white,336,Line4,OP_CHIPO,0,5,1,6,20,16,6
2025-05-11 12:39:07,Shepperton,Bindura,BATCH_12919,High Energy Brown,1117,Line2,OP_MUNYA,0,1,1,1,3,4,3
2025-04-07 11:03:26,Shepperton,Bindura,BATCH_24442,Soft white,1266,Line5,OP_TAFADZWA,8,13,6,3,15,13,2
2025-03-23 10:20:55,Shepperton,Bindura,BATCH_12996,Soft white,978,Line2,OP_RUDO,12,12,5,0,4,10,0
2025-01-14 21:25:46,Shepperton,Chinhoyi,BATCH_15572,Whole grain loaf,1140,Line2,OP_TAFADZWA,12,4,5,1,7,2,5
2025-04-12 11:06:05,Shepperton,Murehwa,BATCH_20938,Whole grain loaf,932,Line4,OP_MUNYA,9,6,2,7,15,9,6
2025-02-08 04:33:16,Shepperton,Harare,BATCH_20137,Whole grain loaf,499,Line5,OP_MUNYA,19,29,8,0,3,19,8
2025-07-02 01:44:31,Shepperton,Chegutu,BATCH_17632,Soft white,701,Line4,OP_RUDO,8,0,0,5,6,2,5
2025-03-04 00:44:22,Shepperton,Chinhoyi,BATCH_14990,High Energy Brown,1368,Line2,OP_EFFIE,2,1,6,2,1,4,6
2025-05-17 05:09:23,Shepperton,Mutare,BATCH_12119,Low GI Seed loaf,991,Line5,OP_MUNYA,16,13,6,18,16,13,8
2025-06-18 12:36:27,Shepperton,Murehwa,BATCH_17510,Soft white,1458,Line4,OP_MUNYA,6,1,2,5,8,5,1
2025-03-24 12:35:44,Shepperton,Mutare,BATCH_10083,High Energy Brown,622,Line2,OP_MUNYA,6,6,2,1,8,7,0
2025-06-07 03:59:33,Shepperton,Chegutu,BATCH_11026,High Energy Brown,1345,Line2,OP_ANNE,8,4,1,0,3,10,1
2025-03-29 08:18:11,Shepperton,Mutare,BATCH_18431,Soft white,1153,Line2,OP_EFFIE,4,6,5,7,13,6,3
2025-05-23 02:19:45,Shepperton,Murehwa,BATCH_12360,Soft white,1306,Line3,OP_TAFADZWA,5,7,1,2,0,7,2
2025-05-05 13:19:16,Shepperton,Harare,BATCH_13467,Whole grain loaf,605,Line5,OP_MUNYA,6,5,2,16,8,15,5
2025-03-15 13:23:41,Shepperton,Chinhoyi,BATCH_14629,Low GI Seed loaf,1219,Line1,OP_EFFIE,18,10,3,2,18,12,0
2025-04-27 23:15:42,Shepperton,Bindura,BATCH_14187,High Energy Brown,1048,Line3,OP_CHIPO,12,1,1,0,13,4,0
2025-01-11 04:56:49,Shepperton,Chinhoyi,BATCH_15821,Low GI Seed loaf,1145,Line1,OP_MUNYA,2,10,8,3,34,4,0
2025-07-24 00:59:56,Shepperton,Chinhoyi,BATCH_17563,High Energy Brown,621,Line3,OP_EFFIE,4,2,6,1,3,9,2
2025-07-07 22:25:38,Shepperton,Harare,BATCH_18596,Whole grain loaf,1065,Line4,OP_CHIPO,14,2,3,9,16,0,1
2025-04-28 04:18:04,Shepperton,Bindura,BATCH_20464,High Energy Brown,1348,Line2,OP_TAFADZWA,5,1,4,4,8,1,3
2025-05-03 12:07:02,Shepperton,Bindura,BATCH_18287,High Energy Brown,1986,Line3,OP_EFFIE,0,2,4,1,7,4,2
2025-07-19 05:52:34,Shepperton,Hatcliff,BATCH_21180,Low GI Seed loaf,1061,Line4,OP_RUDO,5,11,10,3,3,8,2
2025-06-14 21:50:25,Shepperton,Hatcliff,BATCH_24289,Whole grain loaf,1315,Line3,OP_RUDO,1,4,0,1,3,1,4
2025-04-18 12:08:13,Shepperton,Murehwa,BATCH_11002,Low GI Seed loaf,709,Line3,OP_RUDO,5,2,3,0,13,6,1
2025-07-20 20:13:43,Shepperton,Chegutu,BATCH_23929,Soft white,977,Line2,OP_CHIPO,5,8,8,1,9,3,3
2025-02-16 05:09:02,Shepperton,Hatcliff,BATCH_15665,Soft white,402,Line2,OP_MUNYA,5,1,9,3,1,6,1
2025-03-14 16:48:48,Shepperton,Mutare,BATCH_14740,Soft white,1580,Line3,OP_EFFIE,2,3,1,5,2,3,1
2025-02-19 14:15:33,Shepperton,Harare,BATCH_21967,Whole grain loaf,1630,Line2,OP_TAFADZWA,1,6,0,4,17,2,4
2025-03-17 09:35:24,Shepperton,Chinhoyi,BATCH_14303,Whole grain loaf,1601,Line3,OP_ANNE,0,0,0,2,3,4,1
2025-02-27 00:33:08,Shepperton,Mutare,BATCH_20200,Soft white,668,Line3,OP_MUNYA,3,2,3,1,3,2,5
2025-05-08 18:20:04,Shepperton,Bindura,BATCH_14819,Whole grain loaf,619,Line3,OP_RUDO,5,3,2,0,4,0,0
2025-05-15 12:10:46,Shepperton,Chinhoyi,BATCH_21753,Whole grain loaf,833,Line3,OP_MUNYA,1,5,3,3,6,0,2
2025-06-12 21:32:14,Shepperton,Harare,BATCH_14900,High Energy Brown,842,Line2,OP_TAFADZWA,5,4,1,2,2,12,0
2025-03-12 11:51:53,Shepperton,Mutare,BATCH_20444,Low GI Seed loaf,215,Line3,OP_EFFIE,5,1,1,2,12,2,0
2025-03-02 20:00:29,Shepperton,Chinhoyi,BATCH_23455,Soft white,436,Line3,OP_ANNE,4,4,1,2,1,2,0
2025-03-15 12:44:16,Shepperton,Bindura,BATCH_20718,Soft white,768,Line5,OP_TAFADZWA,16,16,6,10,0,13,6
2025-01-13 22:50:43,Shepperton,Hatcliff,BATCH_10167,Whole grain loaf,1464,Line1,OP_CHIPO,9,10,18,4,14,4,4
2025-03-31 15:10:00,Shepperton,Mutare,BATCH_23905,Low GI Seed loaf,944,Line4,OP_CHIPO,14,15,0,5,31,12,2
2025-05-13 15:21:23,Shepperton,Chegutu,BATCH_10850,Soft white,519,Line5,OP_ANNE,21,8,11,2,13,10,13
2025-06-03 06:44:03,Shepperton,Mutare,BATCH_24258,High Energy Brown,1645,Line1,OP_TAFADZWA,3,0,3,14,36,22,15
2025-03-12 09:25:50,Shepperton,Bindura,BATCH_10535,High Energy Brown,1462,Line4,OP_RUDO,14,9,0,0,18,12,2
2025-04-26 11:31:06,Shepperton,Mutare,BATCH_15958,Soft white,446,Line3,OP_CHIPO,3,5,1,1,4,0,5
2025-03-10 07:05:26,Shepperton,Mutare,BATCH_17439,Low GI Seed loaf,958,Line3,OP_MUNYA,5,2,2,4,6,6,3
2025-04-05 01:32:05,Shepperton,Bindura,BATCH_11482,Soft white,1022,Line4,OP_CHIPO,9,9,1,3,3,9,8
2025-06-12 15:16:59,Shepperton,Bindura,BATCH_22479,Whole grain loaf,309,Line1,OP_EFFIE,14,18,2,2,27,10,3
2025-07-05 12:09:55,Shepperton,Murehwa,BATCH_15350,High Energy Brown,1750,Line1,OP_ANNE,21,20,14,3,32,2,9
2025-05-11 15:32:47,Shepperton,Murehwa,BATCH_17229,High Energy Brown,1500,Line1,OP_RUDO,10,2,2,10,3,20,6
2025-04-08 23:18:05,Shepperton,Bindura,BATCH_10895,High Energy Brown,662,Line5,OP_ANNE,13,6,13,16,18,11,2
2025-06-25 22:20:01,Shepperton,Harare,BATCH_18957,Soft white,1007,Line1,OP_TAFADZWA,10,22,8,0,15,2,8
2025-06-18 11:24:15,Shepperton,Bindura,BATCH_13233,Low GI Seed loaf,272,Line1,OP_RUDO,0,15,21,3,8,6,10
2025-07-03 14:05:36,Shepperton,Murehwa,BATCH_12882,Whole grain loaf,397,Line2,OP_RUDO,1,3,4,0,4,3,1
2025-02-25 16:25:02,Shepperton,Mutare,BATCH_19636,Soft white,668,Line2,OP_CHIPO,10,12,7,3,1,1,0
2025-04-30 03:34:56,Shepperton,Murehwa,BATCH_17712,Low GI Seed loaf,1029,Line1,OP_TAFADZWA,15,14,21,8,15,2,2
2025-04-23 06:03:17,Shepperton,Chinhoyi,BATCH_17652,Soft white,1292,Line4,OP_MUNYA,15,11,7,3,6,8,0
2025-07-28 06:24:36,Shepperton,Harare,BATCH_11483,High Energy Brown,427,Line3,OP_RUDO,6,0,0,0,6,0,4
2025-04-20 06:54:54,Shepperton,Hatcliff,BATCH_20892,Soft white,1873,Line4,OP_ANNE,14,21,17,1,21,10,6
2025-02-13 06:44:29,Shepperton,Chinhoyi,BATCH_14747,Soft white,318,Line2,OP_TAFADZWA,12,1,5,4,6,9,0
2025-03-29 06:53:06,Shepperton,Murehwa,BATCH_13256,High Energy Brown,557,Line2,OP_RUDO,1,5,0,4,7,1,5
2025-05-04 18:08:49,Shepperton,Mutare,BATCH_22933,High Energy Brown,1281,Line3,OP_TAFADZWA,1,9,2,1,5,0,3
2025-02-26 04:20:42,Shepperton,Chinhoyi,BATCH_12518,Soft white,556,Line1,OP_MUNYA,26,3,12,4,8,6,9
2025-07-26 20:06:21,Shepperton,Chinhoyi,BATCH_20305,High Energy Brown,1994,Line5,OP_EFFIE,34,16,13,3,34,8,0
2025-06-11 18:31:35,Shepperton,Chinhoyi,BATCH_23612,Whole grain loaf,1141,Line1,OP_RUDO,14,4,0,4,12,18,6
2025-03-21 04:55:08,Shepperton,Harare,BATCH_14459,High Energy Brown,964,Line4,OP_MUNYA,0,10,5,0,11,10,2
2025-05-03 12:05:40,Shepperton,Hatcliff,BATCH_19952,High Energy Brown,1688,Line5,OP_MUNYA,23,8,6,0,5,6,5
2025-04-08 09:33:44,Shepperton,Mutare,BATCH_13838,Whole grain loaf,870,Line2,OP_MUNYA,5,3,5,0,0,5,2
2025-01-31 16:36:28,Shepperton,Hatcliff,BATCH_16832,Soft white,1875,Line4,OP_CHIPO,3,5,9,0,12,8,5
2025-07-08 02:21:28,Shepperton,Bindura,BATCH_24270,Soft white,840,Line4,OP_RUDO,1,8,11,6,7,2,2
2025-02-18 06:18:15,Shepperton,Murehwa,BATCH_22036,Whole grain loaf,598,Line4,OP_ANNE,9,10,8,1,1,2,6
2025-02-19 19:49:39,Shepperton,Chegutu,BATCH_21633,High Energy Brown,293,Line5,OP_CHIPO,19,16,23,2,0,0,8
2025-06-02 14:03:49,Shepperton,Harare,BATCH_12390,Whole grain loaf,860,Line1,OP_RUDO,21,0,3,14,24,8,4
2025-06-23 03:33:18,Shepperton,Hatcliff,BATCH_18101,High Energy Brown,851,Line5,OP_CHIPO,16,31,13,16,2,2,6
2025-04-17 02:44:48,Shepperton,Murehwa,BATCH_20010,Soft white,1747,Line4,OP_RUDO,14,3,0,1,21,8,2
2025-06-18 17:57:53,Shepperton,Murehwa,BATCH_13214,Whole grain loaf,711,Line1,OP_CHIPO,18,3,14,0,36,4,3
2025-04-23 09:40:46,Shepperton,Harare,BATCH_21777,Low GI Seed loaf,382,Line4,OP_TAFADZWA,20,3,2,7,20,0,6
2025-04-21 03:10:06,Shepperton,Harare,BATCH_11858,High Energy Brown,912,Line5,OP_ANNE,6,16,8,19,26,15,5
2025-06-16 09:35:41,Shepperton,Murehwa,BATCH_11199,Whole grain loaf,807,Line4,OP_RUDO,26,21,0,10,14,20,1
2025-06-13 09:08:15,Shepperton,Bindura,BATCH_15046,Soft white,503,Line2,OP_TAFADZWA,6,6,9,0,0,4,0
2025-04-05 14:22:01,Shepperton,Hatcliff,BATCH_12025,Whole grain loaf,263,Line1,OP_CHIPO,15,10,6,10,2,9,4
2025-02-02 15:05:27,Shepperton,Chegutu,BATCH_18348,Whole grain loaf,1783,Line4,OP_CHIPO,18,7,0,5,6,9,5
2025-04-28 16:07:14,Shepperton,Chegutu,BATCH_10247,Whole grain loaf,1736,Line2,OP_TAFADZWA,12,1,0,2,13,1,2
2025-05-08 15:45:13,Shepperton,Chegutu,BATCH_19993,Whole grain loaf,1623,Line3,OP_CHIPO,5,1,4,0,1,1,2
2025-02-11 09:39:01,Shepperton,Chinhoyi,BATCH_21300,High Energy Brown,1423,Line3,OP_CHIPO,5,4,2,0,3,4,2
2025-07-03 13:51:10,Shepperton,Hatcliff,BATCH_24469,Low GI Seed loaf,276,Line1,OP_MUNYA,27,15,14,6,10,14,0
2025-05-30 01:15:18,Shepperton,Chinhoyi,BATCH_24769,Whole grain loaf,416,Line1,OP_EFFIE,8,3,24,9,39,12,3
2025-07-13 08:22:56,Shepperton,Chinhoyi,BATCH_22210,High Energy Brown,1706,Line2,OP_EFFIE,5,5,2,2,6,1,1
2025-01-12 09:04:21,Shepperton,Murehwa,BATCH_16861,Soft white,1564,Line4,OP_EFFIE,9,10,5,6,3,5,7
2025-05-30 05:46:19,Shepperton,Chinhoyi,BATCH_19740,Soft white,768,Line2,OP_RUDO,6,5,5,1,8,6,1
2025-05-13 08:27:01,Shepperton,Mutare,BATCH_24794,Soft white,715,Line1,OP_ANNE,10,3,14,0,10,12,10
2025-01-21 23:37:45,Shepperton,Bindura,BATCH_18019,Soft white,221,Line3,OP_ANNE,3,1,3,0,12,0,1
2025-05-28 19:49:15,Shepperton,Bindura,BATCH_23599,High Energy Brown,1761,Line1,OP_EFFIE,8,14,18,6,12,26,4
2025-06-13 02:14:21,Shepperton,Harare,BATCH_10046,Soft white,1006,Line1,OP_RUDO,8,28,18,2,32,3,0
2025-02-08 09:59:04,Shepperton,Harare,BATCH_10511,High Energy Brown,1160,Line5,OP_EFFIE,0,15,3,8,40,26,2
2025-01-15 16:46:48,Shepperton,Hatcliff,BATCH_20114,High Energy Brown,469,Line1,OP_MUNYA,6,15,3,8,12,24,6
2025-06-06 13:23:13,Shepperton,Hatcliff,BATCH_14064,High Energy Brown,828,Line3,OP_RUDO,4,0,4,0,7,2,2
2025-03-03 23:53:50,Shepperton,Mutare,BATCH_12879,Whole grain loaf,895,Line2,OP_MUNYA,14,5,1,3,10,2,5
2025-02-19 23:50:53,Shepperton,Bindura,BATCH_12453,Whole grain loaf,1229,Line2,OP_TAFADZWA,4,13,5,1,5,4,5
2025-01-13 17:35:00,Shepperton,Harare,BATCH_23771,Whole grain loaf,1784,Line3,OP_ANNE,7,1,2,3,7,3,2
2025-04-28 02:00:29,Shepperton,Murehwa,BATCH_23709,High Energy Brown,518,Line3,OP_RUDO,4,7,3,2,7,0,5
2025-07-13 05:30:33,Shepperton,Harare,BATCH_18731,Low GI Seed loaf,1323,Line4,OP_ANNE,7,6,2,0,5,20,3
2025-05-14 18:06:07,Shepperton,Chinhoyi,BATCH_12807,Whole grain loaf,1901,Line3,OP_EFFIE,0,0,1,2,6,4,2
2025-01-25 13:40:27,Shepperton,Chegutu,BATCH_13248,High Energy Brown,1522,Line4,OP_ANNE,14,10,9,2,11,2,3
2025-02-03 04:19:52,Shepperton,Murehwa,BATCH_19239,Soft white,1402,Line3,OP_RUDO,3,0,2,3,4,3,0
2025-07-03 02:45:33,Shepperton,Chegutu,BATCH_12452,High Energy Brown,1649,Line5,OP_MUNYA,5,13,13,10,0,15,5
2025-01-28 18:30:14,Shepperton,Chegutu,BATCH_23535,Low GI Seed loaf,1899,Line5,OP_MUNYA,16,2,3,3,23,11,11
2025-05-30 16:59:35,Shepperton,Bindura,BATCH_16557,High Energy Brown,1806,Line4,OP_EFFIE,1,21,7,5,3,16,1
2025-07-28 09:13:58,Shepperton,Chegutu,BATCH_13755,High Energy Brown,1593,Line4,OP_EFFIE,27,9,15,7,3,11,6
2025-06-23 10:50:36,Shepperton,Chegutu,BATCH_18779,Whole grain loaf,978,Line2,OP_CHIPO,0,1,3,4,2,8,2
2025-07-12 15:19:08,Shepperton,Chinhoyi,BATCH_10872,Low GI Seed loaf,1284,Line2,OP_TAFADZWA,3,3,3,6,8,6,3
2025-05-04 16:04:50,Shepperton,Hatcliff,BATCH_18637,High Energy Brown,1450,Line5,OP_EFFIE,13,16,5,18,37,3,15
2025-06-30 21:27:24,Shepperton,Mutare,BATCH_23741,Whole grain loaf,1393,Line2,OP_EFFIE,13,12,6,1,12,0,3
2025-01-27 16:23:53,Shepperton,Bindura,BATCH_15532,Whole grain loaf,1017,Line5,OP_RUDO,15,8,11,8,21,11,6
2025-07-20 08:38:21,Shepperton,Harare,BATCH_21920,High Energy Brown,1463,Line5,OP_EFFIE,13,0,0,5,29,11,3
2025-01-22 11:15:36,Shepperton,Chinhoyi,BATCH_24050,Whole grain loaf,1214,Line5,OP_MUNYA,10,28,8,6,29,0,2
2025-06-05 09:19:44,Shepperton,Chegutu,BATCH_14959,Soft white,1054,Line5,OP_TAFADZWA,39,0,0,6,45,16,8
2025-06-16 10:55:04,Shepperton,Harare,BATCH_10135,Soft white,1529,Line5,OP_CHIPO,32,3,0,2,11,28,6
2025-05-28 21:51:34,Shepperton,Chinhoyi,BATCH_10431,Whole grain loaf,1590,Line1,OP_RUDO,36,9,22,6,15,4,6
2025-05-01 02:37:01,Shepperton,Murehwa,BATCH_20419,High Energy Brown,303,Line5,OP_EFFIE,11,11,13,3,23,18,16
2025-02-24 06:21:22,Shepperton,Murehwa,BATCH_12609,High Energy Brown,1307,Line5,OP_ANNE,10,0,5,5,19,6,0
2025-04-28 22:48:00,Shepperton,Bindura,BATCH_17530,High Energy Brown,1896,Line3,OP_TAFADZWA,6,5,3,1,3,4,2
2025-07-27 14:05:59,Shepperton,Chegutu,BATCH_14540,Whole grain loaf,1173,Line4,OP_EFFIE,24,7,1,2,27,14,2
2025-03-16 23:34:03,Shepperton,Bindura,BATCH_12380,Low GI Seed loaf,1057,Line2,OP_RUDO,1,10,5,5,3,3,6
2025-05-08 20:10:15,Shepperton,Murehwa,BATCH_11043,Soft white,242,Line2,OP_MUNYA,6,3,7,1,9,6,3
2025-03-18 20:06:24,Shepperton,Chinhoyi,BATCH_17149,High Energy Brown,273,Line4,OP_MUNYA,8,8,1,12,5,5,2
2025-04-22 23:44:24,Shepperton,Harare,BATCH_18776,Soft white,819,Line1,OP_ANNE,32,20,12,15,10,12,3
2025-02-26 17:51:06,Shepperton,Hatcliff,BATCH_11085,High Energy Brown,203,Line2,OP_RUDO,4,5,10,4,0,1,4
2025-03-23 22:39:41,Shepperton,Chegutu,BATCH_21626,Soft white,262,Line3,OP_CHIPO,1,5,0,0,0,1,2
2025-01-24 07:26:57,Shepperton,Bindura,BATCH_13595,Low GI Seed loaf,727,Line5,OP_CHIPO,18,13,23,8,8,19,16
2025-06-17 06:34:35,Shepperton,Harare,BATCH_21771,Low GI Seed loaf,323,Line5,OP_ANNE,10,8,10,13,2,26,2
2025-03-01 00:25:54,Shepperton,Harare,BATCH_12714,Soft white,721,Line2,OP_ANNE,6,4,4,4,10,7,3
2025-02-02 03:10:45,Shepperton,Hatcliff,BATCH_23583,Soft white,1290,Line3,OP_TAFADZWA,6,0,0,2,4,0,2
2025-06-28 06:58:22,Shepperton,Chinhoyi,BATCH_11351,High Energy Brown,1005,Line5,OP_MUNYA,8,18,0,16,37,21,10
2025-04-28 23:35:56,Shepperton,Hatcliff,BATCH_16916,Low GI Seed loaf,1499,Line1,OP_MUNYA,10,2,2,12,30,0,8
2025-03-11 02:14:37,Shepperton,Mutare,BATCH_18028,Whole grain loaf,243,Line5,OP_RUDO,13,5,0,15,0,2,3
2025-05-04 23:38:52,Shepperton,Hatcliff,BATCH_14026,High Energy Brown,1153,Line5,OP_TAFADZWA,13,11,18,10,19,21,6
2025-06-12 21:20:01,Shepperton,Mutare,BATCH_21529,High Energy Brown,1803,Line1,OP_ANNE,22,22,2,9,18,10,4
2025-04-07 00:52:10,Shepperton,Chinhoyi,BATCH_20525,Soft white,551,Line4,OP_ANNE,17,12,6,5,0,0,11
2025-07-22 03:28:41,Shepperton,Chinhoyi,BATCH_10274,High Energy Brown,1268,Line4,OP_RUDO,12,11,1,5,14,10,2
2025-01-16 04:39:03,Shepperton,Chinhoyi,BATCH_12124,Low GI Seed loaf,1924,Line2,OP_ANNE,8,0,2,3,9,1,0
2025-05-11 09:32:34,Shepperton,Harare,BATCH_15444,High Energy Brown,1224,Line1,OP_MUNYA,4,4,12,14,16,14,4
2025-02-09 17:43:02,Shepperton,Harare,BATCH_11147,High Energy Brown,1556,Line5,OP_CHIPO,19,18,11,6,3,19,13
2025-02-18 14:02:19,Shepperton,Chegutu,BATCH_16631,Low GI Seed loaf,302,Line2,OP_ANNE,8,4,1,1,2,6,3
2025-04-09 03:38:07,Shepperton,Murehwa,BATCH_17372,Soft white,1562,Line5,OP_EFFIE,5,11,11,10,26,3,2
2025-02-07 16:00:49,Shepperton,Chegutu,BATCH_16158,Whole grain loaf,228,Line2,OP_CHIPO,3,0,3,4,10,6,2
2025-01-10 20:08:42,Shepperton,Hatcliff,BATCH_18126,Low GI Seed loaf,1084,Line2,OP_EFFIE,0,5,5,3,1,6,3
2025-04-16 14:47:52,Shepperton,Hatcliff,BATCH_19656,Whole grain loaf,517,Line2,OP_RUDO,8,5,3,3,1,1,4
2025-01-21 20:15:17,Shepperton,Chegutu,BATCH_23848,Whole grain loaf,250,Line2,OP_RUDO,6,1,9,0,14,6,1
2025-04-17 07:56:25,Shepperton,Bindura,BATCH_24153,High Energy Brown,1636,Line3,OP_EFFIE,8,1,3,3,8,4,1
2025-01-24 20:42:54,Shepperton,Murehwa,BATCH_11904,High Energy Brown,2270,Line1,OP_ANNE,2,18,6,12,34,27,15
2025-03-28 14:37:38,Shepperton,Hatcliff,BATCH_10833,Soft white,1771,Line4,OP_EFFIE,10,6,17,6,17,7,3
2025-04-07 14:36:28,Shepperton,Bindura,BATCH_16077,Soft white,1335,Line4,OP_ANNE,12,7,9,7,9,3,6
2025-06-22 21:19:30,Shepperton,Bindura,BATCH_19712,Soft white,1155,Line3,OP_EFFIE,2,5,4,1,9,4,2
2025-02-03 10:33:10,Shepperton,Mutare,BATCH_14684,Whole grain loaf,1408,Line2,OP_TAFADZWA,3,4,2,0,6,9,5
2025-06-11 20:32:22,Shepperton,Murehwa,BATCH_14244,Soft white,1508,Line4,OP_MUNYA,5,1,9,0,0,10,6
