record_id,holiday_name,date,region,qty_produced,demand_shift_factor,qty_leftover,sell_through_rate,timestamp,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf
HOLIDAY_REC_1555,New Year's Day,2025-01-01,Bulawayo,1155,1.05,33,0.971,2025-01-01,1436,377,378,0
HOLIDAY_REC_4389,Independence Day,2025-04-18,Mutare,2402,1.29,73,0.97,2025-04-18,743,162,167,0
HOLIDAY_REC_12493,Defense Forces Day,2025-08-13,Harare,1156,0.92,51,0.956,2025-08-13,1300,515,439,547
HOLIDAY_REC_7248,Workers Day,2025-05-01,Bulawayo,733,0.98,68,0.907,2025-05-01,837,238,0,0
HOLIDAY_REC_15937,Christmas Day,2025-12-25,Masvingo,1699,1.07,98,0.942,2025-12-25,0,0,1916,2432
HOLIDAY_REC_17307,Christmas Day,2025-12-25,Gweru,2331,0.9,299,0.872,2025-12-25,0,203,140,183
HOLIDAY_REC_10604,Heroes Day,2025-08-12,Harare,1072,1.28,58,0.946,2025-08-12,1899,413,0,0
HOLIDAY_REC_5551,Easter Monday,2025-04-21,Chitungwiza,1488,1.05,131,0.912,2025-04-21,1345,437,370,472
HOLIDAY_REC_11136,Heroes Day,2025-08-12,Gweru,1097,1.25,4,0.996,2025-08-12,2766,0,1867,0
HOLIDAY_REC_7286,Workers Day,2025-05-01,Chitungwiza,1577,1.14,58,0.963,2025-05-01,1799,538,0,0
HOLIDAY_REC_9502,Africa Day,2025-05-25,Bulawayo,1379,1.17,116,0.916,2025-05-25,264,76,96,82
HOLIDAY_REC_11294,Heroes Day,2025-08-12,Masvingo,853,0.93,127,0.851,2025-08-12,0,1042,842,0
HOLIDAY_REC_4106,Independence Day,2025-04-18,Masvingo,1749,1.24,141,0.919,2025-04-18,463,176,144,127
HOLIDAY_REC_1528,New Year's Day,2025-01-01,Masvingo,1206,1.3,161,0.867,2025-01-01,2573,768,1027,954
HOLIDAY_REC_4992,Independence Day,2025-04-18,Harare,2527,1.11,252,0.9,2025-04-18,1345,0,0,1360
HOLIDAY_REC_3858,Independence Day,2025-04-18,Gweru,1436,1.08,7,0.995,2025-04-18,843,243,0,698
HOLIDAY_REC_15572,Unity Day,2025-12-22,Chitungwiza,2036,0.9,40,0.98,2025-12-22,0,406,366,393
HOLIDAY_REC_8733,Africa Day,2025-05-25,Gweru,1956,1.1,13,0.993,2025-05-25,301,90,79,0
HOLIDAY_REC_11915,Defense Forces Day,2025-08-13,Chitungwiza,1413,1.24,85,0.94,2025-08-13,1794,784,764,0
HOLIDAY_REC_8376,Africa Day,2025-05-25,Harare,1932,1.29,193,0.9,2025-05-25,664,190,206,163
HOLIDAY_REC_14075,Unity Day,2025-12-22,Harare,2155,0.99,15,0.993,2025-12-22,932,0,0,814
HOLIDAY_REC_10928,Heroes Day,2025-08-12,Masvingo,2378,1.25,282,0.881,2025-08-12,1285,0,687,0
HOLIDAY_REC_5548,Easter Monday,2025-04-21,Chitungwiza,673,1.19,32,0.952,2025-04-21,1662,424,0,0
HOLIDAY_REC_14818,Unity Day,2025-12-22,Chitungwiza,599,1.24,67,0.888,2025-12-22,2711,539,675,664
HOLIDAY_REC_13099,Defense Forces Day,2025-08-13,Chitungwiza,2160,1.13,159,0.926,2025-08-13,2551,0,0,2997
HOLIDAY_REC_5997,Easter Monday,2025-04-21,Masvingo,1356,1.01,168,0.876,2025-04-21,2291,596,592,790
HOLIDAY_REC_5020,Independence Day,2025-04-18,Gweru,1747,1.23,152,0.913,2025-04-18,2257,0,1319,1068
HOLIDAY_REC_11652,Heroes Day,2025-08-12,Harare,2457,1.17,319,0.87,2025-08-12,526,189,186,152
HOLIDAY_REC_17974,Boxing Day,2025-12-26,Harare,2540,1.01,116,0.954,2025-12-26,971,322,401,318
HOLIDAY_REC_16934,Christmas Day,2025-12-25,Gweru,1213,0.94,3,0.998,2025-12-25,878,346,300,244
HOLIDAY_REC_7020,Workers Day,2025-05-01,Masvingo,1113,1.19,124,0.889,2025-05-01,0,2039,0,3883
HOLIDAY_REC_19206,Boxing Day,2025-12-26,Gweru,2532,0.99,20,0.992,2025-12-26,972,212,289,205
HOLIDAY_REC_15954,Christmas Day,2025-12-25,Chitungwiza,936,0.96,55,0.941,2025-12-25,1657,0,536,0
HOLIDAY_REC_8094,Workers Day,2025-05-01,Harare,2066,1.26,77,0.963,2025-05-01,270,111,88,92
HOLIDAY_REC_1085,New Year's Day,2025-01-01,Bulawayo,2576,1.25,218,0.915,2025-01-01,0,2091,0,3870
HOLIDAY_REC_5859,Easter Monday,2025-04-21,Chitungwiza,1517,1.18,114,0.925,2025-04-21,1043,301,0,692
HOLIDAY_REC_4732,Independence Day,2025-04-18,Bulawayo,2473,0.99,106,0.957,2025-04-18,2165,828,793,942
HOLIDAY_REC_2772,National Youth Day,2025-02-21,Gweru,1652,1.11,111,0.933,2025-02-21,1849,511,454,471
HOLIDAY_REC_6625,Easter Monday,2025-04-21,Masvingo,2160,0.91,224,0.896,2025-04-21,0,1914,1992,2011
HOLIDAY_REC_15592,Unity Day,2025-12-22,Harare,2078,0.93,180,0.913,2025-12-22,788,172,207,0
HOLIDAY_REC_468,New Year's Day,2025-01-01,Harare,1980,1.09,61,0.969,2025-01-01,0,748,834,756
HOLIDAY_REC_14465,Unity Day,2025-12-22,Mutare,1889,1.04,136,0.928,2025-12-22,1805,502,582,504
HOLIDAY_REC_6249,Easter Monday,2025-04-21,Masvingo,1400,1.22,26,0.981,2025-04-21,0,1348,1125,1188
HOLIDAY_REC_13266,Defense Forces Day,2025-08-13,Chitungwiza,1494,1.07,142,0.905,2025-08-13,0,1007,0,1550
HOLIDAY_REC_16763,Christmas Day,2025-12-25,Masvingo,2196,1.13,243,0.889,2025-12-25,982,0,367,307
HOLIDAY_REC_9682,Africa Day,2025-05-25,Gweru,1085,1.28,102,0.906,2025-05-25,0,1484,1708,1989
HOLIDAY_REC_2586,National Youth Day,2025-02-21,Bulawayo,1888,1.02,223,0.882,2025-02-21,1292,352,293,242
HOLIDAY_REC_1163,New Year's Day,2025-01-01,Harare,2742,1.0,406,0.852,2025-01-01,0,0,2660,2237
HOLIDAY_REC_17115,Christmas Day,2025-12-25,Gweru,1157,1.23,58,0.95,2025-12-25,1048,217,363,270
HOLIDAY_REC_7472,Workers Day,2025-05-01,Harare,1509,1.26,110,0.927,2025-05-01,395,123,142,119
HOLIDAY_REC_9250,Africa Day,2025-05-25,Mutare,2018,1.14,286,0.858,2025-05-25,1158,0,0,810
HOLIDAY_REC_7709,Workers Day,2025-05-01,Harare,1817,0.95,173,0.905,2025-05-01,2685,591,0,1213
HOLIDAY_REC_2879,National Youth Day,2025-02-21,Gweru,1179,0.96,168,0.858,2025-02-21,0,465,395,354
HOLIDAY_REC_9246,Africa Day,2025-05-25,Bulawayo,1129,0.94,26,0.977,2025-05-25,0,0,1124,931
HOLIDAY_REC_6467,Easter Monday,2025-04-21,Masvingo,2232,0.91,268,0.88,2025-04-21,461,0,268,255
HOLIDAY_REC_11068,Heroes Day,2025-08-12,Harare,1656,1.19,81,0.951,2025-08-12,2014,0,0,2096
HOLIDAY_REC_15240,Unity Day,2025-12-22,Masvingo,2255,1.29,170,0.925,2025-12-22,2868,0,1477,1386
HOLIDAY_REC_11493,Heroes Day,2025-08-12,Gweru,2402,1.24,322,0.866,2025-08-12,2670,0,1110,0
HOLIDAY_REC_2910,National Youth Day,2025-02-21,Chitungwiza,1029,0.95,149,0.855,2025-02-21,1970,595,0,940
HOLIDAY_REC_16323,Christmas Day,2025-12-25,Bulawayo,2008,1.08,205,0.898,2025-12-25,823,198,0,0
HOLIDAY_REC_8827,Africa Day,2025-05-25,Bulawayo,743,1.18,25,0.966,2025-05-25,1913,515,668,0
HOLIDAY_REC_15664,Unity Day,2025-12-22,Gweru,1618,1.03,194,0.88,2025-12-22,0,2046,1639,2052
HOLIDAY_REC_2484,National Youth Day,2025-02-21,Masvingo,1258,0.99,61,0.952,2025-02-21,987,347,0,0
HOLIDAY_REC_13463,Defense Forces Day,2025-08-13,Gweru,1870,1.17,256,0.863,2025-08-13,0,1081,896,0
HOLIDAY_REC_3299,National Youth Day,2025-02-21,Harare,552,1.21,83,0.85,2025-02-21,0,1072,878,0
HOLIDAY_REC_12249,Defense Forces Day,2025-08-13,Bulawayo,903,0.97,50,0.945,2025-08-13,2215,0,1523,0
HOLIDAY_REC_14976,Unity Day,2025-12-22,Masvingo,870,1.2,108,0.876,2025-12-22,446,119,139,101
HOLIDAY_REC_12951,Defense Forces Day,2025-08-13,Mutare,687,1.0,20,0.971,2025-08-13,0,1159,759,1096
HOLIDAY_REC_16613,Christmas Day,2025-12-25,Mutare,1357,1.01,58,0.957,2025-12-25,2539,0,1428,1194
HOLIDAY_REC_14181,Unity Day,2025-12-22,Bulawayo,1079,1.13,80,0.926,2025-12-22,0,506,455,589
HOLIDAY_REC_3051,National Youth Day,2025-02-21,Harare,1460,1.29,20,0.986,2025-02-21,2548,674,0,1101
HOLIDAY_REC_8362,Workers Day,2025-05-01,Harare,1765,1.28,48,0.973,2025-05-01,0,470,0,812
HOLIDAY_REC_11237,Heroes Day,2025-08-12,Mutare,2385,1.24,77,0.968,2025-08-12,0,973,920,0
HOLIDAY_REC_11525,Heroes Day,2025-08-12,Harare,2080,1.18,128,0.938,2025-08-12,3256,891,0,1796
HOLIDAY_REC_380,New Year's Day,2025-01-01,Gweru,1787,1.3,111,0.938,2025-01-01,2549,957,809,0
HOLIDAY_REC_11424,Heroes Day,2025-08-12,Bulawayo,2401,0.93,326,0.864,2025-08-12,912,236,355,353
HOLIDAY_REC_5143,Independence Day,2025-04-18,Bulawayo,1926,1.27,63,0.967,2025-04-18,2886,0,1240,896
HOLIDAY_REC_14685,Unity Day,2025-12-22,Harare,1991,0.99,212,0.894,2025-12-22,2598,0,0,2575
HOLIDAY_REC_10792,Heroes Day,2025-08-12,Bulawayo,2083,1.18,222,0.893,2025-08-12,1934,471,0,1140
HOLIDAY_REC_17370,Christmas Day,2025-12-25,Bulawayo,819,0.96,39,0.952,2025-12-25,1046,277,256,181
HOLIDAY_REC_18415,Boxing Day,2025-12-26,Gweru,1746,1.2,151,0.914,2025-12-26,2779,797,0,0
HOLIDAY_REC_6068,Easter Monday,2025-04-21,Masvingo,1276,1.13,9,0.993,2025-04-21,610,144,195,134
HOLIDAY_REC_17672,Boxing Day,2025-12-26,Harare,2521,1.03,243,0.904,2025-12-26,1796,352,450,0
HOLIDAY_REC_15180,Unity Day,2025-12-22,Gweru,1530,1.13,107,0.93,2025-12-22,1142,0,414,369
HOLIDAY_REC_19146,Boxing Day,2025-12-26,Gweru,2547,0.97,47,0.982,2025-12-26,2635,1070,0,1882
HOLIDAY_REC_16990,Christmas Day,2025-12-25,Gweru,1664,1.19,179,0.892,2025-12-25,845,241,301,0
HOLIDAY_REC_7022,Workers Day,2025-05-01,Masvingo,1956,0.93,67,0.966,2025-05-01,1528,375,591,451
HOLIDAY_REC_1902,National Youth Day,2025-02-21,Harare,1912,1.1,231,0.879,2025-02-21,1202,433,369,339
HOLIDAY_REC_18268,Boxing Day,2025-12-26,Chitungwiza,772,0.97,43,0.944,2025-12-26,0,1413,1561,0
HOLIDAY_REC_8109,Workers Day,2025-05-01,Harare,643,1.02,44,0.932,2025-05-01,2215,552,773,0
HOLIDAY_REC_7981,Workers Day,2025-05-01,Chitungwiza,1177,1.02,84,0.929,2025-05-01,0,1729,1876,0
HOLIDAY_REC_4756,Independence Day,2025-04-18,Masvingo,1049,1.17,52,0.95,2025-04-18,1619,327,529,405
HOLIDAY_REC_3687,Independence Day,2025-04-18,Mutare,692,1.29,46,0.934,2025-04-18,1535,397,0,1010
HOLIDAY_REC_13756,Defense Forces Day,2025-08-13,Bulawayo,860,1.06,94,0.891,2025-08-13,0,0,2775,2324
HOLIDAY_REC_14803,Unity Day,2025-12-22,Gweru,1589,1.3,153,0.904,2025-12-22,1026,402,0,703
HOLIDAY_REC_11220,Heroes Day,2025-08-12,Mutare,1840,1.09,245,0.867,2025-08-12,691,219,0,378
HOLIDAY_REC_8504,Africa Day,2025-05-25,Gweru,1512,0.97,125,0.917,2025-05-25,1780,453,659,540
HOLIDAY_REC_36,New Year's Day,2025-01-01,Harare,1598,1.12,58,0.964,2025-01-01,3027,924,940,1014
HOLIDAY_REC_13972,Unity Day,2025-12-22,Gweru,1324,1.16,43,0.968,2025-12-22,0,0,2288,3140
HOLIDAY_REC_6353,Easter Monday,2025-04-21,Chitungwiza,1382,1.02,35,0.975,2025-04-21,0,800,550,685
HOLIDAY_REC_3486,Independence Day,2025-04-18,Chitungwiza,936,1.29,52,0.944,2025-04-18,2128,0,1165,984
HOLIDAY_REC_60,New Year's Day,2025-01-01,Mutare,1868,1.05,258,0.862,2025-01-01,2338,964,0,0
HOLIDAY_REC_1457,New Year's Day,2025-01-01,Masvingo,1390,1.21,187,0.865,2025-01-01,2063,0,766,0
HOLIDAY_REC_5712,Easter Monday,2025-04-21,Masvingo,1096,1.29,61,0.944,2025-04-21,2672,0,1065,1448
HOLIDAY_REC_739,New Year's Day,2025-01-01,Mutare,1054,1.18,66,0.937,2025-01-01,2412,684,796,610
HOLIDAY_REC_11148,Heroes Day,2025-08-12,Bulawayo,1551,1.01,180,0.884,2025-08-12,3439,828,0,1525
HOLIDAY_REC_15355,Unity Day,2025-12-22,Mutare,2226,0.91,290,0.87,2025-12-22,1859,540,682,0
HOLIDAY_REC_324,New Year's Day,2025-01-01,Bulawayo,2024,0.97,257,0.873,2025-01-01,2485,507,813,629
HOLIDAY_REC_5889,Easter Monday,2025-04-21,Harare,1043,0.91,56,0.946,2025-04-21,1584,456,0,0
HOLIDAY_REC_18743,Boxing Day,2025-12-26,Bulawayo,1890,1.19,187,0.901,2025-12-26,0,537,858,0
HOLIDAY_REC_14494,Unity Day,2025-12-22,Mutare,971,0.91,140,0.856,2025-12-22,3138,0,1452,0
HOLIDAY_REC_10156,Heroes Day,2025-08-12,Gweru,2366,0.95,42,0.982,2025-08-12,1256,420,0,0
HOLIDAY_REC_6505,Easter Monday,2025-04-21,Bulawayo,2220,1.03,173,0.922,2025-04-21,582,130,176,0
HOLIDAY_REC_6144,Easter Monday,2025-04-21,Chitungwiza,642,0.93,58,0.91,2025-04-21,2529,0,992,855
HOLIDAY_REC_8601,Africa Day,2025-05-25,Bulawayo,2267,0.92,155,0.932,2025-05-25,0,334,549,448
HOLIDAY_REC_11302,Heroes Day,2025-08-12,Bulawayo,703,1.21,36,0.949,2025-08-12,3188,925,0,0
HOLIDAY_REC_6119,Easter Monday,2025-04-21,Gweru,681,1.25,72,0.894,2025-04-21,0,0,2836,2174
HOLIDAY_REC_9211,Africa Day,2025-05-25,Bulawayo,1398,1.2,32,0.977,2025-05-25,428,160,0,277
HOLIDAY_REC_5733,Easter Monday,2025-04-21,Masvingo,1948,1.11,143,0.927,2025-04-21,1781,421,367,412
HOLIDAY_REC_13741,Defense Forces Day,2025-08-13,Gweru,632,1.06,10,0.984,2025-08-13,2147,876,580,800
HOLIDAY_REC_7514,Workers Day,2025-05-01,Bulawayo,806,1.25,11,0.986,2025-05-01,1414,301,435,292
HOLIDAY_REC_4974,Independence Day,2025-04-18,Masvingo,1283,0.97,186,0.855,2025-04-18,2068,0,705,0
HOLIDAY_REC_6428,Easter Monday,2025-04-21,Mutare,1842,0.97,272,0.852,2025-04-21,2610,499,738,614
HOLIDAY_REC_2702,National Youth Day,2025-02-21,Harare,1647,1.12,163,0.901,2025-02-21,0,1210,0,2058
HOLIDAY_REC_1960,National Youth Day,2025-02-21,Bulawayo,749,1.18,112,0.85,2025-02-21,3113,666,954,645
HOLIDAY_REC_4388,Independence Day,2025-04-18,Gweru,2181,0.91,324,0.851,2025-04-18,2589,0,922,0
HOLIDAY_REC_14885,Unity Day,2025-12-22,Masvingo,1028,1.03,126,0.877,2025-12-22,1362,352,485,0
HOLIDAY_REC_8301,Workers Day,2025-05-01,Masvingo,1067,1.21,143,0.866,2025-05-01,2110,623,0,0
HOLIDAY_REC_12561,Defense Forces Day,2025-08-13,Mutare,1452,0.97,58,0.96,2025-08-13,2675,0,0,2520
HOLIDAY_REC_10880,Heroes Day,2025-08-12,Bulawayo,673,0.99,77,0.886,2025-08-12,2124,869,696,0
HOLIDAY_REC_11712,Heroes Day,2025-08-12,Bulawayo,2027,1.13,179,0.912,2025-08-12,1735,561,585,434
HOLIDAY_REC_9234,Africa Day,2025-05-25,Chitungwiza,1521,0.97,30,0.98,2025-05-25,1082,332,296,266
HOLIDAY_REC_16465,Christmas Day,2025-12-25,Chitungwiza,1245,1.27,146,0.883,2025-12-25,436,169,0,0
HOLIDAY_REC_11048,Heroes Day,2025-08-12,Mutare,2112,1.15,226,0.893,2025-08-12,1534,0,0,1082
HOLIDAY_REC_18568,Boxing Day,2025-12-26,Harare,1505,1.23,58,0.961,2025-12-26,655,199,129,175
HOLIDAY_REC_5360,Easter Monday,2025-04-21,Harare,1822,1.06,62,0.966,2025-04-21,2269,752,759,745
HOLIDAY_REC_16793,Christmas Day,2025-12-25,Harare,2016,1.06,49,0.976,2025-12-25,673,0,0,538
HOLIDAY_REC_17921,Boxing Day,2025-12-26,Masvingo,2177,0.95,219,0.899,2025-12-26,822,262,290,248
HOLIDAY_REC_2798,National Youth Day,2025-02-21,Harare,851,1.1,51,0.94,2025-02-21,0,1886,1522,1872
HOLIDAY_REC_7722,Workers Day,2025-05-01,Bulawayo,687,1.02,44,0.936,2025-05-01,804,233,253,175
HOLIDAY_REC_5963,Easter Monday,2025-04-21,Harare,1897,1.04,43,0.977,2025-04-21,2343,595,813,712
HOLIDAY_REC_16243,Christmas Day,2025-12-25,Bulawayo,1028,1.1,16,0.984,2025-12-25,2391,766,731,502
HOLIDAY_REC_7540,Workers Day,2025-05-01,Bulawayo,1530,1.03,61,0.96,2025-05-01,2660,748,616,633
HOLIDAY_REC_8478,Africa Day,2025-05-25,Chitungwiza,792,1.3,25,0.968,2025-05-25,1194,0,410,0
HOLIDAY_REC_2120,National Youth Day,2025-02-21,Masvingo,1941,0.93,65,0.967,2025-02-21,628,247,0,454
HOLIDAY_REC_13105,Defense Forces Day,2025-08-13,Bulawayo,1806,1.14,195,0.892,2025-08-13,0,805,0,1215
HOLIDAY_REC_9530,Africa Day,2025-05-25,Bulawayo,2020,1.03,207,0.898,2025-05-25,1140,263,0,0
HOLIDAY_REC_12805,Defense Forces Day,2025-08-13,Masvingo,820,1.07,24,0.971,2025-08-13,2084,698,1012,706
HOLIDAY_REC_5849,Easter Monday,2025-04-21,Mutare,1644,1.05,117,0.929,2025-04-21,1835,368,0,1105
HOLIDAY_REC_5621,Easter Monday,2025-04-21,Chitungwiza,2382,0.97,92,0.961,2025-04-21,2696,0,1050,1209
HOLIDAY_REC_18429,Boxing Day,2025-12-26,Gweru,1274,1.0,46,0.964,2025-12-26,3094,726,832,1028
HOLIDAY_REC_4386,Independence Day,2025-04-18,Gweru,1120,1.0,74,0.934,2025-04-18,0,1008,978,0
HOLIDAY_REC_9528,Africa Day,2025-05-25,Mutare,2049,1.17,177,0.914,2025-05-25,1375,0,797,0
HOLIDAY_REC_2857,National Youth Day,2025-02-21,Gweru,1990,1.09,99,0.95,2025-02-21,2247,533,661,0
HOLIDAY_REC_5536,Easter Monday,2025-04-21,Gweru,985,1.07,29,0.971,2025-04-21,0,1019,0,2157
HOLIDAY_REC_17632,Boxing Day,2025-12-26,Harare,2493,1.29,196,0.921,2025-12-26,2218,0,0,2535
HOLIDAY_REC_796,New Year's Day,2025-01-01,Masvingo,2116,1.15,106,0.95,2025-01-01,2390,505,607,0
HOLIDAY_REC_13283,Defense Forces Day,2025-08-13,Mutare,954,1.05,71,0.926,2025-08-13,2079,594,0,968
HOLIDAY_REC_7271,Workers Day,2025-05-01,Gweru,1509,1.02,200,0.867,2025-05-01,0,248,174,241
HOLIDAY_REC_4372,Independence Day,2025-04-18,Chitungwiza,2213,1.06,143,0.935,2025-04-18,1942,855,0,0
HOLIDAY_REC_879,New Year's Day,2025-01-01,Harare,1240,0.96,87,0.93,2025-01-01,2811,0,1514,0
HOLIDAY_REC_11063,Heroes Day,2025-08-12,Mutare,1515,0.95,108,0.929,2025-08-12,989,196,0,0
HOLIDAY_REC_3616,Independence Day,2025-04-18,Harare,1920,1.0,170,0.911,2025-04-18,0,1389,2065,1927
HOLIDAY_REC_424,New Year's Day,2025-01-01,Bulawayo,1978,0.99,273,0.862,2025-01-01,2526,0,938,0
HOLIDAY_REC_18326,Boxing Day,2025-12-26,Chitungwiza,1405,1.01,203,0.856,2025-12-26,806,259,341,0
HOLIDAY_REC_1273,New Year's Day,2025-01-01,Masvingo,2115,1.24,35,0.983,2025-01-01,1929,777,772,631
HOLIDAY_REC_17293,Christmas Day,2025-12-25,Bulawayo,2802,0.94,211,0.925,2025-12-25,389,129,0,0
HOLIDAY_REC_17384,Christmas Day,2025-12-25,Masvingo,759,1.23,58,0.924,2025-12-25,3190,709,0,0
HOLIDAY_REC_9535,Africa Day,2025-05-25,Harare,985,0.93,109,0.889,2025-05-25,651,181,151,128
HOLIDAY_REC_7075,Workers Day,2025-05-01,Harare,1395,1.16,131,0.906,2025-05-01,495,96,123,0
HOLIDAY_REC_10091,Heroes Day,2025-08-12,Harare,2177,1.19,17,0.992,2025-08-12,0,405,0,1116
HOLIDAY_REC_18345,Boxing Day,2025-12-26,Masvingo,1491,1.07,171,0.885,2025-12-26,861,241,288,207
HOLIDAY_REC_16516,Christmas Day,2025-12-25,Masvingo,2466,1.22,20,0.992,2025-12-25,0,0,2263,2867
HOLIDAY_REC_17680,Boxing Day,2025-12-26,Chitungwiza,2019,1.29,170,0.916,2025-12-26,705,170,273,220
HOLIDAY_REC_4194,Independence Day,2025-04-18,Chitungwiza,1931,1.24,186,0.904,2025-04-18,378,110,97,80
HOLIDAY_REC_16832,Christmas Day,2025-12-25,Gweru,988,1.26,69,0.93,2025-12-25,1896,656,0,1175
HOLIDAY_REC_4111,Independence Day,2025-04-18,Bulawayo,1417,1.23,113,0.92,2025-04-18,0,565,0,1013
HOLIDAY_REC_11810,Heroes Day,2025-08-12,Harare,2162,1.2,222,0.897,2025-08-12,934,0,408,340
HOLIDAY_REC_12325,Defense Forces Day,2025-08-13,Masvingo,1587,1.0,147,0.907,2025-08-13,0,343,413,0
HOLIDAY_REC_410,New Year's Day,2025-01-01,Bulawayo,2594,1.05,371,0.857,2025-01-01,1595,0,789,1092
HOLIDAY_REC_18088,Boxing Day,2025-12-26,Bulawayo,1098,0.97,105,0.904,2025-12-26,296,122,134,92
HOLIDAY_REC_12010,Defense Forces Day,2025-08-13,Harare,1090,1.05,100,0.908,2025-08-13,1295,493,479,428
HOLIDAY_REC_4886,Independence Day,2025-04-18,Mutare,1402,1.23,121,0.914,2025-04-18,0,1467,1677,1685
HOLIDAY_REC_14035,Unity Day,2025-12-22,Bulawayo,1943,1.15,58,0.97,2025-12-22,1873,443,643,0
HOLIDAY_REC_972,New Year's Day,2025-01-01,Harare,2347,1.14,101,0.957,2025-01-01,0,1010,1249,0
HOLIDAY_REC_13257,Defense Forces Day,2025-08-13,Mutare,970,0.98,54,0.944,2025-08-13,2745,517,894,636
HOLIDAY_REC_13392,Defense Forces Day,2025-08-13,Harare,1168,1.17,133,0.886,2025-08-13,0,827,0,1597
HOLIDAY_REC_10290,Heroes Day,2025-08-12,Harare,1561,1.22,46,0.971,2025-08-12,664,310,218,278
HOLIDAY_REC_2481,National Youth Day,2025-02-21,Harare,1905,1.17,247,0.87,2025-02-21,0,1158,1105,1644
HOLIDAY_REC_14397,Unity Day,2025-12-22,Bulawayo,2240,1.03,172,0.923,2025-12-22,0,1034,1090,1557
HOLIDAY_REC_13817,Unity Day,2025-12-22,Harare,1116,1.02,41,0.963,2025-12-22,0,0,398,405
HOLIDAY_REC_8861,Africa Day,2025-05-25,Mutare,1044,0.92,109,0.896,2025-05-25,0,1422,1417,0
HOLIDAY_REC_18424,Boxing Day,2025-12-26,Harare,2538,1.04,128,0.95,2025-12-26,3254,1052,723,0
HOLIDAY_REC_2579,National Youth Day,2025-02-21,Gweru,962,0.94,75,0.922,2025-02-21,2735,925,970,919
HOLIDAY_REC_10209,Heroes Day,2025-08-12,Bulawayo,1342,0.95,184,0.863,2025-08-12,1368,342,0,722
HOLIDAY_REC_18703,Boxing Day,2025-12-26,Mutare,2277,1.23,160,0.93,2025-12-26,1508,552,0,0
HOLIDAY_REC_14350,Unity Day,2025-12-22,Mutare,1902,1.19,175,0.908,2025-12-22,2447,568,764,753
HOLIDAY_REC_2175,National Youth Day,2025-02-21,Bulawayo,1747,0.96,25,0.986,2025-02-21,2653,727,624,560
HOLIDAY_REC_10471,Heroes Day,2025-08-12,Bulawayo,1563,0.98,82,0.948,2025-08-12,1976,543,590,834
HOLIDAY_REC_5100,Independence Day,2025-04-18,Gweru,1324,1.3,49,0.963,2025-04-18,2696,0,947,949
HOLIDAY_REC_16206,Christmas Day,2025-12-25,Harare,878,1.14,111,0.874,2025-12-25,0,232,222,274
HOLIDAY_REC_8825,Africa Day,2025-05-25,Gweru,906,1.26,58,0.936,2025-05-25,779,0,0,661
HOLIDAY_REC_18536,Boxing Day,2025-12-26,Chitungwiza,1539,1.27,139,0.91,2025-12-26,2986,1101,846,1039
HOLIDAY_REC_9611,Africa Day,2025-05-25,Chitungwiza,1273,1.18,120,0.906,2025-05-25,2344,0,1245,0
HOLIDAY_REC_12778,Defense Forces Day,2025-08-13,Gweru,1543,1.03,41,0.973,2025-08-13,2215,661,898,704
HOLIDAY_REC_7556,Workers Day,2025-05-01,Gweru,1534,0.97,78,0.949,2025-05-01,1179,0,633,578
HOLIDAY_REC_6661,Easter Monday,2025-04-21,Harare,1499,0.96,160,0.893,2025-04-21,418,135,164,179
HOLIDAY_REC_218,New Year's Day,2025-01-01,Chitungwiza,2762,1.15,279,0.899,2025-01-01,3054,658,1112,753
HOLIDAY_REC_10549,Heroes Day,2025-08-12,Harare,860,1.0,58,0.933,2025-08-12,978,308,312,257
HOLIDAY_REC_9618,Africa Day,2025-05-25,Chitungwiza,1257,1.18,144,0.885,2025-05-25,0,1318,1022,0
HOLIDAY_REC_14878,Unity Day,2025-12-22,Bulawayo,1948,0.94,217,0.889,2025-12-22,2232,649,557,666
HOLIDAY_REC_14220,Unity Day,2025-12-22,Bulawayo,1804,0.98,109,0.94,2025-12-22,1990,532,434,608
HOLIDAY_REC_17739,Boxing Day,2025-12-26,Masvingo,1208,0.96,18,0.985,2025-12-26,1798,0,1197,0
HOLIDAY_REC_12922,Defense Forces Day,2025-08-13,Gweru,1869,1.05,179,0.904,2025-08-13,1401,0,850,824
HOLIDAY_REC_11966,Defense Forces Day,2025-08-13,Harare,606,0.99,19,0.969,2025-08-13,768,205,205,175
HOLIDAY_REC_6821,Easter Monday,2025-04-21,Mutare,1848,0.92,95,0.949,2025-04-21,1613,465,586,517
HOLIDAY_REC_11485,Heroes Day,2025-08-12,Mutare,1030,1.0,132,0.872,2025-08-12,0,1001,1250,0
HOLIDAY_REC_11786,Heroes Day,2025-08-12,Gweru,765,0.97,72,0.906,2025-08-12,1755,0,714,643
HOLIDAY_REC_10213,Heroes Day,2025-08-12,Gweru,2408,1.25,206,0.914,2025-08-12,468,0,230,0
HOLIDAY_REC_16408,Christmas Day,2025-12-25,Mutare,1229,1.02,148,0.88,2025-12-25,1342,609,453,573
HOLIDAY_REC_16241,Christmas Day,2025-12-25,Harare,2868,0.96,43,0.985,2025-12-25,411,101,125,102
HOLIDAY_REC_6956,Workers Day,2025-05-01,Gweru,1961,1.14,71,0.964,2025-05-01,0,2219,0,3630
HOLIDAY_REC_6139,Easter Monday,2025-04-21,Bulawayo,2289,1.01,123,0.946,2025-04-21,3058,749,896,1129
