return_id,timestamp,plant_id,depot_id,route_id,retailer_id,reason_code,notes,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf,batch_id,batch_match_quality
RET_209434,2025-07-11 18:52:00,Shepperton_Plant,Mutare,RT_MUT_01,STORE_054,Returned Unsold,Damaged on shelf,76,0,35,0,BATCH_23452,matched
RET_208868,2025-01-04 14:30:16,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_033,Crushed/Squashed,,7,0,3,0,BATCH_11360,matched
RET_204755,2025-01-03 04:51:25,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_060,Mould Growth,Damaged on shelf,0,28,0,50,BATCH_13192,matched
RET_203477,2025-01-07 05:04:04,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_006,Damaged Packaging,,0,29,0,57,BATCH_16470,matched
RET_200611,2025-03-24 04:49:33,Shepperton_Plant,Mutare,RT_MUT_01,STORE_032,Expired,Damaged on shelf,0,0,15,0,BATCH_12129,matched
RET_202167,2025-07-01 16:26:45,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_098,Mould Growth,,0,10,0,15,BATCH_20576,matched
RET_203995,2025-02-11 15:12:50,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_183,Crushed/Squashed,Customer complaints,0,0,103,77,BATCH_16823,matched
RET_205318,2025-01-21 16:20:52,Shepperton_Plant,Bindura,RT_BIN_01,STORE_089,Returned Unsold,Packaging issue,0,52,0,0,BATCH_19596,matched
RET_204764,2025-03-16 06:31:55,Shepperton_Plant,Harare,RT_HAR_02,STORE_053,Damaged Packaging,,101,24,0,0,BATCH_10178,matched
RET_212240,2025-01-11 19:40:14,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_197,Crushed/Squashed,Customer complaints,75,0,0,52,BATCH_18269,matched
RET_211689,2025-02-06 06:03:16,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_156,Returned Unsold,Damaged on shelf,0,0,98,0,BATCH_16944,matched
RET_208959,2025-01-09 12:00:59,Shepperton_Plant,Harare,RT_HAR_03,STORE_073,Stale,,51,0,0,38,BATCH_22490,matched
RET_212126,2025-04-02 05:54:39,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_005,Stale,Damaged on shelf,0,0,0,36,BATCH_10796,matched
RET_206728,2025-05-24 06:06:19,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_104,Damaged Packaging,Late delivery,42,21,0,0,BATCH_17020,matched
RET_205609,2025-03-02 07:26:06,Shepperton_Plant,Mutare,RT_MUT_01,STORE_095,Stale,Packaging issue,0,46,0,0,BATCH_17185,matched
RET_206329,2025-02-03 00:28:09,Shepperton_Plant,Mutare,RT_MUT_02,STORE_163,Mould Growth,,0,0,54,58,BATCH_12281,matched
RET_205893,2025-02-25 09:09:33,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_158,Mould Growth,,82,0,0,0,BATCH_16739,matched
RET_211156,2025-05-29 10:42:13,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_046,Expired,,0,0,67,61,BATCH_16461,matched
RET_205424,2025-07-26 07:42:35,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_115,Damaged Packaging,,0,0,42,0,BATCH_12880,matched
RET_204722,2025-04-24 20:11:55,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_015,Mould Growth,Late delivery,74,0,0,55,BATCH_10804,matched
RET_200970,2025-03-12 12:54:27,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_085,Stale,Packaging issue,0,2,0,7,BATCH_11737,matched
RET_210388,2025-05-25 03:19:40,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_058,Expired,,0,0,78,91,BATCH_16909,matched
RET_203595,2025-01-24 07:26:57,Shepperton_Plant,Mutare,RT_MUT_01,STORE_189,Stale,Customer complaints,0,0,0,7,BATCH_16899,matched
RET_212721,2025-05-26 01:15:12,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_069,Damaged Packaging,Customer complaints,0,0,57,0,BATCH_18537,matched
RET_212717,2025-03-04 08:20:59,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_075,Damaged Packaging,,0,51,0,97,BATCH_24989,matched
RET_212349,2025-03-20 19:20:07,Shepperton_Plant,Bindura,RT_BIN_01,STORE_177,Crushed/Squashed,Customer complaints,0,51,30,0,BATCH_12363,matched
RET_205444,2025-05-11 09:32:34,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_036,Crushed/Squashed,Late delivery,0,11,7,0,BATCH_11705,matched
RET_201457,2025-01-02 03:58:54,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_018,Wrong Delivery,,0,30,37,0,BATCH_15177,matched
RET_202596,2025-03-03 18:35:55,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_097,Stale,,79,0,0,0,BATCH_16471,matched
RET_210705,2025-02-18 03:07:13,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_191,Damaged Packaging,Damaged on shelf,0,17,0,0,BATCH_13917,matched
RET_206558,2025-04-15 18:39:32,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_074,Stale,Packaging issue,63,0,0,51,BATCH_18516,matched
RET_210073,2025-06-29 02:10:03,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_102,Crushed/Squashed,Packaging issue,0,50,30,0,BATCH_24554,matched
RET_211384,2025-05-17 04:04:51,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_184,Damaged Packaging,,31,9,0,0,BATCH_20710,matched
RET_206389,2025-07-15 05:47:52,Shepperton_Plant,Mutare,RT_MUT_01,STORE_170,Expired,Packaging issue,0,0,53,0,BATCH_17704,matched
RET_201520,2025-01-04 00:15:16,Shepperton_Plant,Harare,RT_HAR_01,STORE_059,Damaged Packaging,,0,49,0,85,BATCH_18524,matched
RET_211596,2025-06-02 23:18:33,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_029,Crushed/Squashed,Late delivery,0,9,0,13,BATCH_23372,matched
RET_208116,2025-06-13 05:02:05,Shepperton_Plant,Mutare,RT_MUT_01,STORE_177,Mould Growth,Late delivery,23,13,0,0,BATCH_10968,matched
RET_204365,2025-04-20 11:38:41,Shepperton_Plant,Mutare,RT_MUT_01,STORE_013,Stale,,0,44,29,0,BATCH_14070,matched
RET_210336,2025-04-30 07:48:25,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_073,Damaged Packaging,,0,3,0,0,BATCH_21687,matched
RET_201655,2025-01-23 16:59:37,Shepperton_Plant,Harare,RT_HAR_01,STORE_166,Expired,Late delivery,0,0,38,35,BATCH_10534,matched
RET_206167,2025-04-09 19:10:39,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_173,Wrong Delivery,,93,0,0,0,BATCH_17977,matched
RET_211299,2025-05-28 23:48:02,Shepperton_Plant,Harare,RT_HAR_03,STORE_174,Crushed/Squashed,,45,0,0,0,BATCH_18225,matched
RET_201166,2025-06-07 08:17:19,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_177,Damaged Packaging,,0,0,26,0,BATCH_21159,matched
RET_210696,2025-05-25 05:57:51,Shepperton_Plant,Mutare,RT_MUT_02,STORE_168,Damaged Packaging,,22,7,0,0,BATCH_20129,matched
RET_204660,2025-06-18 00:41:42,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_074,Expired,Damaged on shelf,0,0,10,15,BATCH_22964,matched
RET_212893,2025-03-20 09:24:20,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_084,Wrong Delivery,,0,22,0,38,BATCH_10917,matched
RET_212978,2025-04-07 18:54:29,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_181,Returned Unsold,Customer complaints,83,0,0,0,BATCH_19063,matched
RET_204502,2025-03-02 09:52:54,Shepperton_Plant,Bindura,RT_BIN_01,STORE_165,Returned Unsold,,0,42,0,62,BATCH_13440,matched
RET_209292,2025-01-07 11:52:13,Shepperton_Plant,Harare,RT_HAR_03,STORE_112,Damaged Packaging,Damaged on shelf,7,4,0,0,BATCH_16402,matched
RET_212516,2025-04-21 18:59:27,Shepperton_Plant,Harare,RT_HAR_03,STORE_079,Damaged Packaging,,52,0,0,0,BATCH_21063,matched
RET_208451,2025-07-20 16:52:02,Shepperton_Plant,Mutare,RT_MUT_01,STORE_089,Damaged Packaging,,56,0,28,0,BATCH_21868,matched
RET_205683,2025-06-03 20:50:35,Shepperton_Plant,Harare,RT_HAR_01,STORE_184,Returned Unsold,Customer complaints,0,62,0,0,BATCH_20754,matched
RET_200708,2025-03-09 23:12:34,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_179,Wrong Delivery,Damaged on shelf,10,7,0,0,BATCH_21036,matched
RET_201237,2025-02-05 04:49:01,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_089,Stale,Customer complaints,0,0,51,0,BATCH_19123,matched
RET_212716,2025-03-18 15:40:11,Shepperton_Plant,Bindura,RT_BIN_01,STORE_063,Stale,Damaged on shelf,0,0,0,53,BATCH_20855,matched
RET_205964,2025-04-16 18:16:59,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_164,Stale,,64,29,0,0,BATCH_20526,matched
RET_201659,2025-06-18 01:50:16,Shepperton_Plant,Bindura,RT_BIN_01,STORE_140,Wrong Delivery,,0,0,0,135,BATCH_13924,matched
RET_212679,2025-02-12 20:06:30,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_064,Returned Unsold,Packaging issue,0,0,33,30,BATCH_20082,matched
RET_211702,2025-03-15 10:55:02,Shepperton_Plant,Mutare,RT_MUT_02,STORE_005,Stale,Packaging issue,0,0,0,73,BATCH_10267,matched
RET_202236,2025-05-29 13:04:23,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_056,Stale,Late delivery,0,70,0,108,BATCH_11465,matched
RET_208424,2025-05-23 05:53:35,Shepperton_Plant,Mutare,RT_MUT_01,STORE_184,Damaged Packaging,,0,0,37,0,BATCH_10856,matched
RET_206383,2025-02-10 19:45:10,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_010,Expired,Damaged on shelf,59,0,0,42,BATCH_22307,matched
RET_201747,2025-03-30 17:57:37,Shepperton_Plant,Bindura,RT_BIN_01,STORE_166,Damaged Packaging,,23,0,0,19,BATCH_20529,matched
RET_201208,2025-06-24 21:27:33,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_095,Damaged Packaging,Late delivery,28,6,0,0,BATCH_13137,matched
RET_206030,2025-02-04 01:06:56,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_138,Damaged Packaging,Customer complaints,0,35,41,0,BATCH_22627,matched
RET_200424,2025-02-09 00:02:00,Shepperton_Plant,Bindura,RT_BIN_01,STORE_017,Damaged Packaging,Damaged on shelf,0,0,0,41,BATCH_18567,matched
RET_200554,2025-04-17 05:57:55,Shepperton_Plant,Mutare,RT_MUT_02,STORE_173,Wrong Delivery,Packaging issue,39,13,0,0,BATCH_15294,matched
RET_200944,2025-01-07 14:27:31,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_150,Stale,Late delivery,0,61,0,0,BATCH_20992,matched
RET_206152,2025-03-02 14:34:01,Shepperton_Plant,Harare,RT_HAR_03,STORE_009,Expired,Damaged on shelf,0,0,9,11,BATCH_13180,matched
RET_209696,2025-02-09 16:26:51,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_088,Expired,Customer complaints,104,29,0,0,BATCH_16142,matched
RET_202771,2025-03-22 15:52:09,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_067,Wrong Delivery,Late delivery,0,37,0,41,BATCH_14507,matched
RET_206176,2025-06-11 05:00:40,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_100,Stale,,0,28,0,43,BATCH_10985,matched
RET_205425,2025-02-24 06:32:13,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_062,Wrong Delivery,Damaged on shelf,22,0,12,0,BATCH_17226,matched
RET_204504,2025-05-01 05:19:15,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_009,Mould Growth,Damaged on shelf,0,0,0,172,BATCH_10874,matched
RET_203851,2025-01-09 02:27:13,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_150,Wrong Delivery,,72,0,0,0,BATCH_16665,matched
RET_203111,2025-04-02 03:04:51,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_049,Returned Unsold,,50,16,0,0,BATCH_14877,matched
RET_206729,2025-07-30 21:32:11,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_095,Expired,,0,0,49,0,BATCH_12448,matched
RET_205527,2025-07-15 02:14:16,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_172,Mould Growth,Customer complaints,7,0,0,0,BATCH_16521,matched
RET_211304,2025-07-12 14:04:35,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_043,Wrong Delivery,,0,62,0,0,BATCH_24507,matched
RET_206598,2025-03-23 09:10:01,Shepperton_Plant,Mutare,RT_MUT_02,STORE_189,Damaged Packaging,Damaged on shelf,0,0,78,0,BATCH_22079,matched
RET_208528,2025-02-14 12:29:16,Shepperton_Plant,Mutare,RT_MUT_02,STORE_081,Mould Growth,Packaging issue,0,0,72,0,BATCH_10792,matched
RET_212382,2025-04-03 05:11:42,Shepperton_Plant,Mutare,RT_MUT_02,STORE_137,Mould Growth,Damaged on shelf,84,0,0,0,BATCH_13010,matched
RET_208132,2025-06-16 15:47:36,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_148,Wrong Delivery,Customer complaints,66,0,0,59,BATCH_14683,matched
RET_202483,2025-03-11 09:06:16,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_112,Mould Growth,Late delivery,0,51,36,0,BATCH_21805,matched
RET_201768,2025-06-19 12:54:25,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_187,Wrong Delivery,,0,31,29,0,BATCH_17510,matched
RET_211089,2025-03-26 02:13:04,Shepperton_Plant,Harare,RT_HAR_02,STORE_065,Damaged Packaging,Packaging issue,0,0,66,0,BATCH_11877,matched
RET_209731,2025-04-28 18:32:48,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_191,Returned Unsold,Damaged on shelf,0,59,50,0,BATCH_14317,matched
RET_204106,2025-02-21 19:00:43,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_027,Expired,Damaged on shelf,0,51,0,0,BATCH_23763,matched
RET_200068,2025-05-05 20:51:18,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_062,Mould Growth,Damaged on shelf,35,0,11,0,BATCH_10188,matched
RET_211277,2025-07-13 03:43:41,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_036,Returned Unsold,Late delivery,0,0,0,122,BATCH_10703,matched
RET_202420,2025-04-29 01:35:44,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_073,Mould Growth,Damaged on shelf,20,6,0,0,BATCH_11879,matched
RET_211715,2025-05-29 02:42:43,Shepperton_Plant,Mutare,RT_MUT_02,STORE_163,Returned Unsold,Customer complaints,0,0,23,0,BATCH_17601,matched
RET_205739,2025-06-14 11:12:00,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_084,Crushed/Squashed,Late delivery,60,0,26,0,BATCH_17402,matched
RET_209441,2025-04-22 06:15:01,Shepperton_Plant,Mutare,RT_MUT_02,STORE_022,Mould Growth,Customer complaints,49,0,0,0,BATCH_14470,matched
RET_201730,2025-05-09 10:50:52,Shepperton_Plant,Mutare,RT_MUT_01,STORE_056,Wrong Delivery,Damaged on shelf,0,45,0,0,BATCH_11522,matched
RET_203526,2025-06-01 08:25:26,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_143,Damaged Packaging,Customer complaints,0,0,47,0,BATCH_22635,matched
RET_202447,2025-05-09 04:12:35,Shepperton_Plant,Harare,RT_HAR_02,STORE_136,Mould Growth,,0,0,0,140,BATCH_11670,matched
RET_203798,2025-06-08 01:36:45,Shepperton_Plant,Bindura,RT_BIN_01,STORE_181,Damaged Packaging,Damaged on shelf,0,0,0,71,BATCH_19913,matched
RET_211100,2025-04-24 09:56:23,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_013,Stale,,0,0,4,5,BATCH_12395,matched
RET_203082,2025-01-17 18:46:31,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_155,Wrong Delivery,Packaging issue,16,0,0,0,BATCH_18117,matched
RET_211118,2025-02-09 15:32:45,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_154,Mould Growth,Late delivery,83,0,0,81,BATCH_10105,matched
RET_200732,2025-04-08 08:38:03,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_145,Returned Unsold,Late delivery,44,0,0,34,BATCH_21345,matched
RET_200245,2025-04-26 20:13:25,Shepperton_Plant,Mutare,RT_MUT_02,STORE_035,Returned Unsold,,23,0,0,28,BATCH_10488,matched
RET_212225,2025-03-06 16:24:18,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_133,Returned Unsold,Late delivery,0,0,0,93,BATCH_11032,matched
RET_208628,2025-02-08 01:42:43,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_106,Crushed/Squashed,Late delivery,0,0,31,0,BATCH_22565,matched
RET_209294,2025-06-23 10:45:22,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_061,Mould Growth,Packaging issue,0,0,0,53,BATCH_18460,matched
RET_202157,2025-01-03 02:22:40,Shepperton_Plant,Bindura,RT_BIN_01,STORE_014,Wrong Delivery,,69,0,0,0,BATCH_12446,matched
RET_205263,2025-07-03 04:33:30,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_170,Returned Unsold,,0,0,6,8,BATCH_17129,matched
RET_211232,2025-04-15 21:06:08,Shepperton_Plant,Harare,RT_HAR_03,STORE_038,Damaged Packaging,Packaging issue,0,0,22,22,BATCH_13296,matched
RET_202127,2025-05-21 07:30:53,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_133,Mould Growth,Customer complaints,0,0,0,94,BATCH_20453,matched
RET_212396,2025-04-10 08:04:36,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_024,Expired,,19,8,0,0,BATCH_22394,matched
RET_206202,2025-01-18 08:14:07,Shepperton_Plant,Harare,RT_HAR_02,STORE_150,Returned Unsold,Late delivery,0,0,58,0,BATCH_22836,matched
RET_200673,2025-05-24 21:39:56,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_013,Expired,Late delivery,0,53,0,61,BATCH_21303,matched
RET_207508,2025-01-11 19:55:09,Shepperton_Plant,Bindura,RT_BIN_01,STORE_144,Expired,,0,69,50,0,BATCH_24298,matched
RET_205998,2025-03-01 23:53:04,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_196,Expired,,0,39,37,0,BATCH_24920,matched
RET_205912,2025-05-29 19:21:10,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_039,Wrong Delivery,Damaged on shelf,47,21,0,0,BATCH_10094,matched
RET_200476,2025-07-29 14:26:53,Shepperton_Plant,Mutare,RT_MUT_02,STORE_016,Stale,,13,0,4,0,BATCH_13618,matched
RET_203482,2025-01-22 09:43:15,Shepperton_Plant,Bindura,RT_BIN_01,STORE_154,Mould Growth,Damaged on shelf,59,0,0,0,BATCH_13211,matched
RET_209460,2025-03-25 01:06:13,Shepperton_Plant,Harare,RT_HAR_02,STORE_002,Wrong Delivery,Customer complaints,0,59,0,0,BATCH_18244,matched
RET_209059,2025-04-16 06:36:09,Shepperton_Plant,Bindura,RT_BIN_01,STORE_063,Returned Unsold,Damaged on shelf,0,5,0,0,BATCH_21207,matched
RET_205257,2025-06-12 12:12:59,Shepperton_Plant,Mutare,RT_MUT_01,STORE_162,Stale,,0,0,85,86,BATCH_10008,matched
RET_206023,2025-01-23 22:07:05,Shepperton_Plant,Harare,RT_HAR_01,STORE_170,Mould Growth,Damaged on shelf,0,48,38,0,BATCH_13255,matched
RET_209027,2025-07-27 21:40:38,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_013,Crushed/Squashed,Damaged on shelf,0,74,0,0,BATCH_19428,matched
RET_203070,2025-07-29 19:13:26,Shepperton_Plant,Mutare,RT_MUT_02,STORE_189,Stale,,0,37,0,0,BATCH_19350,matched
RET_201701,2025-04-23 19:09:01,Shepperton_Plant,Harare,RT_HAR_02,STORE_163,Damaged Packaging,Customer complaints,22,9,0,0,BATCH_21650,matched
RET_206848,2025-01-19 11:16:16,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_016,Mould Growth,Late delivery,0,36,37,0,BATCH_16113,matched
RET_212515,2025-02-09 19:25:40,Shepperton_Plant,Bindura,RT_BIN_01,STORE_018,Returned Unsold,Packaging issue,16,0,0,0,BATCH_16375,matched
RET_207700,2025-01-24 01:33:54,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_009,Expired,Late delivery,0,80,56,0,BATCH_12495,matched
RET_210171,2025-04-01 15:19:04,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_140,Crushed/Squashed,Packaging issue,0,32,0,0,BATCH_20512,matched
RET_202417,2025-03-08 21:21:17,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_199,Stale,Customer complaints,6,0,0,6,BATCH_13968,matched
RET_210772,2025-01-03 02:18:56,Shepperton_Plant,Harare,RT_HAR_01,STORE_156,Expired,Packaging issue,0,46,0,108,BATCH_23892,matched
RET_202459,2025-07-06 00:35:52,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_177,Crushed/Squashed,Late delivery,0,0,0,40,BATCH_22674,matched
RET_205635,2025-05-02 00:33:19,Shepperton_Plant,Harare,RT_HAR_03,STORE_131,Wrong Delivery,Customer complaints,0,26,0,0,BATCH_10701,matched
RET_200812,2025-07-26 19:48:37,Shepperton_Plant,Mutare,RT_MUT_02,STORE_167,Wrong Delivery,Customer complaints,0,0,13,0,BATCH_18070,matched
RET_212128,2025-03-11 08:15:03,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_173,Stale,,0,35,36,0,BATCH_24197,matched
RET_211182,2025-01-14 07:28:32,Shepperton_Plant,Harare,RT_HAR_03,STORE_183,Mould Growth,Packaging issue,0,29,0,54,BATCH_17599,matched
RET_208909,2025-01-12 01:03:47,Shepperton_Plant,Bindura,RT_BIN_01,STORE_067,Returned Unsold,,44,0,0,0,BATCH_12678,matched
RET_202471,2025-07-25 11:34:09,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_022,Returned Unsold,Late delivery,60,0,0,0,BATCH_20259,matched
RET_206071,2025-06-29 14:04:12,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_130,Mould Growth,Damaged on shelf,0,22,0,0,BATCH_10669,matched
RET_206179,2025-02-07 16:59:43,Shepperton_Plant,Bindura,RT_BIN_01,STORE_025,Stale,Customer complaints,0,27,0,47,BATCH_21257,matched
RET_207018,2025-06-13 22:55:40,Shepperton_Plant,Mutare,RT_MUT_02,STORE_035,Returned Unsold,Packaging issue,5,0,1,0,BATCH_17369,matched
RET_210811,2025-07-04 10:39:58,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_118,Mould Growth,,0,0,0,53,BATCH_19107,matched
RET_202029,2025-06-19 09:41:59,Shepperton_Plant,Mutare,RT_MUT_02,STORE_094,Wrong Delivery,Damaged on shelf,0,40,0,0,BATCH_24168,matched
RET_211143,2025-01-07 02:52:22,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_068,Returned Unsold,Damaged on shelf,0,42,0,0,BATCH_17073,matched
RET_205389,2025-01-03 13:30:21,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_039,Damaged Packaging,,0,0,16,0,BATCH_14825,matched
RET_210374,2025-03-21 19:42:05,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_125,Damaged Packaging,Packaging issue,0,0,25,28,BATCH_22349,matched
RET_203617,2025-02-14 05:52:07,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_160,Wrong Delivery,Customer complaints,0,0,38,0,BATCH_17718,matched
RET_201964,2025-06-03 23:05:13,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_096,Returned Unsold,Customer complaints,0,16,0,0,BATCH_10384,matched
RET_200114,2025-01-01 12:06:25,Shepperton_Plant,Bindura,RT_BIN_01,STORE_074,Stale,,0,13,0,25,INFERRED_BATCH_01302,inferred
RET_202884,2025-04-26 05:32:31,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_157,Mould Growth,,0,0,42,0,BATCH_18304,matched
RET_202270,2025-01-07 05:37:25,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_184,Expired,,74,0,0,87,BATCH_19701,matched
RET_204819,2025-05-08 18:20:04,Shepperton_Plant,Mutare,RT_MUT_02,STORE_172,Mould Growth,Damaged on shelf,91,0,0,86,BATCH_20008,matched
RET_200230,2025-05-02 19:23:47,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_137,Returned Unsold,,0,37,39,0,BATCH_14920,matched
RET_205990,2025-04-03 10:25:22,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_191,Returned Unsold,Late delivery,0,0,5,7,BATCH_10101,matched
RET_203963,2025-06-07 02:50:56,Shepperton_Plant,Harare,RT_HAR_03,STORE_139,Crushed/Squashed,Packaging issue,0,59,0,0,BATCH_17924,matched
RET_207021,2025-07-10 14:39:50,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_063,Damaged Packaging,Customer complaints,18,0,12,0,BATCH_18798,matched
RET_205790,2025-06-10 12:03:51,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_028,Crushed/Squashed,,0,13,7,0,BATCH_17881,matched
RET_210362,2025-03-12 09:54:05,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_032,Mould Growth,Packaging issue,0,0,0,133,BATCH_13922,matched
RET_200214,2025-05-25 17:07:27,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_020,Damaged Packaging,Damaged on shelf,0,0,0,114,BATCH_12895,matched
RET_207515,2025-07-08 23:41:10,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_148,Damaged Packaging,,49,0,0,0,BATCH_20091,matched
RET_204561,2025-07-01 21:36:53,Shepperton_Plant,Bindura,RT_BIN_01,STORE_044,Mould Growth,Customer complaints,0,0,0,111,BATCH_24924,matched
RET_210734,2025-07-27 08:15:49,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_179,Expired,,0,0,57,59,BATCH_11286,matched
RET_206253,2025-03-29 02:02:12,Shepperton_Plant,Mutare,RT_MUT_01,STORE_100,Expired,Damaged on shelf,0,31,0,0,BATCH_20081,matched
RET_200696,2025-01-01 18:47:41,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_062,Expired,Customer complaints,55,0,0,44,INFERRED_BATCH_01317,inferred
RET_211531,2025-06-24 20:11:32,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_013,Crushed/Squashed,Customer complaints,0,0,19,0,BATCH_12494,matched
RET_210306,2025-05-24 03:22:01,Shepperton_Plant,Bindura,RT_BIN_01,STORE_066,Damaged Packaging,Late delivery,0,0,32,0,BATCH_22324,matched
RET_211496,2025-05-30 10:28:28,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_090,Damaged Packaging,Late delivery,0,0,0,65,BATCH_14137,matched
RET_211074,2025-05-05 06:43:31,Shepperton_Plant,Harare,RT_HAR_03,STORE_156,Stale,Late delivery,0,40,50,0,BATCH_12192,matched
RET_208833,2025-06-18 15:00:26,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_134,Crushed/Squashed,Customer complaints,70,0,20,0,BATCH_14193,matched
RET_201643,2025-07-08 21:22:11,Shepperton_Plant,Bindura,RT_BIN_01,STORE_134,Returned Unsold,,0,0,55,0,BATCH_24127,matched
