sale_id,timestamp,retailer_id,depot_id,region,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf,promotion_flag,promotion_name,bakers_inn_price,retail_price
POS_503435,2025-03-31 14:00:00,STORE_138,Chinhoyi,Mashonaland West,14,37,0,0,0,,0.67,1.19
POS_500270,2025-03-31 15:00:00,STORE_011,Chinhoyi,Mashonaland West,0,0,16,31,0,,1.0,1.75
POS_500795,2025-03-31 15:00:00,STORE_031,Chinhoyi,Mashonaland West,0,9,0,32,0,,0.96,1.69
POS_500637,2025-03-31 15:00:00,STORE_025,Bindura,Mashonaland Central,27,23,36,0,0,,0.67,1.18
POS_503590,2025-03-31 16:00:00,STORE_144,Chegutu,Mashonaland West,7,15,0,0,0,,0.66,1.15
POS_503176,2025-03-31 16:00:00,STORE_128,Chegutu,Mashonaland West,0,11,4,11,0,,0.81,1.43
POS_501819,2025-03-31 20:00:00,STORE_072,Bindura,Mashonaland Central,15,0,0,10,0,,0.74,1.31
POS_503842,2025-04-01 07:00:00,STORE_154,Bindura,Mashonaland Central,35,0,22,0,0,,0.68,1.2
POS_500262,2025-04-01 07:00:00,STORE_011,Chinhoyi,Mashonaland West,38,18,0,39,0,,0.86,1.52
POS_501315,2025-04-01 08:00:00,STORE_052,Harare,Harare Urban,3,13,23,0,0,,0.73,1.29
POS_501238,2025-04-01 08:00:00,STORE_049,Harare,Harare Urban,9,0,29,16,1,Easter Promo,0.84,1.47
POS_501399,2025-04-01 08:00:00,STORE_055,Bindura,Mashonaland Central,29,28,0,9,0,,0.71,1.25
POS_501402,2025-04-01 09:00:00,STORE_056,Chinhoyi,Mashonaland West,14,26,10,0,0,,0.7,1.23
POS_500352,2025-04-01 09:00:00,STORE_014,Chinhoyi,Mashonaland West,23,13,0,8,0,,0.7,1.23
POS_503473,2025-04-01 11:00:00,STORE_140,Chegutu,Mashonaland West,16,38,39,8,0,,0.72,1.28
POS_504509,2025-04-01 13:00:00,STORE_183,Chinhoyi,Mashonaland West,36,0,0,21,0,,0.74,1.29
POS_502832,2025-04-01 14:00:00,STORE_116,Hatcliff,Harare Urban,43,40,0,0,1,Christmas Promo,0.66,1.17
POS_500970,2025-04-01 14:00:00,STORE_039,Chinhoyi,Mashonaland West,15,3,26,0,0,,0.75,1.32
POS_503203,2025-04-01 15:00:00,STORE_129,Hatcliff,Harare Urban,22,42,11,21,1,Independence Day Promo,0.77,1.36
POS_504814,2025-04-01 16:00:00,STORE_194,Murehwa,Mashonaland East,18,6,0,0,0,,0.66,1.16
POS_504588,2025-04-01 18:00:00,STORE_186,Chegutu,Mashonaland West,12,0,0,0,0,,0.62,1.09
POS_502051,2025-04-02 07:00:00,STORE_084,Chegutu,Mashonaland West,8,25,13,17,0,,0.79,1.39
POS_503740,2025-04-02 08:00:00,STORE_150,Chegutu,Mashonaland West,36,0,39,0,1,Independence Day Promo,0.68,1.2
POS_500801,2025-04-02 08:00:00,STORE_032,Bindura,Mashonaland Central,0,38,41,0,1,Heroes Day Promo,0.75,1.32
POS_500441,2025-04-02 09:00:00,STORE_018,Bindura,Mashonaland Central,19,0,29,27,0,,0.81,1.43
POS_503104,2025-04-02 09:00:00,STORE_125,Chegutu,Mashonaland West,17,25,9,15,0,,0.76,1.34
POS_501475,2025-04-02 10:00:00,STORE_059,Chinhoyi,Mashonaland West,28,0,5,31,0,,0.78,1.37
POS_502020,2025-04-02 10:00:00,STORE_082,Murehwa,Mashonaland East,24,12,29,36,0,,0.78,1.37
POS_504373,2025-04-02 11:00:00,STORE_178,Chegutu,Mashonaland West,34,19,45,21,1,Independence Day Promo,0.73,1.28
POS_504697,2025-04-02 12:00:00,STORE_189,Hatcliff,Harare Urban,10,28,31,27,0,,0.75,1.33
POS_500306,2025-04-02 12:00:00,STORE_013,Chinhoyi,Mashonaland West,0,8,0,18,0,,0.88,1.55
POS_504156,2025-04-02 13:00:00,STORE_169,Hatcliff,Harare Urban,0,14,40,50,1,Heroes Day Promo,0.83,1.45
POS_502466,2025-04-02 14:00:00,STORE_100,Bindura,Mashonaland Central,0,30,20,0,0,,0.72,1.28
POS_503897,2025-04-02 14:00:00,STORE_157,Harare,Harare Urban,0,0,47,36,1,Christmas Promo,0.87,1.53
POS_501822,2025-04-02 14:00:00,STORE_073,Chinhoyi,Mashonaland West,37,18,10,35,0,,0.73,1.28
POS_501600,2025-04-02 15:00:00,STORE_063,Chegutu,Mashonaland West,14,40,29,0,0,,0.74,1.31
POS_504175,2025-04-02 15:00:00,STORE_170,Hatcliff,Harare Urban,39,30,17,6,0,,0.72,1.27
POS_502995,2025-04-02 15:00:00,STORE_121,Harare,Harare Urban,4,8,12,0,0,,0.73,1.29
POS_502775,2025-04-02 16:00:00,STORE_112,Bindura,Mashonaland Central,0,0,34,8,0,,0.84,1.47
POS_500189,2025-04-02 16:00:00,STORE_009,Chinhoyi,Mashonaland West,0,0,30,32,1,Easter Promo,0.92,1.61
POS_500927,2025-04-02 16:00:00,STORE_037,Bindura,Mashonaland Central,30,0,18,0,0,,0.66,1.17
POS_501366,2025-04-02 16:00:00,STORE_054,Murehwa,Mashonaland East,40,0,30,10,0,,0.7,1.24
POS_503428,2025-04-02 16:00:00,STORE_138,Chinhoyi,Mashonaland West,0,0,20,27,0,,0.95,1.67
POS_502186,2025-04-03 09:00:00,STORE_089,Chinhoyi,Mashonaland West,9,0,28,0,1,Christmas Promo,0.8,1.4
POS_501104,2025-04-03 09:00:00,STORE_044,Chinhoyi,Mashonaland West,13,0,31,32,1,Independence Day Promo,0.86,1.52
POS_502707,2025-04-03 09:00:00,STORE_110,Murehwa,Mashonaland East,37,30,0,0,0,,0.67,1.18
POS_502088,2025-04-03 09:00:00,STORE_085,Mutare,Manicaland,0,39,27,28,0,,0.75,1.33
POS_501390,2025-04-03 10:00:00,STORE_055,Bindura,Mashonaland Central,48,31,48,15,1,Easter Promo,0.78,1.37
POS_504744,2025-04-03 10:00:00,STORE_191,Murehwa,Mashonaland East,36,36,0,34,0,,0.77,1.35
POS_504037,2025-04-03 10:00:00,STORE_163,Murehwa,Mashonaland East,25,9,0,27,1,Christmas Promo,0.81,1.42
POS_500951,2025-04-03 11:00:00,STORE_038,Chinhoyi,Mashonaland West,0,24,26,24,0,,0.85,1.49
POS_501154,2025-04-03 12:00:00,STORE_046,Chinhoyi,Mashonaland West,14,38,49,19,1,Easter Promo,0.78,1.38
POS_503340,2025-04-03 12:00:00,STORE_134,Hatcliff,Harare Urban,16,17,12,19,1,Heroes Day Promo,0.77,1.36
POS_504787,2025-04-03 15:00:00,STORE_193,Chinhoyi,Mashonaland West,0,19,34,0,0,,0.79,1.4
POS_501837,2025-04-03 16:00:00,STORE_074,Mutare,Manicaland,10,0,13,0,0,,0.72,1.26
POS_502594,2025-04-03 16:00:00,STORE_105,Chinhoyi,Mashonaland West,19,35,30,5,0,,0.76,1.35
POS_500225,2025-04-03 16:00:00,STORE_010,Hatcliff,Harare Urban,25,7,0,0,0,,0.6,1.02
POS_500135,2025-04-03 16:00:00,STORE_007,Harare,Harare Urban,28,0,6,3,0,,0.65,1.14
POS_503582,2025-04-04 07:00:00,STORE_144,Chegutu,Mashonaland West,0,24,33,0,0,,0.84,1.48
POS_502126,2025-04-04 07:00:00,STORE_087,Murehwa,Mashonaland East,0,48,37,32,1,Independence Day Promo,0.8,1.4
POS_504567,2025-04-04 08:00:00,STORE_185,Chinhoyi,Mashonaland West,38,0,12,13,0,,0.71,1.25
POS_504586,2025-04-04 08:00:00,STORE_186,Chegutu,Mashonaland West,0,8,0,24,1,Heroes Day Promo,0.87,1.53
POS_503371,2025-04-04 08:00:00,STORE_136,Harare,Harare Urban,40,7,13,39,0,,0.79,1.39
POS_502308,2025-04-04 08:00:00,STORE_093,Murehwa,Mashonaland East,0,25,37,0,1,Christmas Promo,0.75,1.33
POS_504665,2025-04-04 10:00:00,STORE_188,Murehwa,Mashonaland East,38,19,0,0,1,Christmas Promo,0.63,1.11
POS_502354,2025-04-04 10:00:00,STORE_095,Murehwa,Mashonaland East,27,38,12,0,0,,0.71,1.25
POS_503547,2025-04-04 12:00:00,STORE_142,Murehwa,Mashonaland East,9,0,26,34,0,,0.84,1.48
POS_500332,2025-04-04 12:00:00,STORE_013,Chinhoyi,Mashonaland West,0,32,0,19,0,,0.83,1.46
POS_504288,2025-04-04 12:00:00,STORE_175,Chinhoyi,Mashonaland West,38,36,0,48,1,Easter Promo,0.8,1.41
POS_503985,2025-04-04 12:00:00,STORE_161,Bindura,Mashonaland Central,0,0,47,46,1,Heroes Day Promo,0.93,1.64
POS_500238,2025-04-04 13:00:00,STORE_010,Hatcliff,Harare Urban,16,24,8,31,0,,0.8,1.41
POS_503060,2025-04-04 13:00:00,STORE_124,Bindura,Mashonaland Central,33,0,20,20,0,,0.86,1.51
POS_504493,2025-04-04 13:00:00,STORE_183,Chinhoyi,Mashonaland West,0,35,35,10,0,,0.82,1.45
POS_504445,2025-04-04 14:00:00,STORE_181,Chegutu,Mashonaland West,0,0,29,47,1,Independence Day Promo,0.92,1.63
POS_501185,2025-04-04 15:00:00,STORE_047,Mutare,Manicaland,40,33,19,4,0,,0.67,1.18
POS_503695,2025-04-04 15:00:00,STORE_148,Chinhoyi,Mashonaland West,0,36,20,0,0,,0.75,1.32
POS_501778,2025-04-04 16:00:00,STORE_071,Mutare,Manicaland,17,17,28,0,0,,0.77,1.36
POS_503940,2025-04-05 07:00:00,STORE_159,Harare,Harare Urban,19,0,15,19,0,,0.85,1.49
POS_500525,2025-04-05 07:00:00,STORE_021,Hatcliff,Harare Urban,10,22,16,41,1,Independence Day Promo,0.89,1.56
POS_500087,2025-04-05 07:00:00,STORE_005,Chegutu,Mashonaland West,36,26,34,31,0,,0.79,1.4
POS_501820,2025-04-05 09:00:00,STORE_073,Chinhoyi,Mashonaland West,8,0,0,34,0,,0.85,1.5
POS_502807,2025-04-05 09:00:00,STORE_114,Murehwa,Mashonaland East,44,0,26,0,1,Heroes Day Promo,0.69,1.22
POS_501059,2025-04-05 09:00:00,STORE_042,Hatcliff,Harare Urban,28,14,38,7,0,,0.71,1.24
POS_504663,2025-04-05 10:00:00,STORE_188,Murehwa,Mashonaland East,0,8,0,6,1,Christmas Promo,0.77,1.36
POS_504601,2025-04-05 11:00:00,STORE_187,Murehwa,Mashonaland East,0,37,45,10,1,Easter Promo,0.8,1.41
POS_503501,2025-04-05 11:00:00,STORE_141,Chegutu,Mashonaland West,16,27,36,17,0,,0.8,1.4
POS_502780,2025-04-05 12:00:00,STORE_113,Harare,Harare Urban,39,0,0,43,1,Easter Promo,0.82,1.44
POS_500748,2025-04-05 15:00:00,STORE_029,Bindura,Mashonaland Central,0,19,35,32,0,,0.87,1.53
POS_500399,2025-04-05 16:00:00,STORE_016,Chinhoyi,Mashonaland West,27,19,37,6,0,,0.76,1.33
POS_501461,2025-04-05 19:00:00,STORE_058,Murehwa,Mashonaland East,0,8,0,0,0,,0.68,1.2
POS_504438,2025-04-06 07:00:00,STORE_180,Murehwa,Mashonaland East,28,3,36,34,0,,0.8,1.41
POS_502866,2025-04-06 08:00:00,STORE_117,Bindura,Mashonaland Central,39,7,11,0,0,,0.61,1.08
POS_503096,2025-04-06 08:00:00,STORE_125,Chegutu,Mashonaland West,6,47,21,44,1,Christmas Promo,0.75,1.33
POS_504423,2025-04-06 08:00:00,STORE_180,Murehwa,Mashonaland East,19,33,11,29,0,,0.8,1.42
POS_500747,2025-04-06 08:00:00,STORE_029,Bindura,Mashonaland Central,8,26,42,26,1,Heroes Day Promo,0.79,1.39
POS_500987,2025-04-06 08:00:00,STORE_039,Chinhoyi,Mashonaland West,37,0,16,7,0,,0.72,1.28
POS_504272,2025-04-06 09:00:00,STORE_174,Hatcliff,Harare Urban,12,0,38,0,1,Christmas Promo,0.8,1.41
POS_500446,2025-04-06 09:00:00,STORE_018,Bindura,Mashonaland Central,13,0,6,4,1,Heroes Day Promo,0.7,1.24
POS_500308,2025-04-06 11:00:00,STORE_013,Chinhoyi,Mashonaland West,10,18,34,7,0,,0.79,1.4
POS_501176,2025-04-06 12:00:00,STORE_047,Mutare,Manicaland,31,27,11,39,0,,0.76,1.34
POS_501013,2025-04-06 13:00:00,STORE_041,Mutare,Manicaland,14,0,36,0,1,Easter Promo,0.7,1.24
POS_500367,2025-04-06 13:00:00,STORE_015,Harare,Harare Urban,39,18,16,20,1,Easter Promo,0.74,1.3
POS_503162,2025-04-06 13:00:00,STORE_127,Harare,Harare Urban,14,5,17,40,0,,0.83,1.47
POS_503788,2025-04-06 13:00:00,STORE_153,Mutare,Manicaland,28,14,3,0,0,,0.64,1.12
POS_502166,2025-04-06 13:00:00,STORE_088,Chinhoyi,Mashonaland West,19,11,16,0,0,,0.76,1.33
POS_500798,2025-04-06 14:00:00,STORE_032,Bindura,Mashonaland Central,26,28,22,8,0,,0.68,1.21
POS_502433,2025-04-06 15:00:00,STORE_098,Harare,Harare Urban,12,4,30,10,0,,0.8,1.42
POS_504375,2025-04-06 16:00:00,STORE_178,Chegutu,Mashonaland West,42,8,34,49,1,Christmas Promo,0.77,1.35
POS_501033,2025-04-06 16:00:00,STORE_041,Mutare,Manicaland,25,0,17,20,0,,0.81,1.42
POS_501438,2025-04-07 07:00:00,STORE_057,Mutare,Manicaland,0,13,16,38,0,,0.89,1.57
POS_501434,2025-04-07 08:00:00,STORE_057,Mutare,Manicaland,0,0,29,28,0,,0.91,1.6
POS_501755,2025-04-07 09:00:00,STORE_070,Bindura,Mashonaland Central,0,0,9,0,0,,0.79,1.4
POS_500524,2025-04-07 10:00:00,STORE_020,Chinhoyi,Mashonaland West,15,0,32,9,0,,0.76,1.34
POS_500553,2025-04-07 10:00:00,STORE_021,Hatcliff,Harare Urban,38,0,36,18,0,,0.79,1.38
POS_502271,2025-04-07 10:00:00,STORE_092,Bindura,Mashonaland Central,24,36,34,16,0,,0.81,1.43
POS_501603,2025-04-07 11:00:00,STORE_063,Chegutu,Mashonaland West,18,33,16,15,0,,0.77,1.35
POS_501575,2025-04-07 12:00:00,STORE_062,Bindura,Mashonaland Central,0,26,32,25,0,,0.8,1.41
POS_500967,2025-04-07 13:00:00,STORE_039,Chinhoyi,Mashonaland West,30,38,0,42,1,Easter Promo,0.79,1.39
POS_503999,2025-04-07 13:00:00,STORE_161,Bindura,Mashonaland Central,40,0,10,0,0,,0.7,1.24
POS_500337,2025-04-07 13:00:00,STORE_014,Chinhoyi,Mashonaland West,14,25,16,0,0,,0.72,1.26
POS_502015,2025-04-07 14:00:00,STORE_082,Murehwa,Mashonaland East,47,28,26,0,1,Independence Day Promo,0.73,1.28
POS_501526,2025-04-07 14:00:00,STORE_060,Harare,Harare Urban,5,25,29,0,0,,0.73,1.29
POS_501585,2025-04-07 18:00:00,STORE_063,Chegutu,Mashonaland West,24,20,0,0,0,,0.65,1.14
POS_501403,2025-04-08 07:00:00,STORE_056,Chinhoyi,Mashonaland West,0,26,19,23,0,,0.85,1.49
POS_502483,2025-04-08 07:00:00,STORE_100,Bindura,Mashonaland Central,22,39,11,11,0,,0.74,1.3
POS_500166,2025-04-08 07:00:00,STORE_008,Chinhoyi,Mashonaland West,11,51,0,30,1,Christmas Promo,0.76,1.33
POS_503733,2025-04-08 07:00:00,STORE_150,Chegutu,Mashonaland West,26,38,0,0,0,,0.64,1.13
POS_504866,2025-04-08 08:00:00,STORE_195,Chegutu,Mashonaland West,0,15,0,3,0,,0.78,1.38
POS_504408,2025-04-08 08:00:00,STORE_180,Murehwa,Mashonaland East,40,25,29,8,0,,0.75,1.32
POS_502151,2025-04-08 08:00:00,STORE_088,Chinhoyi,Mashonaland West,20,0,26,0,1,Christmas Promo,0.77,1.35
POS_502551,2025-04-08 09:00:00,STORE_103,Harare,Harare Urban,26,33,9,48,1,Independence Day Promo,0.86,1.51
POS_502291,2025-04-08 09:00:00,STORE_093,Murehwa,Mashonaland East,0,13,5,19,0,,0.86,1.52
POS_503754,2025-04-08 09:00:00,STORE_151,Harare,Harare Urban,9,19,30,0,0,,0.74,1.31
POS_502129,2025-04-08 09:00:00,STORE_087,Murehwa,Mashonaland East,50,9,0,0,1,Heroes Day Promo,0.65,1.14
POS_501503,2025-04-08 09:00:00,STORE_059,Chinhoyi,Mashonaland West,48,0,0,37,1,Christmas Promo,0.78,1.37
POS_503445,2025-04-08 10:00:00,STORE_138,Chinhoyi,Mashonaland West,0,14,7,0,0,,0.72,1.26
POS_501949,2025-04-08 11:00:00,STORE_079,Mutare,Manicaland,34,0,43,4,1,Easter Promo,0.7,1.24
POS_502926,2025-04-08 11:00:00,STORE_118,Harare,Harare Urban,5,5,4,25,0,,0.89,1.56
POS_500606,2025-04-08 11:00:00,STORE_024,Chegutu,Mashonaland West,11,4,33,6,0,,0.78,1.37
POS_500594,2025-04-08 12:00:00,STORE_023,Harare,Harare Urban,30,0,30,0,1,Heroes Day Promo,0.71,1.25
POS_500320,2025-04-08 12:00:00,STORE_013,Chinhoyi,Mashonaland West,3,19,0,0,0,,0.72,1.28
POS_500402,2025-04-08 14:00:00,STORE_017,Chinhoyi,Mashonaland West,7,0,9,0,0,,0.75,1.31
POS_502270,2025-04-08 14:00:00,STORE_092,Bindura,Mashonaland Central,0,11,0,0,0,,0.75,1.32
POS_502587,2025-04-08 15:00:00,STORE_105,Chinhoyi,Mashonaland West,33,4,31,3,0,,0.66,1.17
POS_504474,2025-04-08 16:00:00,STORE_182,Mutare,Manicaland,17,4,17,37,0,,0.84,1.49
POS_503692,2025-04-09 08:00:00,STORE_148,Chinhoyi,Mashonaland West,35,31,3,24,0,,0.76,1.33
POS_502919,2025-04-09 09:00:00,STORE_118,Harare,Harare Urban,0,0,35,9,0,,0.8,1.41
POS_504073,2025-04-09 09:00:00,STORE_164,Bindura,Mashonaland Central,5,11,10,35,1,Christmas Promo,0.84,1.48
POS_502306,2025-04-09 10:00:00,STORE_093,Murehwa,Mashonaland East,13,0,0,8,0,,0.71,1.25
POS_501248,2025-04-09 10:00:00,STORE_050,Chinhoyi,Mashonaland West,24,11,37,4,0,,0.74,1.31
POS_502282,2025-04-09 10:00:00,STORE_093,Murehwa,Mashonaland East,39,5,29,34,0,,0.83,1.46
POS_504049,2025-04-09 11:00:00,STORE_163,Murehwa,Mashonaland East,6,20,32,14,0,,0.87,1.52
POS_504108,2025-04-09 12:00:00,STORE_167,Chinhoyi,Mashonaland West,6,32,23,10,0,,0.75,1.32
POS_502082,2025-04-09 12:00:00,STORE_085,Mutare,Manicaland,20,26,32,27,0,,0.81,1.42
POS_504439,2025-04-09 12:00:00,STORE_180,Murehwa,Mashonaland East,15,32,30,18,0,,0.79,1.4
POS_502091,2025-04-09 13:00:00,STORE_085,Mutare,Manicaland,19,0,37,0,0,,0.76,1.33
POS_501387,2025-04-09 13:00:00,STORE_055,Bindura,Mashonaland Central,24,7,0,14,0,,0.74,1.3
POS_502525,2025-04-09 15:00:00,STORE_102,Murehwa,Mashonaland East,21,3,22,0,0,,0.72,1.27
POS_504610,2025-04-09 15:00:00,STORE_187,Murehwa,Mashonaland East,11,23,31,30,0,,0.87,1.53
POS_504679,2025-04-09 15:00:00,STORE_189,Hatcliff,Harare Urban,37,6,25,15,1,Independence Day Promo,0.77,1.36
POS_503857,2025-04-09 16:00:00,STORE_155,Mutare,Manicaland,10,37,49,49,1,Heroes Day Promo,0.79,1.39
POS_500065,2025-04-09 16:00:00,STORE_004,Murehwa,Mashonaland East,20,0,31,18,0,,0.82,1.44
POS_502536,2025-04-09 18:00:00,STORE_102,Murehwa,Mashonaland East,16,0,16,23,1,Easter Promo,0.85,1.49
POS_502346,2025-04-10 07:00:00,STORE_095,Murehwa,Mashonaland East,29,17,0,22,0,,0.75,1.33
POS_504149,2025-04-10 07:00:00,STORE_169,Hatcliff,Harare Urban,0,0,13,31,1,Easter Promo,0.97,1.7
POS_504336,2025-04-10 08:00:00,STORE_176,Murehwa,Mashonaland East,32,9,49,0,1,Easter Promo,0.74,1.3
POS_504254,2025-04-10 09:00:00,STORE_173,Bindura,Mashonaland Central,27,21,28,40,1,Christmas Promo,0.81,1.42
POS_501094,2025-04-10 10:00:00,STORE_043,Hatcliff,Harare Urban,29,28,3,0,0,,0.66,1.17
POS_502150,2025-04-10 11:00:00,STORE_088,Chinhoyi,Mashonaland West,23,28,34,33,1,Independence Day Promo,0.73,1.28
POS_503041,2025-04-10 11:00:00,STORE_123,Harare,Harare Urban,25,2,2,0,0,,0.62,1.09
POS_504495,2025-04-10 11:00:00,STORE_183,Chinhoyi,Mashonaland West,29,34,25,0,0,,0.69,1.21
POS_504742,2025-04-10 11:00:00,STORE_191,Murehwa,Mashonaland East,34,0,38,0,0,,0.68,1.2
POS_500631,2025-04-10 11:00:00,STORE_025,Bindura,Mashonaland Central,14,0,40,0,0,,0.81,1.42
POS_502575,2025-04-10 12:00:00,STORE_104,Chinhoyi,Mashonaland West,15,0,23,34,0,,0.86,1.51
POS_504816,2025-04-10 13:00:00,STORE_194,Murehwa,Mashonaland East,3,23,0,16,0,,0.8,1.41
POS_500645,2025-04-10 13:00:00,STORE_025,Bindura,Mashonaland Central,19,14,31,0,0,,0.71,1.26
POS_504039,2025-04-10 14:00:00,STORE_163,Murehwa,Mashonaland East,0,38,12,0,0,,0.75,1.31
POS_500253,2025-04-10 15:00:00,STORE_011,Chinhoyi,Mashonaland West,39,33,0,0,0,,0.67,1.19
POS_504255,2025-04-10 15:00:00,STORE_173,Bindura,Mashonaland Central,32,45,38,17,1,Christmas Promo,0.72,1.27
POS_501914,2025-04-10 15:00:00,STORE_077,Chinhoyi,Mashonaland West,0,0,4,29,1,Christmas Promo,0.95,1.67
POS_503605,2025-04-10 16:00:00,STORE_145,Harare,Harare Urban,31,30,14,23,0,,0.78,1.37
POS_501513,2025-04-11 07:00:00,STORE_060,Harare,Harare Urban,7,0,0,14,0,,0.78,1.37
POS_501904,2025-04-11 08:00:00,STORE_076,Bindura,Mashonaland Central,36,47,21,11,1,Independence Day Promo,0.72,1.26
POS_504923,2025-04-11 08:00:00,STORE_197,Hatcliff,Harare Urban,28,40,12,7,0,,0.7,1.23
POS_504651,2025-04-11 09:00:00,STORE_188,Murehwa,Mashonaland East,28,13,25,5,0,,0.72,1.27
POS_504949,2025-04-11 09:00:00,STORE_198,Chegutu,Mashonaland West,8,15,28,0,0,,0.74,1.3
POS_502649,2025-04-11 10:00:00,STORE_107,Hatcliff,Harare Urban,28,37,0,7,0,,0.69,1.22
POS_503621,2025-04-11 10:00:00,STORE_145,Harare,Harare Urban,6,15,12,13,1,Independence Day Promo,0.86,1.51
POS_502068,2025-04-11 11:00:00,STORE_084,Chegutu,Mashonaland West,0,16,0,16,0,,0.83,1.46
POS_501144,2025-04-11 12:00:00,STORE_045,Murehwa,Mashonaland East,26,32,3,25,0,,0.76,1.34
POS_503770,2025-04-11 12:00:00,STORE_152,Chegutu,Mashonaland West,0,11,0,6,0,,0.86,1.52
POS_503520,2025-04-11 12:00:00,STORE_142,Murehwa,Mashonaland East,0,9,0,13,0,,0.84,1.48
POS_503572,2025-04-11 12:00:00,STORE_143,Chinhoyi,Mashonaland West,0,0,23,16,0,,0.95,1.67
POS_501493,2025-04-11 13:00:00,STORE_059,Chinhoyi,Mashonaland West,0,32,26,24,0,,0.82,1.45
POS_501776,2025-04-11 13:00:00,STORE_071,Mutare,Manicaland,0,26,0,25,0,,0.9,1.58
POS_500076,2025-04-11 14:00:00,STORE_004,Murehwa,Mashonaland East,34,7,0,0,0,,0.63,1.12
POS_500293,2025-04-11 16:00:00,STORE_012,Murehwa,Mashonaland East,11,16,16,6,0,,0.76,1.34
POS_501029,2025-04-12 07:00:00,STORE_041,Mutare,Manicaland,17,21,20,38,0,,0.81,1.43
POS_503994,2025-04-12 08:00:00,STORE_161,Bindura,Mashonaland Central,29,32,0,19,0,,0.71,1.25
POS_502203,2025-04-12 09:00:00,STORE_090,Bindura,Mashonaland Central,38,3,25,0,0,,0.69,1.21
POS_500370,2025-04-12 09:00:00,STORE_016,Chinhoyi,Mashonaland West,18,6,33,20,0,,0.83,1.46
POS_504411,2025-04-12 09:00:00,STORE_180,Murehwa,Mashonaland East,37,31,36,34,0,,0.77,1.36
POS_504047,2025-04-12 09:00:00,STORE_163,Murehwa,Mashonaland East,18,35,0,35,1,Easter Promo,0.78,1.37
POS_503768,2025-04-12 10:00:00,STORE_151,Harare,Harare Urban,23,15,6,0,1,Christmas Promo,0.66,1.16
POS_501510,2025-04-12 10:00:00,STORE_060,Harare,Harare Urban,24,33,0,29,1,Independence Day Promo,0.8,1.4
POS_500737,2025-04-12 11:00:00,STORE_029,Bindura,Mashonaland Central,38,37,39,33,0,,0.81,1.42
POS_500486,2025-04-12 11:00:00,STORE_019,Chegutu,Mashonaland West,37,39,19,0,0,,0.67,1.18
POS_504775,2025-04-12 11:00:00,STORE_192,Murehwa,Mashonaland East,34,32,20,21,0,,0.73,1.28
POS_503657,2025-04-12 12:00:00,STORE_147,Chinhoyi,Mashonaland West,8,34,19,7,0,,0.77,1.35
POS_504239,2025-04-12 12:00:00,STORE_173,Bindura,Mashonaland Central,16,37,39,0,0,,0.78,1.38
POS_502159,2025-04-12 12:00:00,STORE_088,Chinhoyi,Mashonaland West,0,17,0,19,1,Easter Promo,0.88,1.56
POS_500168,2025-04-12 14:00:00,STORE_008,Chinhoyi,Mashonaland West,5,0,15,0,0,,0.73,1.28
POS_502636,2025-04-12 14:00:00,STORE_107,Hatcliff,Harare Urban,49,0,34,11,1,Independence Day Promo,0.71,1.26
POS_501068,2025-04-12 14:00:00,STORE_043,Hatcliff,Harare Urban,22,0,0,38,0,,0.8,1.41
POS_504098,2025-04-12 15:00:00,STORE_166,Chegutu,Mashonaland West,13,12,33,18,0,,0.79,1.39
POS_503984,2025-04-13 07:00:00,STORE_161,Bindura,Mashonaland Central,28,31,30,18,1,Easter Promo,0.8,1.41
POS_504887,2025-04-13 08:00:00,STORE_196,Harare,Harare Urban,0,0,20,27,0,,0.85,1.5
POS_500198,2025-04-13 08:00:00,STORE_009,Chinhoyi,Mashonaland West,0,15,19,44,1,Easter Promo,0.82,1.45
POS_503595,2025-04-13 09:00:00,STORE_145,Harare,Harare Urban,0,40,11,6,0,,0.73,1.29
POS_501899,2025-04-13 09:00:00,STORE_076,Bindura,Mashonaland Central,23,16,4,0,1,Christmas Promo,0.67,1.17
POS_504938,2025-04-13 09:00:00,STORE_198,Chegutu,Mashonaland West,5,4,0,45,1,Independence Day Promo,0.94,1.65
POS_503249,2025-04-13 11:00:00,STORE_131,Harare,Harare Urban,12,0,44,6,1,Heroes Day Promo,0.81,1.42
POS_503825,2025-04-13 11:00:00,STORE_154,Bindura,Mashonaland Central,8,29,21,0,0,,0.77,1.36
POS_503083,2025-04-13 11:00:00,STORE_124,Bindura,Mashonaland Central,24,16,0,9,0,,0.65,1.15
POS_501781,2025-04-13 12:00:00,STORE_071,Mutare,Manicaland,5,21,0,11,0,,0.81,1.42
POS_504387,2025-04-13 12:00:00,STORE_179,Chinhoyi,Mashonaland West,0,16,19,0,0,,0.76,1.34
POS_503432,2025-04-13 13:00:00,STORE_138,Chinhoyi,Mashonaland West,38,40,0,45,1,Independence Day Promo,0.79,1.39
POS_504966,2025-04-13 13:00:00,STORE_199,Bindura,Mashonaland Central,20,0,20,0,0,,0.67,1.18
POS_503393,2025-04-13 13:00:00,STORE_137,Murehwa,Mashonaland East,0,0,0,3,0,,0.97,1.7
POS_502322,2025-04-13 13:00:00,STORE_094,Harare,Harare Urban,15,4,17,0,1,Christmas Promo,0.72,1.27
POS_500626,2025-04-13 13:00:00,STORE_024,Chegutu,Mashonaland West,14,30,3,39,0,,0.85,1.49
