dispatch_id,departure_time,expected_arrival,actual_arrival,plant_id,depot_id,vehicle_id,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf,total_quantity
DSP_902464,2025-02-25 05:00:00,2025-02-25 10:00:00,2025-02-25 09:52:00,Shepperton_Plant,Mutare,TRUCK_096,1841,734,521,662,3758
DSP_902465,2025-02-25 04:00:00,2025-02-25 09:00:00,2025-02-25 08:57:00,Shepperton_Plant,Mutare,TRUCK_111,1403,414,609,588,3014
DSP_902466,2025-02-25 02:00:00,2025-02-25 04:00:00,2025-02-25 04:01:00,Shepperton_Plant,Chegutu,TRUCK_132,1104,387,463,389,2343
DSP_902467,2025-02-25 03:00:00,2025-02-25 04:50:00,2025-02-25 05:10:00,Shepperton_Plant,Murehwa,TRUCK_148,1822,812,544,813,3991
DSP_902468,2025-02-26 05:00:00,2025-02-26 05:50:00,2025-02-26 05:54:00,Shepperton_Plant,Hatcliff,TRUCK_072,1090,456,390,311,2247
DSP_902469,2025-02-26 02:00:00,2025-02-26 07:00:00,2025-02-26 07:12:00,Shepperton_Plant,Mutare,TRUCK_009,1891,549,664,753,3857
DSP_902470,2025-02-26 06:00:00,2025-02-26 06:50:00,2025-02-26 07:14:00,Shepperton_Plant,Hatcliff,TRUCK_028,909,347,270,291,1817
DSP_902471,2025-02-26 04:00:00,2025-02-26 04:50:00,2025-02-26 04:59:00,Shepperton_Plant,Hatcliff,TRUCK_078,1500,560,514,579,3153
DSP_902472,2025-02-26 06:00:00,2025-02-26 06:50:00,2025-02-26 06:46:00,Shepperton_Plant,Hatcliff,TRUCK_075,982,355,217,318,1872
DSP_902473,2025-02-26 03:00:00,2025-02-26 04:00:00,2025-02-26 04:09:00,Shepperton_Plant,Harare,TRUCK_107,1198,314,404,446,2362
DSP_902474,2025-02-26 02:00:00,2025-02-26 04:20:00,2025-02-26 04:27:00,Shepperton_Plant,Bindura,TRUCK_122,2357,605,591,531,4084
DSP_902475,2025-02-26 04:00:00,2025-02-26 06:00:00,2025-02-26 06:06:00,Shepperton_Plant,Chegutu,TRUCK_060,2197,585,481,694,3957
DSP_902476,2025-02-26 02:00:00,2025-02-26 04:30:00,2025-02-26 04:30:00,Shepperton_Plant,Chinhoyi,TRUCK_008,1364,511,395,473,2743
DSP_902477,2025-02-26 02:00:00,2025-02-26 04:20:00,2025-02-26 04:33:00,Shepperton_Plant,Bindura,TRUCK_136,1259,336,307,210,2112
DSP_902478,2025-02-26 02:00:00,2025-02-26 02:50:00,2025-02-26 02:43:00,Shepperton_Plant,Hatcliff,TRUCK_124,1491,457,602,649,3199
DSP_902479,2025-02-26 02:00:00,2025-02-26 03:50:00,2025-02-26 03:46:00,Shepperton_Plant,Murehwa,TRUCK_004,1308,376,502,537,2723
DSP_902480,2025-02-26 05:00:00,2025-02-26 06:50:00,2025-02-26 07:07:00,Shepperton_Plant,Murehwa,TRUCK_138,1415,427,503,720,3065
DSP_902481,2025-02-26 06:00:00,2025-02-26 07:00:00,2025-02-26 07:42:00,Shepperton_Plant,Harare,TRUCK_011,2263,461,746,603,4073
DSP_902482,2025-02-26 06:00:00,2025-02-26 08:20:00,2025-02-26 08:45:00,Shepperton_Plant,Bindura,TRUCK_065,966,287,415,287,1955
DSP_902483,2025-02-26 03:00:00,2025-02-26 04:50:00,2025-02-26 04:44:00,Shepperton_Plant,Murehwa,TRUCK_123,1333,342,534,414,2623
DSP_902484,2025-02-26 02:00:00,2025-02-26 02:50:00,2025-02-26 02:58:00,Shepperton_Plant,Hatcliff,TRUCK_056,1748,547,574,492,3361
DSP_902485,2025-02-26 03:00:00,2025-02-26 05:30:00,2025-02-26 05:38:00,Shepperton_Plant,Chinhoyi,TRUCK_099,1938,859,793,542,4132
DSP_902486,2025-02-26 02:00:00,2025-02-26 03:00:00,2025-02-26 03:05:00,Shepperton_Plant,Harare,TRUCK_135,2053,736,478,646,3913
DSP_902487,2025-02-26 02:00:00,2025-02-26 04:30:00,2025-02-26 04:34:00,Shepperton_Plant,Chinhoyi,TRUCK_022,1581,699,531,627,3438
DSP_902488,2025-02-26 05:00:00,2025-02-26 06:50:00,2025-02-26 07:30:00,Shepperton_Plant,Murehwa,TRUCK_139,1890,479,568,537,3474
DSP_902489,2025-02-26 05:00:00,2025-02-26 05:50:00,2025-02-26 05:42:00,Shepperton_Plant,Hatcliff,TRUCK_086,2052,787,563,795,4197
DSP_902490,2025-02-26 03:00:00,2025-02-26 03:50:00,2025-02-26 03:43:00,Shepperton_Plant,Hatcliff,TRUCK_052,1280,249,322,326,2177
DSP_902491,2025-02-26 04:00:00,2025-02-26 05:50:00,2025-02-26 06:23:00,Shepperton_Plant,Murehwa,TRUCK_105,1776,492,423,498,3189
DSP_902492,2025-02-26 06:00:00,2025-02-26 11:00:00,2025-02-26 11:41:00,Shepperton_Plant,Mutare,TRUCK_010,1968,662,802,602,4034
DSP_902493,2025-02-26 02:00:00,2025-02-26 02:50:00,2025-02-26 03:26:00,Shepperton_Plant,Hatcliff,TRUCK_043,1454,493,499,502,2948
DSP_902494,2025-02-26 03:00:00,2025-02-26 04:50:00,2025-02-26 04:55:00,Shepperton_Plant,Murehwa,TRUCK_108,1747,377,327,481,2932
DSP_902495,2025-02-26 04:00:00,2025-02-26 05:50:00,2025-02-26 06:01:00,Shepperton_Plant,Murehwa,TRUCK_137,1677,653,759,599,3688
DSP_902496,2025-02-26 05:00:00,2025-02-26 07:00:00,2025-02-26 06:53:00,Shepperton_Plant,Chegutu,TRUCK_067,1999,530,874,704,4107
DSP_902497,2025-02-26 05:00:00,2025-02-26 07:30:00,2025-02-26 08:03:00,Shepperton_Plant,Chinhoyi,TRUCK_015,1077,249,384,263,1973
DSP_902498,2025-02-26 05:00:00,2025-02-26 06:00:00,2025-02-26 06:03:00,Shepperton_Plant,Harare,TRUCK_032,1849,557,703,800,3909
DSP_902499,2025-02-26 05:00:00,2025-02-26 05:50:00,2025-02-26 06:19:00,Shepperton_Plant,Hatcliff,TRUCK_079,928,436,352,336,2052
DSP_902500,2025-02-26 02:00:00,2025-02-26 03:00:00,2025-02-26 03:14:00,Shepperton_Plant,Harare,TRUCK_036,1238,273,378,283,2172
DSP_902501,2025-02-26 02:00:00,2025-02-26 07:00:00,2025-02-26 07:04:00,Shepperton_Plant,Mutare,TRUCK_005,1327,461,410,394,2592
DSP_902502,2025-02-26 04:00:00,2025-02-26 05:00:00,2025-02-26 05:04:00,Shepperton_Plant,Harare,TRUCK_097,2041,482,607,534,3664
DSP_902503,2025-02-26 02:00:00,2025-02-26 03:50:00,2025-02-26 03:54:00,Shepperton_Plant,Murehwa,TRUCK_110,1757,420,520,622,3319
DSP_902504,2025-02-26 02:00:00,2025-02-26 04:30:00,2025-02-26 04:37:00,Shepperton_Plant,Chinhoyi,TRUCK_038,1098,283,457,384,2222
DSP_902505,2025-02-26 03:00:00,2025-02-26 05:20:00,2025-02-26 05:15:00,Shepperton_Plant,Bindura,TRUCK_037,1275,384,405,599,2663
DSP_902506,2025-02-26 06:00:00,2025-02-26 07:00:00,2025-02-26 07:04:00,Shepperton_Plant,Harare,TRUCK_041,863,265,352,360,1840
DSP_902507,2025-02-26 02:00:00,2025-02-26 07:00:00,2025-02-26 07:21:00,Shepperton_Plant,Mutare,TRUCK_088,1376,322,321,297,2316
DSP_902508,2025-02-26 05:00:00,2025-02-26 10:00:00,2025-02-26 10:15:00,Shepperton_Plant,Mutare,TRUCK_030,1599,322,417,386,2724
DSP_902509,2025-02-26 05:00:00,2025-02-26 06:00:00,2025-02-26 06:09:00,Shepperton_Plant,Harare,TRUCK_117,1950,499,418,586,3453
DSP_902510,2025-02-26 06:00:00,2025-02-26 06:50:00,2025-02-26 07:27:00,Shepperton_Plant,Hatcliff,TRUCK_012,1165,394,385,548,2492
DSP_902511,2025-02-26 02:00:00,2025-02-26 04:20:00,2025-02-26 04:14:00,Shepperton_Plant,Bindura,TRUCK_106,1657,602,525,448,3232
DSP_902512,2025-02-26 03:00:00,2025-02-26 03:50:00,2025-02-26 03:55:00,Shepperton_Plant,Hatcliff,TRUCK_142,1358,471,383,502,2714
DSP_902513,2025-02-26 04:00:00,2025-02-26 05:00:00,2025-02-26 05:36:00,Shepperton_Plant,Harare,TRUCK_141,948,349,367,403,2067
DSP_902514,2025-02-26 04:00:00,2025-02-26 09:00:00,2025-02-26 09:03:00,Shepperton_Plant,Mutare,TRUCK_092,1894,580,526,698,3698
DSP_902515,2025-02-26 02:00:00,2025-02-26 03:00:00,2025-02-26 02:57:00,Shepperton_Plant,Harare,TRUCK_058,1222,292,423,333,2270
DSP_902516,2025-02-26 05:00:00,2025-02-26 06:50:00,2025-02-26 06:52:00,Shepperton_Plant,Murehwa,TRUCK_014,2069,546,663,490,3768
DSP_902517,2025-02-26 05:00:00,2025-02-26 07:00:00,2025-02-26 07:32:00,Shepperton_Plant,Chegutu,TRUCK_051,1634,756,576,571,3537
DSP_902518,2025-02-26 05:00:00,2025-02-26 06:00:00,2025-02-26 06:07:00,Shepperton_Plant,Harare,TRUCK_059,1017,318,414,450,2199
DSP_902519,2025-02-26 02:00:00,2025-02-26 02:50:00,2025-02-26 02:54:00,Shepperton_Plant,Hatcliff,TRUCK_066,1592,399,436,337,2764
DSP_902520,2025-02-26 03:00:00,2025-02-26 05:20:00,2025-02-26 05:19:00,Shepperton_Plant,Bindura,TRUCK_003,1825,569,532,369,3295
DSP_902521,2025-02-27 06:00:00,2025-02-27 07:00:00,2025-02-27 07:11:00,Shepperton_Plant,Harare,TRUCK_011,1224,447,515,350,2536
DSP_902522,2025-02-27 02:00:00,2025-02-27 02:50:00,2025-02-27 02:50:00,Shepperton_Plant,Hatcliff,TRUCK_066,1277,338,344,421,2380
DSP_902523,2025-02-27 04:00:00,2025-02-27 06:20:00,2025-02-27 06:26:00,Shepperton_Plant,Bindura,TRUCK_031,1562,294,476,354,2686
DSP_902524,2025-02-27 05:00:00,2025-02-27 07:20:00,2025-02-27 07:52:00,Shepperton_Plant,Bindura,TRUCK_004,1570,491,467,695,3223
DSP_902525,2025-02-27 06:00:00,2025-02-27 08:30:00,2025-02-27 08:31:00,Shepperton_Plant,Chinhoyi,TRUCK_008,1965,657,591,475,3688
DSP_902526,2025-02-27 03:00:00,2025-02-27 05:20:00,2025-02-27 05:32:00,Shepperton_Plant,Bindura,TRUCK_013,1836,625,488,455,3404
DSP_902527,2025-02-27 04:00:00,2025-02-27 09:00:00,2025-02-27 09:07:00,Shepperton_Plant,Mutare,TRUCK_020,1148,408,304,330,2190
DSP_902528,2025-02-27 02:00:00,2025-02-27 04:30:00,2025-02-27 04:21:00,Shepperton_Plant,Chinhoyi,TRUCK_093,1353,552,530,358,2793
DSP_902529,2025-02-27 02:00:00,2025-02-27 04:00:00,2025-02-27 04:05:00,Shepperton_Plant,Chegutu,TRUCK_102,1914,421,624,444,3403
DSP_902530,2025-02-27 06:00:00,2025-02-27 06:50:00,2025-02-27 07:11:00,Shepperton_Plant,Hatcliff,TRUCK_019,2007,578,625,804,4014
DSP_902531,2025-02-27 04:00:00,2025-02-27 05:00:00,2025-02-27 04:51:00,Shepperton_Plant,Harare,TRUCK_142,1919,800,561,795,4075
DSP_902532,2025-02-27 06:00:00,2025-02-27 11:00:00,2025-02-27 11:22:00,Shepperton_Plant,Mutare,TRUCK_092,2148,663,601,518,3930
DSP_902533,2025-02-27 03:00:00,2025-02-27 04:00:00,2025-02-27 04:39:00,Shepperton_Plant,Harare,TRUCK_073,2147,658,683,663,4151
DSP_902534,2025-02-27 06:00:00,2025-02-27 08:20:00,2025-02-27 08:47:00,Shepperton_Plant,Bindura,TRUCK_022,1097,302,385,421,2205
DSP_902535,2025-02-27 02:00:00,2025-02-27 03:00:00,2025-02-27 03:22:00,Shepperton_Plant,Harare,TRUCK_130,2142,437,466,596,3641
DSP_902536,2025-02-27 04:00:00,2025-02-27 09:00:00,2025-02-27 09:00:00,Shepperton_Plant,Mutare,TRUCK_124,1430,404,506,440,2780
DSP_902537,2025-02-27 03:00:00,2025-02-27 04:50:00,2025-02-27 04:40:00,Shepperton_Plant,Murehwa,TRUCK_080,1239,368,450,341,2398
DSP_902538,2025-02-27 05:00:00,2025-02-27 06:00:00,2025-02-27 06:17:00,Shepperton_Plant,Harare,TRUCK_002,1635,581,472,637,3325
DSP_902539,2025-02-27 06:00:00,2025-02-27 06:50:00,2025-02-27 07:05:00,Shepperton_Plant,Hatcliff,TRUCK_090,2275,525,541,700,4041
DSP_902540,2025-02-27 05:00:00,2025-02-27 07:00:00,2025-02-27 07:24:00,Shepperton_Plant,Chegutu,TRUCK_125,1127,296,276,191,1890
DSP_902541,2025-02-27 05:00:00,2025-02-27 06:00:00,2025-02-27 06:07:00,Shepperton_Plant,Harare,TRUCK_137,2111,780,668,505,4064
DSP_902542,2025-02-27 06:00:00,2025-02-27 08:00:00,2025-02-27 08:35:00,Shepperton_Plant,Chegutu,TRUCK_071,1838,743,658,520,3759
DSP_902543,2025-02-27 06:00:00,2025-02-27 08:00:00,2025-02-27 07:59:00,Shepperton_Plant,Chegutu,TRUCK_065,2002,375,436,532,3345
DSP_902544,2025-02-27 04:00:00,2025-02-27 05:00:00,2025-02-27 05:02:00,Shepperton_Plant,Harare,TRUCK_058,2011,634,514,574,3733
DSP_902545,2025-02-27 05:00:00,2025-02-27 07:20:00,2025-02-27 07:13:00,Shepperton_Plant,Bindura,TRUCK_126,933,314,254,350,1851
DSP_902546,2025-02-27 03:00:00,2025-02-27 04:50:00,2025-02-27 05:15:00,Shepperton_Plant,Murehwa,TRUCK_121,1860,560,615,535,3570
DSP_902547,2025-02-27 06:00:00,2025-02-27 06:50:00,2025-02-27 06:59:00,Shepperton_Plant,Hatcliff,TRUCK_025,1481,492,551,653,3177
DSP_902548,2025-02-27 02:00:00,2025-02-27 07:00:00,2025-02-27 07:06:00,Shepperton_Plant,Mutare,TRUCK_104,2156,397,565,609,3727
DSP_902549,2025-02-27 04:00:00,2025-02-27 06:20:00,2025-02-27 06:53:00,Shepperton_Plant,Bindura,TRUCK_070,1413,524,511,417,2865
DSP_902550,2025-02-27 03:00:00,2025-02-27 03:50:00,2025-02-27 04:05:00,Shepperton_Plant,Hatcliff,TRUCK_046,1901,806,749,506,3962
DSP_902551,2025-02-27 05:00:00,2025-02-27 06:50:00,2025-02-27 06:48:00,Shepperton_Plant,Murehwa,TRUCK_072,1026,314,306,412,2058
DSP_902552,2025-02-27 04:00:00,2025-02-27 06:00:00,2025-02-27 06:02:00,Shepperton_Plant,Chegutu,TRUCK_039,1453,445,410,494,2802
DSP_902553,2025-02-27 03:00:00,2025-02-27 05:20:00,2025-02-27 05:29:00,Shepperton_Plant,Bindura,TRUCK_024,1444,375,360,336,2515
DSP_902554,2025-02-27 06:00:00,2025-02-27 11:00:00,2025-02-27 11:02:00,Shepperton_Plant,Mutare,TRUCK_068,1814,543,459,665,3481
DSP_902555,2025-02-28 06:00:00,2025-02-28 08:30:00,2025-02-28 08:31:00,Shepperton_Plant,Chinhoyi,TRUCK_097,1704,704,478,689,3575
DSP_902556,2025-02-28 02:00:00,2025-02-28 04:00:00,2025-02-28 04:20:00,Shepperton_Plant,Chegutu,TRUCK_143,1265,281,318,343,2207
DSP_902557,2025-02-28 03:00:00,2025-02-28 05:20:00,2025-02-28 05:54:00,Shepperton_Plant,Bindura,TRUCK_001,1197,353,258,331,2139
DSP_902558,2025-02-28 02:00:00,2025-02-28 04:20:00,2025-02-28 04:28:00,Shepperton_Plant,Bindura,TRUCK_046,1143,388,383,483,2397
DSP_902559,2025-02-28 04:00:00,2025-02-28 06:00:00,2025-02-28 06:15:00,Shepperton_Plant,Chegutu,TRUCK_085,1161,544,406,461,2572
DSP_902560,2025-02-28 02:00:00,2025-02-28 03:50:00,2025-02-28 04:08:00,Shepperton_Plant,Murehwa,TRUCK_041,1905,429,495,351,3180
DSP_902561,2025-02-28 02:00:00,2025-02-28 04:00:00,2025-02-28 03:50:00,Shepperton_Plant,Chegutu,TRUCK_081,1177,383,306,374,2240
DSP_902562,2025-02-28 02:00:00,2025-02-28 02:50:00,2025-02-28 03:00:00,Shepperton_Plant,Hatcliff,TRUCK_095,2268,466,546,783,4063
DSP_902563,2025-02-28 06:00:00,2025-02-28 06:50:00,2025-02-28 06:46:00,Shepperton_Plant,Hatcliff,TRUCK_083,2023,856,558,763,4200
DSP_902564,2025-02-28 02:00:00,2025-02-28 04:20:00,2025-02-28 04:24:00,Shepperton_Plant,Bindura,TRUCK_051,1420,336,325,342,2423
DSP_902565,2025-02-28 05:00:00,2025-02-28 07:00:00,2025-02-28 07:13:00,Shepperton_Plant,Chegutu,TRUCK_049,1337,409,329,343,2418
DSP_902566,2025-02-28 06:00:00,2025-02-28 07:00:00,2025-02-28 07:32:00,Shepperton_Plant,Harare,TRUCK_057,1956,505,785,697,3943
DSP_902567,2025-02-28 05:00:00,2025-02-28 05:50:00,2025-02-28 06:25:00,Shepperton_Plant,Hatcliff,TRUCK_060,1752,506,442,326,3026
DSP_902568,2025-02-28 04:00:00,2025-02-28 09:00:00,2025-02-28 09:14:00,Shepperton_Plant,Mutare,TRUCK_082,1185,285,436,372,2278
DSP_902569,2025-02-28 02:00:00,2025-02-28 03:00:00,2025-02-28 03:02:00,Shepperton_Plant,Harare,TRUCK_039,1563,638,603,440,3244
DSP_902570,2025-02-28 03:00:00,2025-02-28 05:20:00,2025-02-28 05:12:00,Shepperton_Plant,Bindura,TRUCK_087,1043,317,403,531,2294
DSP_902571,2025-02-28 06:00:00,2025-02-28 08:30:00,2025-02-28 08:25:00,Shepperton_Plant,Chinhoyi,TRUCK_026,1228,207,264,356,2055
DSP_902572,2025-02-28 02:00:00,2025-02-28 02:50:00,2025-02-28 03:04:00,Shepperton_Plant,Hatcliff,TRUCK_098,1452,662,507,565,3186
DSP_902573,2025-02-28 04:00:00,2025-02-28 04:50:00,2025-02-28 05:05:00,Shepperton_Plant,Hatcliff,TRUCK_072,1793,543,662,608,3606
DSP_902574,2025-02-28 03:00:00,2025-02-28 03:50:00,2025-02-28 04:22:00,Shepperton_Plant,Hatcliff,TRUCK_130,1362,342,537,416,2657
DSP_902575,2025-02-28 02:00:00,2025-02-28 04:20:00,2025-02-28 04:58:00,Shepperton_Plant,Bindura,TRUCK_024,1315,464,592,523,2894
DSP_902576,2025-02-28 06:00:00,2025-02-28 07:00:00,2025-02-28 07:01:00,Shepperton_Plant,Harare,TRUCK_069,1066,308,322,286,1982
DSP_902577,2025-02-28 02:00:00,2025-02-28 04:00:00,2025-02-28 04:08:00,Shepperton_Plant,Chegutu,TRUCK_012,1240,535,448,475,2698
DSP_902578,2025-02-28 04:00:00,2025-02-28 06:20:00,2025-02-28 06:25:00,Shepperton_Plant,Bindura,TRUCK_021,1633,513,532,647,3325
DSP_902579,2025-02-28 02:00:00,2025-02-28 04:00:00,2025-02-28 03:57:00,Shepperton_Plant,Chegutu,TRUCK_138,1906,459,620,541,3526
DSP_902580,2025-02-28 06:00:00,2025-02-28 08:00:00,2025-02-28 08:02:00,Shepperton_Plant,Chegutu,TRUCK_052,1017,378,262,324,1981
DSP_902581,2025-02-28 02:00:00,2025-02-28 07:00:00,2025-02-28 07:00:00,Shepperton_Plant,Mutare,TRUCK_034,1367,614,489,512,2982
DSP_902582,2025-02-28 05:00:00,2025-02-28 06:00:00,2025-02-28 06:01:00,Shepperton_Plant,Harare,TRUCK_077,1440,525,589,557,3111
DSP_902583,2025-02-28 02:00:00,2025-02-28 04:20:00,2025-02-28 04:19:00,Shepperton_Plant,Bindura,TRUCK_116,1059,408,267,346,2080
DSP_902584,2025-02-28 03:00:00,2025-02-28 04:00:00,2025-02-28 03:54:00,Shepperton_Plant,Harare,TRUCK_006,1138,303,375,288,2104
DSP_902585,2025-02-28 02:00:00,2025-02-28 07:00:00,2025-02-28 07:01:00,Shepperton_Plant,Mutare,TRUCK_008,1721,550,542,459,3272
DSP_902586,2025-02-28 06:00:00,2025-02-28 11:00:00,2025-02-28 11:05:00,Shepperton_Plant,Mutare,TRUCK_142,1008,284,356,498,2146
DSP_902587,2025-02-28 05:00:00,2025-02-28 10:00:00,2025-02-28 10:39:00,Shepperton_Plant,Mutare,TRUCK_118,1329,386,483,429,2627
DSP_902588,2025-02-28 03:00:00,2025-02-28 04:00:00,2025-02-28 04:04:00,Shepperton_Plant,Harare,TRUCK_120,1668,524,475,466,3133
DSP_902589,2025-02-28 03:00:00,2025-02-28 03:50:00,2025-02-28 03:54:00,Shepperton_Plant,Hatcliff,TRUCK_010,996,287,344,433,2060
DSP_902590,2025-02-28 04:00:00,2025-02-28 05:00:00,2025-02-28 05:05:00,Shepperton_Plant,Harare,TRUCK_136,1719,344,473,343,2879
DSP_902591,2025-02-28 02:00:00,2025-02-28 07:00:00,2025-02-28 07:38:00,Shepperton_Plant,Mutare,TRUCK_119,1432,349,330,474,2585
DSP_902592,2025-02-28 06:00:00,2025-02-28 07:00:00,2025-02-28 07:00:00,Shepperton_Plant,Harare,TRUCK_128,1995,506,727,500,3728
DSP_902593,2025-02-28 03:00:00,2025-02-28 04:00:00,2025-02-28 04:34:00,Shepperton_Plant,Harare,TRUCK_148,2016,466,421,624,3527
DSP_902594,2025-02-28 05:00:00,2025-02-28 06:00:00,2025-02-28 06:07:00,Shepperton_Plant,Harare,TRUCK_056,2297,459,543,742,4041
DSP_902595,2025-02-28 05:00:00,2025-02-28 10:00:00,2025-02-28 10:15:00,Shepperton_Plant,Mutare,TRUCK_129,1194,436,344,348,2322
DSP_902596,2025-02-28 04:00:00,2025-02-28 06:30:00,2025-02-28 06:42:00,Shepperton_Plant,Chinhoyi,TRUCK_059,1166,384,454,394,2398
DSP_902597,2025-02-28 02:00:00,2025-02-28 03:50:00,2025-02-28 03:49:00,Shepperton_Plant,Murehwa,TRUCK_063,1462,318,331,393,2504
DSP_902598,2025-02-28 06:00:00,2025-02-28 08:30:00,2025-02-28 08:39:00,Shepperton_Plant,Chinhoyi,TRUCK_005,1899,573,436,479,3387
DSP_902599,2025-02-28 04:00:00,2025-02-28 05:00:00,2025-02-28 05:08:00,Shepperton_Plant,Harare,TRUCK_086,1372,366,374,387,2499
DSP_902600,2025-02-28 05:00:00,2025-02-28 05:50:00,2025-02-28 06:24:00,Shepperton_Plant,Hatcliff,TRUCK_106,946,289,396,446,2077
DSP_902601,2025-02-28 04:00:00,2025-02-28 09:00:00,2025-02-28 09:14:00,Shepperton_Plant,Mutare,TRUCK_022,1226,411,489,598,2724
DSP_902602,2025-02-28 03:00:00,2025-02-28 08:00:00,2025-02-28 08:22:00,Shepperton_Plant,Mutare,TRUCK_031,2181,648,656,608,4093
DSP_902603,2025-02-28 03:00:00,2025-02-28 08:00:00,2025-02-28 08:08:00,Shepperton_Plant,Mutare,TRUCK_125,1258,250,364,277,2149
DSP_902604,2025-02-28 05:00:00,2025-02-28 06:50:00,2025-02-28 06:46:00,Shepperton_Plant,Murehwa,TRUCK_091,1046,315,304,263,1928
DSP_902605,2025-02-28 04:00:00,2025-02-28 06:20:00,2025-02-28 06:51:00,Shepperton_Plant,Bindura,TRUCK_079,1560,465,535,607,3167
DSP_902606,2025-02-28 05:00:00,2025-02-28 07:20:00,2025-02-28 07:35:00,Shepperton_Plant,Bindura,TRUCK_045,1697,713,598,743,3751
DSP_902607,2025-02-28 04:00:00,2025-02-28 04:50:00,2025-02-28 04:58:00,Shepperton_Plant,Hatcliff,TRUCK_146,1021,314,301,376,2012
DSP_902608,2025-03-01 05:00:00,2025-03-01 07:00:00,2025-03-01 07:35:00,Shepperton_Plant,Chegutu,TRUCK_117,1909,473,463,363,3208
DSP_902609,2025-03-01 02:00:00,2025-03-01 04:30:00,2025-03-01 04:37:00,Shepperton_Plant,Chinhoyi,TRUCK_097,1825,428,463,440,3156
DSP_902610,2025-03-01 06:00:00,2025-03-01 08:00:00,2025-03-01 08:21:00,Shepperton_Plant,Chegutu,TRUCK_029,1644,341,354,474,2813
DSP_902611,2025-03-01 02:00:00,2025-03-01 03:50:00,2025-03-01 04:05:00,Shepperton_Plant,Murehwa,TRUCK_110,1484,640,492,554,3170
DSP_902612,2025-03-01 02:00:00,2025-03-01 07:00:00,2025-03-01 07:40:00,Shepperton_Plant,Mutare,TRUCK_131,1340,437,637,431,2845
DSP_902613,2025-03-01 05:00:00,2025-03-01 07:00:00,2025-03-01 07:27:00,Shepperton_Plant,Chegutu,TRUCK_093,1861,717,585,781,3944
DSP_902614,2025-03-01 06:00:00,2025-03-01 07:50:00,2025-03-01 08:28:00,Shepperton_Plant,Murehwa,TRUCK_083,919,318,249,335,1821
DSP_902615,2025-03-01 02:00:00,2025-03-01 04:00:00,2025-03-01 04:36:00,Shepperton_Plant,Chegutu,TRUCK_018,1284,331,333,444,2392
DSP_902616,2025-03-01 05:00:00,2025-03-01 06:50:00,2025-03-01 06:46:00,Shepperton_Plant,Murehwa,TRUCK_052,1838,543,670,543,3594
DSP_902617,2025-03-01 04:00:00,2025-03-01 05:00:00,2025-03-01 04:59:00,Shepperton_Plant,Harare,TRUCK_139,1244,430,296,422,2392
DSP_902618,2025-03-01 05:00:00,2025-03-01 05:50:00,2025-03-01 05:50:00,Shepperton_Plant,Hatcliff,TRUCK_090,2157,678,606,547,3988
DSP_902619,2025-03-01 03:00:00,2025-03-01 05:30:00,2025-03-01 05:45:00,Shepperton_Plant,Chinhoyi,TRUCK_021,1666,493,547,462,3168
DSP_902620,2025-03-01 06:00:00,2025-03-01 06:50:00,2025-03-01 06:42:00,Shepperton_Plant,Hatcliff,TRUCK_146,1132,395,382,312,2221
DSP_902621,2025-03-01 02:00:00,2025-03-01 07:00:00,2025-03-01 07:00:00,Shepperton_Plant,Mutare,TRUCK_016,1848,615,840,777,4080
DSP_902622,2025-03-01 02:00:00,2025-03-01 07:00:00,2025-03-01 07:27:00,Shepperton_Plant,Mutare,TRUCK_067,1978,360,545,489,3372
DSP_902623,2025-03-01 05:00:00,2025-03-01 06:50:00,2025-03-01 06:40:00,Shepperton_Plant,Murehwa,TRUCK_125,1968,668,614,583,3833
DSP_902624,2025-03-01 02:00:00,2025-03-01 03:50:00,2025-03-01 03:54:00,Shepperton_Plant,Murehwa,TRUCK_115,1535,652,516,671,3374
DSP_902625,2025-03-01 04:00:00,2025-03-01 06:20:00,2025-03-01 06:41:00,Shepperton_Plant,Bindura,TRUCK_113,1235,341,294,429,2299
DSP_902626,2025-03-01 02:00:00,2025-03-01 04:20:00,2025-03-01 04:35:00,Shepperton_Plant,Bindura,TRUCK_077,2109,592,739,525,3965
DSP_902627,2025-03-01 04:00:00,2025-03-01 06:30:00,2025-03-01 06:41:00,Shepperton_Plant,Chinhoyi,TRUCK_075,1988,742,633,790,4153
DSP_902628,2025-03-01 03:00:00,2025-03-01 05:30:00,2025-03-01 05:54:00,Shepperton_Plant,Chinhoyi,TRUCK_094,1103,350,365,375,2193
DSP_902629,2025-03-01 05:00:00,2025-03-01 06:50:00,2025-03-01 07:00:00,Shepperton_Plant,Murehwa,TRUCK_091,1398,564,479,424,2865
DSP_902630,2025-03-01 04:00:00,2025-03-01 09:00:00,2025-03-01 09:35:00,Shepperton_Plant,Mutare,TRUCK_031,933,350,425,299,2007
DSP_902631,2025-03-01 05:00:00,2025-03-01 07:30:00,2025-03-01 07:34:00,Shepperton_Plant,Chinhoyi,TRUCK_148,1390,387,336,299,2412
DSP_902632,2025-03-01 05:00:00,2025-03-01 10:00:00,2025-03-01 10:31:00,Shepperton_Plant,Mutare,TRUCK_059,1166,297,348,360,2171
DSP_902633,2025-03-01 04:00:00,2025-03-01 04:50:00,2025-03-01 04:45:00,Shepperton_Plant,Hatcliff,TRUCK_118,1044,446,339,473,2302
