sensor_id,timestamp,plant_id,equipment_id,metric_name,metric_value
SEN_102441,2025-03-01 12:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,5.49
SEN_102442,2025-06-24 21:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,136.74
SEN_102443,2025-03-20 12:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,150.65
SEN_102444,2025-04-17 17:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.67
SEN_102445,2025-06-20 04:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,11.53
SEN_102446,2025-07-22 00:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.69
SEN_102447,2025-01-27 10:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,40.09
SEN_102448,2025-06-14 04:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,203.14
SEN_102449,2025-05-25 17:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.63
SEN_102450,2025-05-21 17:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,226.01
SEN_102451,2025-06-17 13:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,46.67
SEN_102452,2025-07-15 01:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.34
SEN_102453,2025-01-08 13:00:00,Shepperton_Plant,PROOFER_01,temperature_c,41.79
SEN_102454,2025-03-20 08:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,33.64
SEN_102455,2025-02-20 18:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.64
SEN_102456,2025-01-17 07:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,62.28
SEN_102457,2025-07-13 14:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,198.74
SEN_102458,2025-01-07 22:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.68
SEN_102459,2025-07-16 13:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_102460,2025-02-26 14:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,36.51
SEN_102461,2025-06-20 16:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.53
SEN_102462,2025-02-27 13:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.22
SEN_102463,2025-06-08 09:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,41.02
SEN_102464,2025-04-05 08:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,726.85
SEN_102465,2025-05-08 06:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,12.48
SEN_102466,2025-04-12 12:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,78.73
SEN_102467,2025-04-20 21:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,247.75
SEN_102468,2025-07-03 22:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,72.52
SEN_102469,2025-03-16 21:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,197.6
SEN_102470,2025-02-18 12:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,51.99
SEN_102471,2025-04-28 08:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,14.67
SEN_102472,2025-03-09 08:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.93
SEN_102473,2025-07-03 00:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,52.75
SEN_102474,2025-05-16 10:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,4.74
SEN_102475,2025-01-16 13:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.8
SEN_102476,2025-07-16 10:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,10.4
SEN_102477,2025-04-02 19:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,244.13
SEN_102478,2025-07-06 15:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,15.96
SEN_102479,2025-02-19 11:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,4.95
SEN_102480,2025-06-07 13:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,70.59
SEN_102481,2025-03-19 22:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,259.31
SEN_102482,2025-04-12 22:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,18.42
SEN_102483,2025-03-03 18:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,83.23
SEN_102484,2025-03-26 14:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,13.49
SEN_102485,2025-02-04 12:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,13.97
SEN_102486,2025-01-13 03:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,43.05
SEN_102487,2025-02-15 04:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.38
SEN_102488,2025-03-22 04:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.89
SEN_102489,2025-03-07 03:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.0
SEN_102490,2025-07-19 23:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,27.11
SEN_102491,2025-07-04 06:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,246.78
SEN_102492,2025-01-27 18:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,28.69
SEN_102493,2025-07-04 06:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,8.43
SEN_102494,2025-05-20 11:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,77.69
SEN_102495,2025-05-10 05:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,20.34
SEN_102496,2025-03-08 06:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.61
SEN_102497,2025-07-08 15:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.08
SEN_102498,2025-01-02 00:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,62.97
SEN_102499,2025-07-22 14:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.67
SEN_102500,2025-04-04 02:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,37.57
SEN_102501,2025-03-09 05:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,753.81
SEN_102502,2025-07-19 20:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,2.0
SEN_102503,2025-05-19 16:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,159.27
SEN_102504,2025-05-16 17:00:00,Shepperton_Plant,PROOFER_01,temperature_c,34.78
SEN_102505,2025-02-06 02:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,0.91
SEN_102506,2025-03-07 13:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,68.29
SEN_102507,2025-07-09 16:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,43.17
SEN_102508,2025-05-01 18:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,32.73
SEN_102509,2025-07-18 18:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,25.09
SEN_102510,2025-06-19 19:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,80.54
SEN_102511,2025-01-05 14:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,618.89
SEN_102512,2025-03-09 16:00:00,Shepperton_Plant,PROOFER_01,temperature_c,38.01
SEN_102513,2025-02-28 12:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,143.53
SEN_102514,2025-01-25 08:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,178.01
SEN_102515,2025-05-06 02:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.09
SEN_102516,2025-04-09 03:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.17
SEN_102517,2025-06-02 16:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,199.09
SEN_102518,2025-06-24 07:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,68.13
SEN_102519,2025-05-08 17:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,196.31
SEN_102520,2025-07-26 19:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,40.27
SEN_102521,2025-05-12 17:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,194.36
SEN_102522,2025-06-19 17:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_102523,2025-07-07 02:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,1.11
SEN_102524,2025-07-04 19:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,18.04
SEN_102525,2025-01-22 01:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,212.51
SEN_102526,2025-06-18 09:00:00,Shepperton_Plant,PROOFER_01,temperature_c,30.03
SEN_102527,2025-07-06 20:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,19.28
SEN_102528,2025-01-02 18:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,16.02
SEN_102529,2025-06-07 23:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,66.2
SEN_102530,2025-03-03 22:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.04
SEN_102531,2025-05-27 21:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,231.18
SEN_102532,2025-02-23 14:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.45
SEN_102533,2025-06-16 04:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,6.71
SEN_102534,2025-06-24 03:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.53
SEN_102535,2025-07-03 14:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,2.65
SEN_102536,2025-01-27 04:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,230.3
SEN_102537,2025-04-04 16:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,76.68
SEN_102538,2025-02-19 20:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,13.72
SEN_102539,2025-01-27 20:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,13.43
SEN_102540,2025-05-27 18:00:00,Shepperton_Plant,PROOFER_01,temperature_c,33.37
SEN_102541,2025-07-20 10:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,216.59
SEN_102542,2025-04-22 11:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.18
SEN_102543,2025-07-11 08:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,0.0
SEN_102544,2025-02-17 05:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,67.32
SEN_102545,2025-07-05 09:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,38.18
SEN_102546,2025-02-09 18:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,4.2
SEN_102547,2025-01-08 11:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,53.69
SEN_102548,2025-06-15 12:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,11.51
SEN_102549,2025-02-08 05:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,81.03
SEN_102550,2025-04-07 03:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,28.61
SEN_102551,2025-07-15 08:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,83.83
SEN_102552,2025-02-05 12:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,55.39
SEN_102553,2025-03-13 04:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,9.81
SEN_102554,2025-01-01 15:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,249.54
SEN_102555,2025-04-13 23:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,14.71
SEN_102556,2025-06-21 03:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.18
SEN_102557,2025-02-10 09:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,2.37
SEN_102558,2025-05-24 01:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,0.0
SEN_102559,2025-07-24 19:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.27
SEN_102560,2025-07-23 01:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,163.15
SEN_102561,2025-01-26 14:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.79
SEN_102562,2025-02-24 21:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,15.72
SEN_102563,2025-03-22 18:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,72.28
SEN_102564,2025-06-14 05:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_102565,2025-03-28 11:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,205.88
SEN_102566,2025-07-12 03:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_102567,2025-07-13 04:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,230.77
SEN_102568,2025-07-22 02:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,76.05
SEN_102569,2025-05-15 21:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,5.93
SEN_102570,2025-01-11 03:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,16.08
SEN_102571,2025-05-13 15:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,244.91
SEN_102572,2025-04-20 07:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,65.09
SEN_102573,2025-03-20 11:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.1
SEN_102574,2025-02-20 07:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.45
SEN_102575,2025-06-17 04:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,29.35
SEN_102576,2025-03-03 18:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,2.68
SEN_102577,2025-05-02 09:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,20.7
SEN_102578,2025-06-23 10:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,4.81
SEN_102579,2025-03-14 15:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,237.74
SEN_102580,2025-06-17 05:00:00,Shepperton_Plant,PROOFER_01,temperature_c,38.13
SEN_102581,2025-01-20 15:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,75.37
SEN_102582,2025-01-26 14:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,76.83
SEN_102583,2025-04-09 04:00:00,Shepperton_Plant,PROOFER_01,temperature_c,38.65
SEN_102584,2025-02-19 16:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,21.54
SEN_102585,2025-07-11 05:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,144.93
SEN_102586,2025-02-06 16:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,68.89
SEN_102587,2025-02-17 10:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.92
SEN_102588,2025-02-18 01:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.97
SEN_102589,2025-07-16 15:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,542.93
SEN_102590,2025-01-03 06:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,76.67
SEN_102591,2025-03-14 14:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,2.17
SEN_102592,2025-03-01 22:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,6.53
SEN_102593,2025-05-09 16:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,15.05
SEN_102594,2025-06-08 13:00:00,Shepperton_Plant,PROOFER_01,temperature_c,36.74
SEN_102595,2025-06-14 12:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.4
SEN_102596,2025-02-12 20:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.26
SEN_102597,2025-02-11 17:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,4.34
SEN_102598,2025-01-10 04:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,155.27
SEN_102599,2025-03-10 09:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,45.08
SEN_102600,2025-03-26 16:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,30.88
SEN_102601,2025-02-14 00:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,5.88
SEN_102602,2025-02-03 23:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.12
SEN_102603,2025-02-24 05:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,21.64
SEN_102604,2025-04-05 10:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,44.76
SEN_102605,2025-07-16 20:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,131.44
SEN_102606,2025-04-28 17:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,21.69
SEN_102607,2025-05-25 11:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,196.09
SEN_102608,2025-05-13 17:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,42.36
SEN_102609,2025-04-21 17:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,65.74
SEN_102610,2025-05-05 08:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,220.51
SEN_102611,2025-04-15 14:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,65.05
SEN_102612,2025-05-21 03:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,18.01
SEN_102613,2025-04-15 20:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,625.39
SEN_102614,2025-02-21 10:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,231.41
SEN_102615,2025-02-08 06:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.13
SEN_102616,2025-04-15 13:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,2.8
SEN_102617,2025-06-23 01:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.08
SEN_102618,2025-05-17 00:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,21.16
SEN_102619,2025-01-17 11:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.29
SEN_102620,2025-03-27 06:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_102621,2025-01-23 23:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,59.18
SEN_102622,2025-05-10 21:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,598.18
SEN_102623,2025-03-11 02:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,11.42
SEN_102624,2025-01-04 17:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,165.94
SEN_102625,2025-05-18 18:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,83.32
SEN_102626,2025-01-13 23:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,1.42
SEN_102627,2025-07-13 11:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,29.17
SEN_102628,2025-04-12 12:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,75.45
SEN_102629,2025-02-16 14:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,667.1
SEN_102630,2025-06-05 01:00:00,Shepperton_Plant,PROOFER_01,temperature_c,30.31
SEN_102631,2025-04-19 03:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,78.72
SEN_102632,2025-01-05 00:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,135.15
SEN_102633,2025-07-05 23:00:00,Shepperton_Plant,PROOFER_01,temperature_c,34.62
SEN_102634,2025-04-12 11:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,70.43
SEN_102635,2025-07-15 04:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.77
SEN_102636,2025-05-27 20:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,6.73
SEN_102637,2025-03-17 19:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,543.77
SEN_102638,2025-01-18 01:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.4
SEN_102639,2025-02-01 21:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.06
SEN_102640,2025-06-25 16:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,0.9
SEN_102641,2025-05-22 03:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,66.07
SEN_102642,2025-04-16 16:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.23
SEN_102643,2025-01-25 04:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.58
SEN_102644,2025-07-17 12:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,6.26
SEN_102645,2025-07-14 20:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,129.19
SEN_102646,2025-07-02 16:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_102647,2025-03-05 02:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.78
SEN_102648,2025-06-18 06:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,247.57
SEN_102649,2025-04-01 03:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,70.3
SEN_102650,2025-04-07 09:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,19.12
SEN_102651,2025-01-20 16:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,25.95
SEN_102652,2025-01-13 06:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,5.63
SEN_102653,2025-01-01 12:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,41.05
SEN_102654,2025-05-10 11:00:00,Shepperton_Plant,PROOFER_01,temperature_c,36.43
SEN_102655,2025-01-20 03:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,5.46
SEN_102656,2025-03-01 05:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.67
SEN_102657,2025-02-22 13:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,245.2
SEN_102658,2025-02-17 00:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,8.31
SEN_102659,2025-03-10 05:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,143.68
SEN_102660,2025-03-09 11:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,6.06
SEN_102661,2025-05-02 10:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,72.94
SEN_102662,2025-07-03 23:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,7.34
SEN_102663,2025-04-19 13:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.77
SEN_102664,2025-07-10 02:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,4.39
SEN_102665,2025-06-10 15:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,155.13
SEN_102666,2025-07-05 02:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,470.29
SEN_102667,2025-06-24 18:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,29.85
SEN_102668,2025-05-02 07:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,78.48
SEN_102669,2025-06-11 03:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,18.62
SEN_102670,2025-03-28 15:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,3.74
SEN_102671,2025-01-21 21:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,437.72
SEN_102672,2025-03-16 21:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,239.01
SEN_102673,2025-02-08 12:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.85
SEN_102674,2025-05-24 21:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,5.03
SEN_102675,2025-03-03 03:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,4.66
SEN_102676,2025-04-12 18:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,1.54
SEN_102677,2025-06-15 13:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.68
SEN_102678,2025-03-18 19:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_102679,2025-01-06 05:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,616.48
SEN_102680,2025-05-09 02:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,3.6
SEN_102681,2025-07-16 08:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,8.04
SEN_102682,2025-02-17 14:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.36
SEN_102683,2025-05-11 10:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,21.7
SEN_102684,2025-04-21 18:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,2.71
SEN_102685,2025-05-11 04:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,22.33
SEN_102686,2025-03-09 14:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.9
SEN_102687,2025-05-20 09:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,122.37
SEN_102688,2025-01-10 22:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,20.03
SEN_102689,2025-07-25 23:00:00,Shepperton_Plant,PROOFER_01,temperature_c,33.35
SEN_102690,2025-02-01 01:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,67.56
SEN_102691,2025-02-06 10:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,200.9
SEN_102692,2025-07-28 15:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_102693,2025-03-21 01:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.28
SEN_102694,2025-03-10 01:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,31.26
SEN_102695,2025-01-24 13:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,78.57
SEN_102696,2025-01-06 23:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.14
SEN_102697,2025-02-06 22:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,23.81
SEN_102698,2025-01-28 07:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,6.52
SEN_102699,2025-01-24 17:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,6.46
SEN_102700,2025-01-13 17:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.58
SEN_102701,2025-05-11 11:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,36.16
SEN_102702,2025-05-18 12:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,453.27
